,MVT_GT_Las Vegas NV
2017-01-08,42.0
2017-01-15,39.0
2017-01-22,42.0
2017-02-19,40.0
2017-03-05,16.0
2017-03-12,41.0
2017-03-26,57.0
2017-04-02,49.0
2017-04-09,20.0
2017-04-16,22.0
2017-04-23,19.0
2017-05-14,76.0
2017-05-28,100.0
2017-06-18,34.0
2017-06-25,19.0
2017-07-09,60.0
2017-07-23,55.0
2017-08-20,17.0
2017-09-10,41.0
2017-09-24,18.0
2017-10-08,36.0
2017-10-29,33.0
2017-11-12,36.0
2017-11-19,42.0
2017-12-17,18.0
2018-01-07,44.94661382800073
2018-01-14,17.663605337123087
2018-02-11,66.97302062070284
2018-02-18,44.94661382800073
2018-03-11,19.845006064912603
2018-03-18,23.814007277895122
2018-03-25,25.10160776308813
2018-04-01,22.02640679270211
2018-04-22,33.933410431649676
2018-04-29,14.982204609333577
2018-05-06,25.99540800568463
2018-05-20,55.95981722435179
2018-06-03,22.920207035298617
2018-06-17,77.09242377445739
2018-07-08,22.02640679270211
2018-07-29,17.163605337123087
2018-08-05,55.06601698175528
2018-08-19,25.10160776308813
2018-08-26,25.99540800568463
2018-09-02,48.02181479838674
2018-09-23,42.76521310021121
2018-09-30,19.845006064912603
2018-11-11,37.902411644632195
2018-11-18,32.645809946456666
2018-12-09,19.845006064912603
2018-12-16,25.10160776308813
2018-12-30,32.145809946456666
2019-01-13,45.840414070597234
2019-02-24,17.163605337123087
2019-03-10,22.02640679270211
2019-04-07,18.057405579719592
2019-04-28,17.163605337123087
2019-05-12,39.190012129825206
2019-06-02,44.94661382800073
2019-06-09,24.207807520491627
2019-06-23,31.75200970386016
2019-07-14,22.02640679270211
2019-07-28,26.889208248281136
2019-08-04,29.070608976070652
2019-08-18,19.345006064912603
2019-11-03,22.02640679270211
2019-11-10,50.20321552617626
2019-12-01,18.057405579719592
2019-12-22,28.676808733474147
2020-01-19,50.20321552617626
2020-01-26,18.951205822316098
2020-02-02,14.982204609333577
2020-03-15,33.03961018905317
2020-04-05,30.858209461263655
2020-04-12,38.796211887228694
2020-04-26,30.858209461263655
2020-05-10,25.99540800568463
2020-05-24,51.09701576877276
2020-05-31,29.964409218667154
2020-06-07,13.194604124140568
2020-06-21,40.083812372421704
2020-07-05,22.02640679270211
2020-08-02,36.114811159439185
2020-08-09,25.10160776308813
2020-08-16,27.78300849087764
2020-08-23,14.982204609333577
2020-08-30,32.145809946456666
2020-09-13,21.132606550105606
2020-09-27,38.796211887228694
2020-10-04,36.614811159439185
2020-10-11,68.26062110589585
2020-10-25,22.02640679270211
2020-11-22,18.951205822316098
2020-12-27,33.03961018905317
2021-01-03,22.920207035298617
2021-01-31,14.982204609333577
2021-02-21,24.707807520491627
2021-02-28,23.814007277895122
2021-03-21,27.78300849087764
2021-03-28,47.128014555790244
2021-04-04,78.88002425965041
2021-04-25,22.02640679270211
2021-05-09,43.159013342807725
2021-05-16,35.22101091684269
2021-05-23,15.87600485193008
2021-06-06,26.889208248281136
2021-06-20,20.238806307509105
2021-07-04,16.769805094526586
2021-07-18,25.10160776308813
2021-07-25,18.951205822316098
2021-08-29,24.207807520491627
2021-09-12,33.933410431649676
2021-09-19,17.163605337123087
2021-10-03,63.397819650316826
2021-10-17,28.176808733474147
2021-10-31,42.26521310021121
2021-11-07,17.163605337123087
2021-12-05,33.933410431649676
2022-01-09,33.07922037810634
2022-01-16,20.47761261501821
2022-01-23,16.53961018905317
2022-01-30,20.47761261501821
2022-02-06,35.44202183368537
2022-02-13,18.114811159439185
2022-02-20,18.114811159439185
2022-02-27,37.01722280407138
2022-03-06,38.592423774457394
2022-03-13,29.928818437334307
2022-03-20,16.53961018905317
2022-03-27,26.778416496562276
2022-04-10,17.327210674246178
2022-04-17,14.176808733474145
2022-05-01,41.74282571522943
2022-05-22,14.964409218667154
2022-06-19,37.01722280407138
2022-07-10,23.62801455579024
2022-07-17,36.22962231887837
2022-07-31,20.47761261501821
2022-08-07,42.53042620042243
2022-08-21,28.35361746694829
2022-08-28,16.53961018905317
2022-09-04,22.840414070597234
2022-09-11,34.654421348492356
2022-09-25,34.654421348492356
2022-10-02,24.41561504098325
2022-10-09,31.50401940772032
2022-10-16,26.778416496562276
2022-10-23,35.44202183368537
2022-10-30,30.716418922527314
2022-11-06,22.052813585404227
2022-11-13,50.40643105235252
2022-11-27,22.052813585404227
2022-12-04,73.24684512294975
2022-12-11,29.1412179521413
2022-12-18,15.75200970386016
