,MVT_GT_Bakersfield CA
2017-03-19,25.0
2017-03-26,21.0
2017-04-02,44.0
2017-04-30,28.0
2017-05-07,100.0
2017-06-04,42.0
2017-06-11,27.0
2017-06-18,82.0
2017-07-30,34.0
2017-08-06,28.0
2017-08-13,30.0
2017-10-01,25.0
2017-10-15,59.0
2017-11-12,40.0
2017-11-26,25.0
2017-12-17,94.0
2018-01-28,19.716261362408055
2018-02-04,30.957688531103727
2018-04-01,50.17394989351178
2018-06-17,58.59043233096999
2018-06-24,18.774613118662238
2018-08-12,46.9073569185285
2018-08-26,24.86615082488298
2018-09-16,28.13274379986626
2018-09-23,24.86615082488298
2018-10-07,41.757467456053575
2018-11-04,26.24944731237462
2018-11-11,33.28263326234119
2018-11-25,22.04120609364552
2018-12-02,16.891316631170596
2018-12-16,18.274613118662238
2018-12-30,35.16592974983283
2019-01-06,34.22428150608701
2019-01-13,24.86615082488298
2019-01-20,41.757467456053575
2019-02-24,37.049226237324476
2019-03-03,52.057246381003424
2019-03-17,54.88219111224089
2019-07-21,23.924502581137162
2019-08-25,34.22428150608701
2019-09-29,44.08241218729104
2019-10-20,26.74944731237462
2019-11-10,23.924502581137162
2019-11-24,21.099557849899696
2019-12-01,33.28263326234119
2020-01-26,21.099557849899696
2020-03-29,34.72428150608701
2020-04-26,17.832964874916414
2020-06-07,18.774613118662238
2020-06-28,18.274613118662238
2020-07-12,36.10757799357865
2020-07-19,29.074392043612086
2020-09-13,19.716261362408055
2020-11-01,77.86504544963222
2020-12-06,19.216261362408055
2021-03-14,14.06637189993313
2021-04-18,20.15790960615388
2021-04-25,34.72428150608701
2021-05-23,45.02406043103686
2021-06-06,66.12361828093655
2021-06-27,22.04120609364552
2021-07-11,25.807799068628803
2021-08-29,26.24944731237462
2021-09-05,37.049226237324476
2021-09-19,88.16482437458208
2021-09-26,48.29065340602014
2021-11-07,22.982854337391338
2021-12-12,19.716261362408055
2022-01-30,20.315819212307755
2022-02-20,24.73230164976596
2022-02-27,14.132743799866264
2022-05-22,19.432522724816113
2022-07-03,18.549226237324472
2022-08-07,15.016040287357905
2022-09-11,23.84900516227432
2022-09-25,23.84900516227432
2022-10-30,30.03208057471581
2022-11-20,18.549226237324472
2022-11-27,28.265487599732527
2022-12-04,83.91316631170594
2022-12-11,30.03208057471581
2022-12-25,29.14878408722417
