,MVT_GT_Tulsa OK
2017-01-01,30.0
2017-01-15,31.0
2017-01-29,34.0
2017-03-05,29.0
2017-04-09,26.0
2017-04-30,24.0
2017-05-07,29.0
2017-07-16,40.0
2017-08-13,24.0
2017-09-03,22.0
2017-09-10,39.0
2017-09-17,15.0
2017-10-08,31.0
2017-10-22,24.0
2018-01-07,48.09826258142091
2018-01-28,60.7629344045751
2018-05-20,31.191891913483385
2018-05-27,24.829343646308374
2018-06-24,42.29613902544173
2018-08-05,24.829343646308374
2018-09-02,21.648069512720866
2018-09-16,24.829343646308374
2018-10-07,23.268918935112538
2018-12-09,56.02123555979176
2019-01-13,21.648069512720866
2019-01-27,33.81274133587505
2019-03-31,30.13146720228755
2019-04-28,36.49401546946256
2019-06-02,38.054440180658396
2019-06-09,26.450193068700045
2019-07-07,51.27953671500842
2019-09-01,34.87316604707089
2019-09-15,40.17528960305006
2019-10-06,80.85057920610012
2019-10-20,23.268918935112538
2019-12-01,29.071042491091713
2020-02-02,29.071042491091713
2020-02-09,31.691891913483385
2020-02-23,32.752316624679224
2020-04-19,59.70250969337926
2020-05-03,36.99401546946256
2020-06-07,23.768918935112538
2020-06-28,63.9442085381626
2020-07-05,22.708494223916702
2020-07-19,34.87316604707089
2020-08-16,38.054440180658396
2020-08-23,56.02123555979176
2020-08-30,22.208494223916702
2020-09-20,36.99401546946256
2020-10-11,42.29613902544173
2020-10-18,36.49401546946256
2020-11-08,25.88976835750421
2020-11-29,26.450193068700045
2020-12-27,53.40038613740009
2021-01-24,24.329343646308374
2021-02-21,35.933590758266725
2021-02-28,24.829343646308374
2021-03-14,51.77953671500842
2021-03-21,24.829343646308374
2021-04-04,45.97741315902924
2021-04-11,33.81274133587505
2021-04-18,40.17528960305006
2021-05-02,34.87316604707089
2021-05-23,28.01061777989588
2021-06-13,54.960810848595926
2021-06-20,52.839961426204255
2021-07-04,32.252316624679224
2021-08-01,39.114864891854225
2021-08-15,31.691891913483385
2021-08-29,63.4442085381626
2021-09-05,57.58166027098759
2021-09-12,28.01061777989588
2021-09-26,31.191891913483385
2021-10-10,26.950193068700045
2021-10-17,31.691891913483385
2021-10-24,99.87779929642933
2022-02-13,112.08494223916703
2022-03-06,38.10888036131679
2022-05-01,21.296139025441736
2022-05-15,32.50463324935844
2022-05-22,100.87644801525033
2022-06-12,21.296139025441736
2022-06-19,22.416988447833404
2022-07-17,58.28416996436685
2022-07-24,20.175289603050064
2022-07-31,26.900386137400087
2022-09-04,32.50463324935844
2022-10-02,20.175289603050064
2022-10-09,34.74633209414178
2022-10-23,62.76756765393354
