,MVT_GT_Philadelphia PA
2017-01-01,58.0
2017-01-08,32.0
2017-01-15,41.0
2017-01-22,29.0
2017-01-29,49.0
2017-02-05,29.0
2017-02-12,30.0
2017-03-19,28.0
2017-03-26,45.0
2017-04-02,61.0
2017-04-09,36.0
2017-04-16,26.0
2017-04-23,71.0
2017-05-07,37.0
2017-05-14,27.0
2017-05-21,31.0
2017-05-28,89.0
2017-06-04,18.0
2017-06-11,23.0
2017-06-18,44.0
2017-06-25,29.0
2017-07-02,40.0
2017-07-09,29.0
2017-07-16,18.0
2017-07-23,29.0
2017-07-30,23.0
2017-08-06,18.0
2017-08-13,14.0
2017-08-20,41.0
2017-08-27,14.0
2017-09-03,17.0
2017-09-10,25.0
2017-09-17,15.0
2017-10-08,60.0
2017-10-15,18.0
2017-10-22,29.0
2017-10-29,38.0
2017-11-12,31.0
2017-11-26,16.0
2017-12-24,66.0
2017-12-31,37.0
2018-01-07,37.107926641187234
2018-01-14,15.394271908382462
2018-01-21,20.14977816792031
2018-01-28,33.91629694653385
2018-02-04,18.022025038151384
2018-02-11,22.77753129768923
2018-02-18,49.81056885491631
2018-02-25,32.85242038164938
2018-03-04,24.905284427458156
2018-03-18,15.894271908382462
2018-03-25,29.160790686996002
2018-04-01,18.022025038151384
2018-04-08,24.905284427458156
2018-05-06,19.585901603035847
2018-05-13,33.91629694653385
2018-05-27,46.118939160262926
2018-06-03,67.8325938930677
2018-06-10,22.77753129768923
2018-06-17,100.18501427471708
2018-06-24,33.91629694653385
2018-07-01,15.894271908382462
2018-07-08,45.05506259537846
2018-07-15,23.341407862573693
2018-07-22,14.330395343498001
2018-08-05,47.182815725147385
2018-08-12,42.92730946560954
2018-08-19,36.54405007630277
2018-08-26,19.085901603035847
2018-09-02,23.341407862573693
2018-09-16,65.70484076329876
2018-09-23,59.88545793887646
2018-09-30,40.79955633584062
2018-10-07,29.160790686996002
2018-10-21,31.788543816764925
2018-10-28,24.405284427458156
2018-11-11,32.85242038164938
2018-11-18,31.288543816764925
2018-11-25,16.958148473266924
2018-12-02,49.81056885491631
2018-12-09,29.660790686996002
2018-12-16,41.86343290072508
2018-12-30,37.107926641187234
2019-01-06,15.894271908382462
2019-01-20,22.27753129768923
2019-01-27,14.830395343498001
2019-02-03,36.04405007630277
2019-02-17,36.04405007630277
2019-03-03,47.682815725147385
2019-03-24,30.22466725188046
2019-03-31,36.04405007630277
2019-04-07,24.905284427458156
2019-04-14,57.75770480910754
2019-04-28,29.160790686996002
2019-05-05,49.81056885491631
2019-05-26,36.04405007630277
2019-06-30,18.522025038151384
2019-07-07,23.341407862573693
2019-07-14,13.26651877861354
2019-07-21,19.085901603035847
2019-07-28,40.29955633584062
2019-08-11,40.79955633584062
2019-08-18,21.71365473280477
2019-09-08,19.085901603035847
2019-09-15,29.160790686996002
2019-09-22,16.958148473266924
2019-09-29,15.894271908382462
2019-10-06,20.14977816792031
2019-10-13,34.98017351141831
2019-10-20,32.85242038164938
2019-10-27,16.958148473266924
2019-11-03,85.85461893121908
2019-11-17,43.991186030494006
2019-12-01,34.48017351141831
2019-12-08,12.202642213729078
2019-12-15,43.991186030494006
2019-12-22,59.88545793887646
2019-12-29,19.085901603035847
2020-01-05,40.29955633584062
2020-01-12,22.27753129768923
2020-01-19,66.26871732818324
2020-02-09,20.14977816792031
2020-02-16,34.98017351141831
2020-02-23,36.04405007630277
2020-03-01,13.26651877861354
2020-03-08,23.841407862573693
2020-03-15,16.958148473266924
2020-03-22,20.64977816792031
2020-04-05,11.138765648844615
2020-04-12,11.638765648844615
2020-04-19,11.638765648844615
2020-04-26,54.06607511445416
2020-05-03,21.21365473280477
2020-05-17,22.27753129768923
2020-05-24,28.096914122111542
2020-05-31,36.04405007630277
2020-06-07,15.394271908382462
2020-06-21,33.91629694653385
2020-06-28,13.76651877861354
2020-07-05,24.905284427458156
2020-07-26,30.22466725188046
2020-08-02,18.522025038151384
2020-08-09,33.91629694653385
2020-08-16,20.14977816792031
2020-08-23,32.85242038164938
2020-08-30,24.905284427458156
2020-09-06,48.246692290031845
2020-09-13,12.202642213729078
2020-09-20,16.958148473266924
2020-10-04,20.14977816792031
2020-10-11,29.160790686996002
2020-10-18,33.91629694653385
2020-10-25,28.596914122111542
2020-11-01,12.702642213729078
2020-11-08,11.138765648844615
2020-11-15,28.596914122111542
2020-11-22,33.91629694653385
2020-11-29,34.98017351141831
2020-12-06,42.92730946560954
2020-12-13,31.788543816764925
2020-12-20,71.02422358772108
2020-12-27,53.0021985495697
2021-01-03,30.22466725188046
2021-01-17,55.62995167933862
2021-01-24,21.71365473280477
2021-02-07,16.958148473266924
2021-02-14,30.22466725188046
2021-02-28,16.458148473266924
2021-03-14,34.98017351141831
2021-03-21,22.27753129768923
2021-03-28,14.830395343498001
2021-04-04,43.991186030494006
2021-04-11,15.894271908382462
2021-04-25,34.48017351141831
2021-05-02,25.969160992342616
2021-05-09,46.118939160262926
2021-05-16,41.86343290072508
2021-05-23,41.86343290072508
2021-05-30,23.841407862573693
2021-06-06,21.71365473280477
2021-06-20,32.85242038164938
2021-06-27,22.27753129768923
2021-07-04,39.23567977095615
2021-07-11,63.57708763352985
2021-07-18,50.37444541980077
2021-07-25,25.969160992342616
2021-08-15,13.26651877861354
2021-08-22,39.73567977095615
2021-09-05,55.12995167933862
2021-09-12,23.341407862573693
2021-09-19,39.73567977095615
2021-09-26,14.830395343498001
2021-10-03,46.118939160262926
2021-10-10,46.118939160262926
2021-10-17,45.05506259537846
2021-10-31,36.04405007630277
2021-11-07,20.64977816792031
2021-11-14,31.788543816764925
2021-11-21,30.72466725188046
2021-11-28,25.969160992342616
2021-12-05,36.04405007630277
2021-12-12,57.25770480910754
2021-12-26,40.29955633584062
2022-01-09,65.40968152659754
2022-01-23,57.51540961821508
2022-01-30,89.09249725174493
2022-02-06,41.72686580145016
2022-02-20,38.34360641214339
2022-02-27,43.982372060988006
2022-03-06,22.555062595378462
2022-03-13,42.85461893121908
2022-03-20,40.59911267168123
2022-03-27,29.321581373992004
2022-04-03,34.960347022836615
2022-04-10,37.21585328237447
2022-04-17,43.982372060988006
2022-04-24,41.72686580145016
2022-05-01,45.110125190756925
2022-05-08,57.51540961821508
2022-05-15,34.960347022836615
2022-05-22,77.8149659540557
2022-05-29,21.42730946560954
2022-06-05,45.110125190756925
2022-06-12,40.59911267168123
2022-06-19,63.1541752670597
2022-06-26,24.81056885491631
2022-07-10,41.72686580145016
2022-07-17,20.299556335840617
2022-07-24,13.533037557227079
2022-07-31,56.38765648844616
2022-08-07,46.23787832052585
