,MVT_GT_Phoenix AZ
2017-01-01,42.0
2017-01-08,66.0
2017-01-15,20.0
2017-01-22,32.0
2017-01-29,20.0
2017-02-05,31.0
2017-02-12,47.0
2017-02-19,16.0
2017-02-26,23.0
2017-03-19,47.0
2017-03-26,35.0
2017-04-02,18.0
2017-04-23,25.0
2017-05-14,19.0
2017-05-21,100.0
2017-06-11,35.0
2017-06-18,24.0
2017-07-09,21.0
2017-07-16,62.0
2017-07-23,35.0
2017-07-30,87.0
2017-08-06,36.0
2017-08-13,80.0
2017-09-03,21.0
2017-09-17,62.0
2017-09-24,41.0
2017-10-01,24.0
2017-10-15,32.0
2017-10-29,19.0
2017-11-05,45.0
2017-11-12,52.0
2017-11-19,18.0
2017-12-03,41.0
2017-12-10,20.0
2017-12-17,40.0
2017-12-24,68.0
2017-12-31,29.0
2018-01-28,56.92315096310739
2018-02-18,17.026945288932218
2018-02-25,37.948767308738255
2018-03-25,29.18529466427215
2018-04-08,27.23785629883524
2018-04-15,63.739185242136585
2018-04-22,16.05322610621376
2018-04-29,22.869260385242956
2018-05-06,20.921822019806044
2018-05-13,30.659013846990607
2018-05-20,20.921822019806044
2018-06-24,17.026945288932218
2018-07-01,63.739185242136585
2018-07-08,26.264137116116782
2018-07-22,23.842979567961414
2018-07-29,26.764137116116782
2018-08-05,32.10645221242752
2018-08-12,28.211575481553695
2018-08-19,16.05322610621376
2018-08-26,35.02760976058289
2018-09-16,26.264137116116782
2018-09-30,41.34364403961209
2018-10-14,24.81669875067987
2018-10-28,50.10711668407819
2018-12-09,16.05322610621376
2018-12-16,26.264137116116782
2018-12-23,70.05521952116578
2019-01-06,54.97571259767048
2019-01-13,29.18529466427215
2019-02-17,26.764137116116782
2019-02-24,28.711575481553695
2019-03-10,31.632733029709065
2019-03-17,25.790417933398324
2019-03-31,18.974383654369127
2019-04-07,38.922486491456716
2019-05-26,52.0545550495151
2019-06-02,19.948102837087585
2019-06-16,33.08017139514598
2019-06-30,21.895541202524498
2019-07-07,80.7661305310688
2019-07-14,62.76546605941813
2019-07-21,32.60645221242752
2019-07-28,32.10645221242752
2019-08-04,54.97571259767048
2019-09-08,24.81669875067987
2019-09-22,27.73785629883524
2019-09-29,24.81669875067987
2019-10-20,34.053890577864436
2019-11-03,35.02760976058289
2019-11-10,17.026945288932218
2019-12-01,26.264137116116782
2019-12-08,22.369260385242956
2019-12-22,33.58017139514598
2019-12-29,24.81669875067987
2020-01-05,61.791746876699676
2020-01-12,19.948102837087585
2020-01-19,49.13339750135974
2020-01-26,21.895541202524498
2020-02-02,25.790417933398324
2020-02-09,31.132733029709065
2020-02-16,21.895541202524498
2020-02-23,16.05322610621376
2020-03-01,40.86992485689363
2020-03-08,27.23785629883524
2020-03-22,18.974383654369127
2020-03-29,25.290417933398324
2020-04-05,14.105787740776847
2020-04-12,27.23785629883524
2020-04-19,17.026945288932218
2020-04-26,15.079506923495304
2020-05-10,21.395541202524498
2020-05-17,26.764137116116782
2020-05-24,21.895541202524498
2020-05-31,34.053890577864436
2020-06-07,28.211575481553695
2020-06-14,16.55322610621376
2020-06-28,17.026945288932218
2020-07-19,29.18529466427215
2020-07-26,23.842979567961414
2020-08-02,13.132068558058391
2020-08-16,49.13339750135974
2020-08-30,23.342979567961414
2020-09-06,31.632733029709065
2020-09-13,21.895541202524498
2020-09-20,53.028274232233564
2020-09-27,19.948102837087585
2020-10-04,22.369260385242956
2020-10-11,13.632068558058391
2020-10-25,39.89620567417517
2020-11-01,10.210911009903022
2020-11-08,15.079506923495304
2020-11-15,47.18595913592283
2020-11-22,13.132068558058391
2020-12-06,28.211575481553695
2020-12-13,18.000664471650673
2020-12-20,15.079506923495304
2020-12-27,15.579506923495304
2021-01-03,16.05322610621376
