,MVT_GT_Milwaukee WI
2017-01-15,30.0
2017-01-22,34.0
2017-02-05,64.0
2017-02-12,59.0
2017-02-26,100.0
2017-03-19,51.0
2017-04-09,36.0
2017-04-16,66.0
2017-04-30,32.0
2017-05-14,59.0
2017-05-28,53.0
2017-08-13,33.0
2017-08-20,62.0
2017-09-24,64.0
2017-10-29,26.0
2017-11-05,34.0
2017-12-10,56.0
2017-12-31,46.0
2018-01-07,66.20836000571146
2018-03-04,25.013295074615908
2018-04-08,24.032014494822988
2018-04-15,41.19506493109554
2018-05-20,53.95171246840349
2018-05-27,31.882259133166343
2018-06-03,31.882259133166343
2018-06-10,23.05073391503007
2018-06-24,38.751223191716775
2018-07-08,25.013295074615908
2018-07-29,26.975856234201746
2018-08-19,63.764518266332686
2018-09-02,29.419697973580504
2018-09-16,22.06945333523715
2018-10-07,29.919697973580504
2018-10-14,21.088172755444226
2018-11-18,35.80738145233802
2018-11-25,27.957136813994666
2018-12-16,39.7325037715097
2019-03-10,41.19506493109554
2019-05-05,21.088172755444226
2019-05-12,25.013295074615908
2019-06-02,38.751223191716775
2019-06-30,47.08274840985305
2019-07-07,23.05073391503007
2019-08-04,62.28323768653976
2019-08-11,22.06945333523715
2019-08-25,36.788662032130944
2019-09-08,20.10689217565131
2019-09-22,41.19506493109554
2019-10-20,20.10689217565131
2019-12-01,35.80738145233802
2019-12-15,39.7325037715097
2019-12-29,38.251223191716775
2020-01-26,24.032014494822988
2020-02-09,96.12805797929195
2020-02-23,35.30738145233802
2020-03-08,22.06945333523715
2020-04-05,38.751223191716775
2020-05-03,40.21378435130262
2020-05-17,23.05073391503007
2020-06-28,66.70836000571146
2020-07-12,34.8261008725451
2020-07-26,57.87683478757517
2020-08-02,45.120187250267215
2020-08-16,27.957136813994666
2020-09-20,30.900978553373424
2020-10-04,32.863539712959266
2020-10-11,41.69506493109554
2020-10-18,28.938417393787585
2020-11-15,40.21378435130262
2020-11-22,32.863539712959266
2021-01-10,29.919697973580504
2021-01-24,37.26994261192386
2021-01-31,29.919697973580504
2021-02-07,26.975856234201746
2021-03-07,37.26994261192386
2021-03-28,47.58274840985305
2021-04-18,52.97043188861058
2021-05-09,27.957136813994666
2021-06-06,82.89012986219107
2021-06-13,33.84482029275218
2021-06-20,80.42756870260524
2021-07-04,22.06945333523715
2021-07-11,45.120187250267215
2021-07-18,58.858115367368086
2021-07-25,50.026590149231815
2021-08-08,35.80738145233802
2021-08-15,30.900978553373424
2021-08-29,28.938417393787585
2021-09-12,71.11476290467604
2021-09-26,30.900978553373424
2021-10-03,69.1522017450902
2021-10-10,25.994575654408827
2021-10-24,32.863539712959266
2021-10-31,37.26994261192386
2021-11-07,50.50787072902473
2021-11-14,31.882259133166343
2021-12-19,34.8261008725451
2022-01-23,79.89257624562464
2022-02-06,88.55562668189718
2022-02-13,40.427568702605235
2022-02-20,50.05318029846363
2022-02-27,54.865986096392824
2022-03-06,23.101467830060137
2022-03-20,22.138906670474295
2022-04-17,55.82854725597866
2022-05-01,37.53988522384772
2022-05-22,51.01574145804947
2022-05-29,22.138906670474295
2022-06-05,49.09061913887779
2022-06-12,49.09061913887779
2022-07-03,38.50244638343356
2022-07-10,43.31525218136275
2022-07-31,34.6522017450902
2022-08-07,22.138906670474295
2022-08-21,56.7911084155645
2022-10-02,21.176345510888456
2022-10-09,31.764518266332686
2022-10-16,54.865986096392824
2022-10-30,45.24037450053443
2022-12-04,49.09061913887779
2022-12-18,74.1172092881096
2022-12-25,43.31525218136275
