,MVT_GT_Portland OR
2017-01-01,27.0
2017-01-08,26.0
2017-01-15,40.0
2017-01-29,51.0
2017-02-12,24.0
2017-03-05,42.0
2017-04-16,65.0
2017-05-07,31.0
2017-05-21,69.0
2017-05-28,35.0
2017-06-04,45.0
2017-06-11,30.0
2017-06-25,34.0
2017-07-09,19.0
2017-07-16,24.0
2017-07-23,46.0
2017-07-30,42.0
2017-08-06,27.0
2017-08-13,41.0
2017-08-20,31.0
2017-08-27,44.0
2017-09-24,29.0
2017-10-22,14.0
2017-10-29,38.0
2017-11-05,58.0
2017-11-12,32.0
2017-11-19,17.0
2017-12-03,25.0
2017-12-10,21.0
2017-12-24,21.0
2017-12-31,49.0
2018-01-14,30.129023059599227
2018-01-21,62.87871449398359
2018-02-04,58.13737774441333
2018-02-11,26.94802049742154
2018-03-04,35.93069399656205
2018-03-11,36.99102818395461
2018-03-18,40.17203074613231
2018-03-25,36.99102818395461
2018-04-01,20.086015373066154
2018-04-08,29.068688872206664
2018-04-15,48.094370057880255
2018-04-22,14.784344436103332
2018-04-29,24.82735212263641
2018-05-20,40.17203074613231
2018-05-27,35.93069399656205
2018-06-10,35.43069399656205
2018-06-17,41.73236493352487
2018-06-24,30.129023059599227
2018-07-01,17.465346998281024
2018-07-15,52.33570680745051
2018-07-22,57.077043557020765
2018-07-29,24.32735212263641
2018-08-05,44.91336749570256
2018-08-12,48.594370057880255
2018-08-26,17.965346998281024
2018-09-02,22.70668374785128
2018-09-09,73.98205636790922
2018-09-30,75.04239055530178
2018-10-07,43.853033308309996
2018-10-14,33.310025621776916
2018-10-21,17.965346998281024
2018-10-28,54.95637518223563
2018-11-04,42.79269912091743
2018-11-11,52.83570680745051
2018-11-18,24.82735212263641
2018-11-25,68.68038543094642
2018-12-02,20.086015373066154
2018-12-16,22.70668374785128
2018-12-23,38.05136237134718
2019-01-13,31.189357246991793
2019-01-20,59.6977119318059
2019-01-27,44.41336749570256
2019-02-03,39.11169655873974
2019-02-10,30.129023059599227
2019-03-03,32.74969143438436
2019-03-10,32.24969143438436
2019-03-31,25.887686310028972
2019-05-05,29.068688872206664
2019-05-12,36.99102818395461
2019-05-19,76.10272474269436
2019-06-02,71.8613879931241
2019-06-09,32.24969143438436
2019-06-16,23.267017935243842
2019-07-07,58.63737774441333
2019-07-14,42.79269912091743
2019-07-21,20.086015373066154
2019-08-04,41.23236493352487
2019-08-11,45.97370168309513
2019-08-25,47.534035870487685
2019-09-01,57.077043557020765
2019-09-22,52.83570680745051
2019-10-06,19.52568118567359
2019-10-20,17.965346998281024
2019-10-27,47.034035870487685
2019-11-10,24.82735212263641
2019-11-17,34.870359809169486
2019-12-08,28.0083546848141
2019-12-15,56.0167093696282
2019-12-29,16.905012810888458
2020-01-05,39.11169655873974
2020-01-26,32.74969143438436
2020-02-09,36.99102818395461
2020-02-16,43.353033308309996
2020-03-08,33.310025621776916
2020-03-15,77.66305893008692
2020-04-26,14.784344436103332
2020-05-17,25.387686310028972
2020-05-24,35.93069399656205
2020-05-31,23.767017935243842
2020-06-07,24.32735212263641
2020-06-21,72.92172218051667
2020-06-28,48.094370057880255
2020-07-05,47.034035870487685
2020-07-12,30.629023059599227
2020-07-19,32.74969143438436
2020-07-26,23.267017935243842
2020-08-02,23.767017935243842
2020-08-23,53.89604099484308
2020-08-30,40.67203074613231
2020-09-06,26.44802049742154
2020-09-13,68.18038543094642
2020-09-20,38.55136237134718
2020-10-04,58.13737774441333
2020-10-11,96.68874011576051
2020-11-01,49.15470424527282
2020-11-15,29.068688872206664
2020-12-13,28.0083546848141
2020-12-20,33.810025621776916
2021-01-03,30.129023059599227
2021-01-10,17.965346998281024
2021-01-17,58.63737774441333
2021-01-24,38.05136237134718
2021-02-07,38.05136237134718
2021-02-14,43.353033308309996
2021-02-21,43.353033308309996
2021-02-28,26.94802049742154
2021-03-07,44.91336749570256
2021-03-14,49.65470424527282
2021-03-28,34.870359809169486
2021-04-04,52.83570680745051
2021-04-11,39.11169655873974
2021-04-25,30.129023059599227
2021-05-02,30.129023059599227
2021-05-09,99.8697426779382
2021-05-16,25.387686310028972
2021-06-06,43.853033308309996
2021-06-13,31.689357246991793
2021-06-20,53.89604099484308
2021-07-04,50.21503843266538
2021-07-11,19.02568118567359
2021-07-25,22.70668374785128
2021-08-01,31.689357246991793
2021-08-08,68.68038543094642
2021-08-22,22.20668374785128
2021-08-29,91.44740336619026
2021-09-05,24.82735212263641
2021-09-12,61.318380306591024
2021-09-19,99.8697426779382
2021-10-03,66.05971705616128
2021-10-10,60.758046119198454
2021-10-31,42.29269912091743
2021-11-07,19.02568118567359
2021-11-14,51.275372620057944
2021-11-21,30.129023059599227
2021-11-28,32.24969143438436
2021-12-05,68.18038543094642
2021-12-12,59.1977119318059
2021-12-19,38.05136237134718
2021-12-26,51.275372620057944
2022-01-02,34.74071961833897
2022-01-09,61.63676061318204
2022-01-16,31.378714493983587
2022-01-23,20.172030746132304
2022-01-30,49.309408490545636
2022-02-06,70.60210761146307
2022-02-13,42.585398241834866
2022-02-20,61.63676061318204
2022-02-27,81.80879135931434
2022-03-06,20.172030746132304
2022-03-13,36.98205636790922
2022-03-20,33.62005124355384
2022-03-27,13.448020497421536
2022-04-03,25.775372620057944
2022-04-17,43.70606661661999
2022-04-24,24.654704245272818
2022-05-08,34.74071961833897
2022-05-15,43.70606661661999
2022-05-29,57.15408711404153
2022-06-05,29.137377744413328
2022-06-12,112.06683747851281
2022-06-19,22.41336749570256
2022-06-26,48.1887401157605
2022-07-03,80.68812298452922
2022-07-10,40.34406149226461
2022-07-17,30.258046119198458
2022-07-24,42.585398241834866
2022-07-31,47.06807174097538
2022-08-07,48.1887401157605
2022-08-14,69.48143923667794
2022-08-21,42.585398241834866
2022-08-28,53.792081989686146
2022-09-04,17.93069399656205
2022-09-11,66.11943411232255
2022-09-18,24.654704245272818
2022-09-25,52.67141361490102
2022-10-02,35.8613879931241
2022-10-09,24.654704245272818
2022-11-06,32.49938286876871
2022-11-13,25.775372620057944
2022-11-20,35.8613879931241
2022-11-27,41.46472986704974
2022-12-11,23.53403587048769
2022-12-18,50.43007686533076
