,MVT_GT_Bakersfield CA
2017-02-05,33.0
2017-05-21,81.0
2017-05-28,44.0
2017-07-02,70.0
2017-09-03,35.0
2017-09-17,47.0
2017-09-24,35.0
2017-11-19,40.0
2017-12-10,28.0
2017-12-24,39.0
2018-01-14,33.0
2018-02-11,95.0
2018-04-01,22.0
2018-05-13,47.0
2018-05-27,30.0
2018-06-03,44.0
2018-06-10,30.0
2018-07-08,32.0
2018-09-02,58.0
2018-09-16,33.0
2018-09-23,100.0
2018-10-07,30.0
2018-11-11,28.0
2018-11-25,22.0
2019-01-13,48.0
2019-01-20,51.0
2019-03-10,28.0
2019-04-14,38.0
2019-05-19,26.0
2019-06-02,79.0
2019-06-23,24.0
2019-06-30,23.0
2019-07-07,54.0
2019-07-21,25.0
2019-08-18,21.0
2019-10-20,23.0
2019-10-27,85.0
2019-11-10,33.0
2019-11-24,61.0
2019-12-01,42.0
2019-12-15,21.0
2019-12-29,23.0
2020-02-23,34.0
2020-03-08,41.0
2020-03-15,18.0
2020-03-22,29.0
2020-04-12,16.0
2020-05-17,24.0
2020-06-28,61.0
2020-07-05,39.0
2020-07-12,21.0
2020-08-02,45.0
2020-09-27,22.0
2020-10-18,55.0
2020-10-25,28.0
2020-11-15,22.0
2020-11-22,28.0
2020-11-29,36.0
2020-12-13,43.0
2021-01-17,43.0
2021-01-24,29.0
2021-01-31,42.0
2021-02-07,24.0
2021-03-07,39.0
2021-03-21,31.0
2021-04-04,22.0
2021-04-18,22.0
2021-05-23,20.0
2021-06-13,41.0
2021-07-04,73.0
2021-07-11,30.0
2021-08-29,23.0
2021-09-26,35.0
2021-10-03,67.0
2021-11-14,30.0
2021-11-21,22.0
2021-12-26,53.0
2022-02-27,20.0
2022-03-06,26.0
2022-03-20,34.0
2022-06-19,19.0
2022-07-31,52.0
2022-08-07,66.0
2022-09-25,58.0
2022-10-23,38.0
2022-11-06,17.0
2022-11-13,28.0
2022-11-27,23.0
2022-12-04,22.0
2022-12-11,45.0
