,MVT_GT_Milwaukee WI
2017-01-01,17.0
2017-01-08,16.0
2017-02-05,27.0
2017-02-26,22.0
2017-05-14,73.0
2017-05-21,48.0
2017-06-04,23.0
2017-06-25,100.0
2017-07-30,22.0
2017-08-06,26.0
2017-08-20,26.0
2017-09-03,21.0
2017-09-17,18.0
2017-10-08,73.0
2017-11-05,31.0
2017-11-12,45.0
2017-12-03,18.0
2018-01-07,12.25211968946192
2018-01-21,27.89359930991538
2018-02-25,40.993058982125184
2018-04-08,48.81379879235192
2018-04-22,20.072859499688647
2018-04-29,12.25211968946192
2018-05-06,56.134538602578644
2018-05-20,17.683499568697112
2018-05-27,43.88241891311672
2018-06-10,22.962219430680186
2018-07-08,18.87817953419288
2018-07-22,27.046259327167494
2018-08-19,20.072859499688647
2018-09-02,18.030839551445
2018-09-23,15.141479620453458
2018-10-07,22.114879447932303
2018-11-04,43.88241891311672
2018-11-11,33.17231917189845
2018-11-18,22.962219430680186
2018-11-25,19.725519516940764
2018-12-02,65.14995837830114
2018-12-09,20.072859499688647
2018-12-16,20.072859499688647
2018-12-23,15.141479620453458
2019-01-06,16.836159585949225
2019-01-13,25.851579361671725
2019-01-27,25.851579361671725
2019-02-03,23.309559413428072
2019-03-03,22.114879447932303
2019-03-10,16.836159585949225
2019-03-24,30.782959240906916
2019-03-31,24.15689939617596
2019-04-21,22.114879447932303
2019-04-28,22.962219430680186
2019-05-05,14.294139637705573
2019-05-12,29.935619258159033
2019-06-09,17.683499568697112
2019-07-14,38.95103903388153
2019-08-04,16.836159585949225
2019-08-18,33.17231917189845
2019-08-25,13.099459672209804
2019-09-29,29.935619258159033
2019-10-13,33.17231917189845
2019-10-20,11.904779706714036
2019-12-08,11.904779706714036
2019-12-15,16.336159585949225
2019-12-29,26.198919344419608
2020-01-05,19.225519516940764
2020-02-16,22.962219430680186
2020-02-23,12.25211968946192
2020-03-01,24.15689939617596
2020-03-08,11.057439723966151
2020-03-22,11.057439723966151
2020-04-05,13.099459672209804
2020-04-12,14.794139637705573
2020-04-19,22.962219430680186
2020-04-26,15.988819603201343
2020-05-24,14.794139637705573
2020-05-31,9.862759758470382
2020-06-21,14.794139637705573
2020-06-28,17.683499568697112
2020-08-16,22.962219430680186
2020-08-23,13.94679965495769
2020-08-30,29.088279275411146
2020-09-20,17.183499568697112
2020-10-04,25.00423937892384
2020-11-01,24.15689939617596
2020-11-15,20.920199482436534
2020-12-13,19.225519516940764
2020-12-20,50.855818740595566
2020-12-27,20.072859499688647
2021-01-24,13.94679965495769
2021-02-07,16.836159585949225
2021-03-21,24.15689939617596
2021-03-28,69.23399827478845
2021-05-02,18.030839551445
2021-05-30,23.809559413428072
2021-06-06,14.794139637705573
2021-06-13,25.00423937892384
2021-06-20,32.82497918915057
2021-07-18,14.794139637705573
2021-08-08,23.809559413428072
2021-08-15,23.309559413428072
2021-09-05,24.15689939617596
2021-09-12,14.794139637705573
2021-09-26,33.17231917189845
2021-10-03,31.977639206402685
2021-10-24,15.988819603201343
2021-10-31,25.851579361671725
2021-12-05,15.988819603201343
2021-12-19,22.962219430680186
2021-12-26,13.099459672209804
2022-01-16,34.039318309292675
2022-01-23,60.4371569981319
2022-02-06,18.756359068385763
2022-02-13,20.840398964873067
2022-03-06,18.061679102889993
2022-03-13,25.70315872334345
2022-03-20,20.840398964873067
2022-04-03,19.45103903388153
2022-04-10,18.756359068385763
2022-04-24,12.504239378923842
2022-05-01,25.008478757847683
2022-05-08,19.45103903388153
2022-06-26,29.871238516318066
2022-07-10,45.84887772272075
2022-07-17,18.756359068385763
2022-07-24,22.924438861360375
2022-07-31,39.59675803325883
2022-08-21,35.42867824028421
2022-08-28,20.145718999377298
2022-09-11,15.282959240906916
2022-09-18,16.672319171898454
2022-10-09,30.56591848181383
2022-10-16,29.176558550822296
2022-10-23,28.481878585326527
2022-10-30,23.619118826856145
2022-11-13,31.95527841280537
2022-12-04,14.588279275411148
2022-12-25,31.95527841280537
