,MVT_GT_Los Angeles CA
2017-01-01,46.0
2017-01-08,60.0
2017-01-15,68.0
2017-01-22,49.0
2017-01-29,45.0
2017-02-05,45.0
2017-02-12,26.0
2017-02-19,48.0
2017-02-26,45.0
2017-03-05,53.0
2017-03-12,34.0
2017-03-19,70.0
2017-03-26,31.0
2017-04-02,52.0
2017-04-09,47.0
2017-04-16,48.0
2017-04-23,27.0
2017-04-30,45.0
2017-05-07,38.0
2017-05-14,38.0
2017-05-21,51.0
2017-05-28,64.0
2017-06-04,42.0
2017-06-11,60.0
2017-06-18,41.0
2017-06-25,75.0
2017-07-02,61.0
2017-07-09,56.0
2017-07-16,42.0
2017-07-23,65.0
2017-07-30,62.0
2017-08-06,70.0
2017-08-13,100.0
2017-08-20,39.0
2017-08-27,42.0
2017-09-03,56.0
2017-09-10,76.0
2017-09-17,33.0
2017-09-24,66.0
2017-10-01,55.0
2017-10-08,35.0
2017-10-15,54.0
2017-10-22,56.0
2017-10-29,83.0
2017-11-05,40.0
2017-11-12,86.0
2017-11-19,52.0
2017-11-26,70.0
2017-12-03,50.0
2017-12-10,7.0
2017-12-17,26.0
2017-12-24,62.0
2017-12-31,47.0
2018-01-07,24.00677450237334
2018-01-14,44.166352927458476
2018-01-21,62.902333313899504
2018-01-28,34.08656371491591
2018-02-04,63.864132333221555
2018-02-11,45.12815194678052
2018-02-18,72.02032350712003
2018-02-25,75.86751958440823
2018-03-04,55.70794115932309
2018-03-11,42.242754888814375
2018-03-18,37.933759792204114
2018-03-25,56.66974017864514
2018-04-01,68.17312742983182
2018-04-08,44.166352927458476
2018-04-15,52.32254410135694
2018-04-22,27.353970579661546
2018-04-29,68.17312742983182
2018-05-06,63.864132333221555
2018-05-13,51.36074508203488
2018-05-20,86.90910781627284
2018-05-27,49.93714704339078
2018-06-03,56.66974017864514
2018-06-10,49.93714704339078
2018-06-17,23.04497548305129
2018-06-24,56.66974017864514
2018-07-01,33.62476469559385
2018-07-08,54.74614214000104
2018-07-15,72.02032350712003
2018-07-22,55.20794115932309
2018-07-29,47.05174998542463
2018-08-05,45.62815194678052
2018-08-12,42.742754888814375
2018-08-19,45.12815194678052
2018-08-26,43.70455390813642
2018-09-02,42.742754888814375
2018-09-09,56.16974017864514
2018-09-16,43.70455390813642
2018-09-23,62.902333313899504
2018-09-30,44.666352927458476
2018-10-07,35.048362734237955
2018-10-14,39.857357830848215
2018-10-21,48.97534802406873
2018-10-28,53.28434312067899
2018-11-04,49.93714704339078
2018-11-11,41.28095586949232
2018-11-18,54.24614214000104
2018-11-25,44.166352927458476
2018-12-02,71.05852448779797
2018-12-09,60.9787352752554
2018-12-16,52.32254410135694
2018-12-23,60.016936255933345
2018-12-30,41.78095586949232
2019-01-06,61.94053429457745
2019-01-13,30.7393676376277
2019-01-20,41.78095586949232
2019-01-27,48.97534802406873
2019-02-03,74.90572056508617
2019-02-10,61.94053429457745
2019-02-17,50.89894606271284
2019-02-24,46.08995096610258
2019-03-03,53.78434312067899
2019-03-10,19.197779405763082
2019-03-17,60.016936255933345
2019-03-24,32.1629656762718
2019-03-31,45.12815194678052
2019-04-07,25.93037254101744
2019-04-14,34.08656371491591
2019-04-21,35.048362734237955
2019-04-28,50.89894606271284
2019-05-05,59.5551372366113
2019-05-12,51.36074508203488
2019-05-19,67.71132841050976
2019-05-26,45.12815194678052
