,MVT_GT_Seattle-Tacoma WA
2017-01-01,26.0
2017-01-08,35.0
2017-01-15,39.0
2017-02-05,30.0
2017-02-12,31.0
2017-02-19,50.0
2017-02-26,100.0
2017-03-05,29.0
2017-03-12,45.0
2017-04-02,17.0
2017-04-09,40.0
2017-04-16,27.0
2017-04-30,16.0
2017-05-07,46.0
2017-05-14,21.0
2017-05-28,22.0
2017-06-04,24.0
2017-06-18,44.0
2017-06-25,42.0
2017-07-02,37.0
2017-07-09,31.0
2017-07-16,39.0
2017-07-23,20.0
2017-07-30,30.0
2017-08-06,24.0
2017-08-13,25.0
2017-08-20,21.0
2017-08-27,47.0
2017-09-03,14.0
2017-09-10,60.0
2017-09-24,13.0
2017-10-08,14.0
2017-10-15,24.0
2017-10-22,13.0
2017-10-29,14.0
2017-11-12,16.0
2017-11-19,27.0
2017-11-26,35.0
2017-12-10,31.0
2017-12-24,38.0
2017-12-31,19.0
2018-01-07,22.94007862650536
2018-01-14,36.903604746986886
2018-01-21,11.968736674698448
2018-02-11,17.953105012047672
2018-02-18,23.937473349396896
2018-02-25,32.91402585542073
2018-03-04,11.968736674698448
2018-03-11,21.942683903613823
2018-03-18,16.955710289156137
2018-03-25,29.92184168674612
2018-04-01,44.88276253011918
2018-04-08,35.406210024095344
2018-04-15,40.89318363855303
2018-04-22,20.945289180722284
2018-05-13,22.94007862650536
2018-06-10,31.916631132529197
2018-06-17,99.23947228915374
2018-06-24,28.924446963854585
2018-07-01,49.36973614457687
2018-07-08,22.94007862650536
2018-07-15,26.429657518071508
2018-08-12,23.937473349396896
2018-08-19,26.929657518071508
2018-09-02,40.89318363855303
2018-09-09,15.958315566264599
2018-09-23,23.937473349396896
2018-10-07,33.911420578312274
2018-10-14,42.88797308433611
2018-10-21,33.911420578312274
2018-10-28,14.96092084337306
2018-11-04,30.919236409637662
2018-11-11,18.95049973493921
2018-11-18,20.945289180722284
2018-12-02,19.94789445783075
2018-12-09,22.94007862650536
2018-12-23,22.94007862650536
2018-12-30,39.8957889156615
2019-01-13,46.37755197590226
2019-01-20,44.88276253011918
2019-01-27,31.916631132529197
2019-02-03,16.955710289156137
2019-02-17,29.92184168674612
2019-03-03,23.937473349396896
2019-03-10,28.924446963854585
2019-03-17,44.88276253011918
2019-03-31,27.927052240963047
2019-04-14,55.85410448192609
2019-04-21,28.424446963854585
2019-04-28,18.95049973493921
2019-05-05,28.924446963854585
2019-05-19,21.942683903613823
2019-06-09,48.372341421685334
2019-06-16,37.90099946987842
2019-06-23,20.945289180722284
2019-06-30,25.932262795179973
2019-07-07,34.90881530120381
2019-07-14,35.406210024095344
2019-08-04,28.924446963854585
2019-08-18,38.898394192769956
2019-08-25,26.929657518071508
2019-09-01,44.88276253011918
2019-09-15,19.94789445783075
2019-09-29,23.937473349396896
2019-10-06,48.372341421685334
2019-10-13,36.903604746986886
2019-10-20,21.942683903613823
2019-11-03,29.92184168674612
2019-11-10,20.945289180722284
2019-11-17,18.95049973493921
2019-11-24,42.88797308433611
2019-12-01,27.927052240963047
2019-12-15,44.88276253011918
2019-12-22,23.937473349396896
2019-12-29,43.885367807227645
2020-01-05,30.919236409637662
2020-01-19,52.36192031325148
2020-01-26,29.42184168674612
2020-02-09,28.924446963854585
2020-02-23,36.403604746986886
2020-03-01,17.453105012047672
2020-03-08,40.89318363855303
2020-03-15,18.95049973493921
2020-03-22,13.963526120481523
2020-03-29,41.89057836144457
2020-04-05,21.942683903613823
2020-04-12,25.932262795179973
2020-04-19,29.42184168674612
2020-04-26,26.429657518071508
2020-05-03,33.911420578312274
2020-05-17,16.955710289156137
2020-05-24,50.867130867468404
2020-05-31,39.8957889156615
2020-06-07,9.973947228915375
2020-06-14,49.36973614457687
2020-06-21,47.87494669879379
2020-07-05,32.91402585542073
2020-07-12,15.958315566264599
2020-07-19,71.81242004819069
2020-07-26,15.958315566264599
2020-08-02,60.84107809638378
2020-08-09,23.937473349396896
2020-08-16,51.864525590359946
2020-08-23,43.885367807227645
2020-08-30,14.96092084337306
2020-09-06,35.906210024095344
2020-09-20,23.937473349396896
2020-10-04,35.906210024095344
2020-10-11,16.955710289156137
2020-10-18,30.919236409637662
2020-10-25,38.898394192769956
