,MVT_GT_Dallas-Ft. Worth TX
2017-01-08,36.0
2017-01-15,14.0
2017-01-22,49.0
2017-01-29,24.0
2017-02-05,25.0
2017-02-12,30.0
2017-02-26,38.0
2017-03-05,39.0
2017-03-19,23.0
2017-03-26,51.0
2017-04-02,25.0
2017-04-09,19.0
2017-04-16,17.0
2017-04-23,46.0
2017-04-30,23.0
2017-05-07,23.0
2017-05-14,26.0
2017-05-21,34.0
2017-06-04,31.0
2017-06-11,17.0
2017-06-18,21.0
2017-06-25,29.0
2017-07-09,21.0
2017-07-16,23.0
2017-07-23,19.0
2017-07-30,50.0
2017-08-06,28.0
2017-08-13,19.0
2017-08-27,27.0
2017-09-03,23.0
2017-09-10,23.0
2017-09-17,20.0
2017-09-24,54.0
2017-10-01,59.0
2017-10-08,9.0
2017-10-15,38.0
2017-10-22,31.0
2017-10-29,50.0
2017-11-12,39.0
2017-11-19,20.0
2017-12-03,18.0
2017-12-10,49.0
2017-12-24,27.0
2017-12-31,27.0
2018-01-07,22.168888257659887
2018-01-14,21.139806159500758
2018-01-21,25.139806159500758
2018-02-04,34.541351202433646
2018-02-11,26.314298748455514
2018-03-04,44.62859749691103
2018-03-11,42.49439566870513
2018-03-25,31.901545042932888
2018-04-01,19.69797035581901
2018-04-08,31.017873435569392
2018-04-22,19.37806727606863
2018-04-29,14.407149374227757
2018-05-06,58.23371722695779
2018-05-20,57.0
2018-05-27,27.75613455213726
2018-06-10,14.0
2018-06-17,32.605119730046766
2018-06-24,36.16328392636502
2018-07-08,22.814298748455514
2018-07-15,45.62859749691103
2018-07-22,82.80309008586578
2018-07-29,20.110724061341635
2018-08-05,15.552559865023383
2018-08-12,19.0
2018-08-19,45.96531357054601
2018-08-26,32.43062714109202
2018-09-02,49.541351202433646
2018-09-09,27.25613455213726
2018-09-16,32.49439566870513
2018-09-23,59.48879133741026
2018-09-30,35.40154504293289
2018-10-07,40.279612319001515
2018-10-14,19.139806159500758
2018-10-21,42.63420182820589
2018-10-28,36.076037631887644
2018-11-04,32.43062714109202
2018-11-11,39.72705245397813
2018-11-18,32.0
2018-11-25,30.372462944773766
2018-12-02,30.285216650296388
2018-12-09,22.348985177909505
2018-12-16,32.75613455213726
2018-12-23,63.704635128798664
2018-12-30,25.45970923925114
2019-01-06,76.0
2019-01-13,30.605119730046766
2019-01-20,43.01226910427452
2019-01-27,32.546955533728514
2019-02-03,40.837776515319774
2019-02-10,39.4831870061154
2019-02-24,22.843380846614636
2019-03-03,27.814298748455514
2019-03-10,48.605119730046766
2019-03-17,42.39594071163802
2019-03-24,38.89594071163802
2019-03-31,20.610724061341635
2019-04-14,39.66328392636502
2019-04-21,21.0
2019-04-28,27.814298748455514
2019-05-05,31.45970923925114
2019-05-12,35.31429874845551
2019-05-19,38.076037631887644
2019-05-26,27.66328392636502
2019-06-02,37.69236602452415
2019-06-09,48.2158437913884
2019-06-16,38.546955533728514
2019-07-07,75.2337172269578
2019-07-14,55.65767959507015
2019-07-21,13.0
2019-07-28,42.279612319001515
2019-08-04,51.38473204904829
2019-08-11,47.97758267482053
2019-08-18,31.634201828205892
2019-08-25,44.25053022084239
2019-09-01,20.668888257659887
