,MVT_GT_Austin TX
2017-01-08,23.0
2017-01-29,61.0
2017-02-05,21.0
2017-02-19,28.0
2017-03-05,48.0
2017-03-12,44.0
2017-04-02,17.0
2017-04-23,40.0
2017-05-07,39.0
2017-05-14,25.0
2017-05-21,49.0
2017-05-28,46.0
2017-06-04,26.0
2017-06-11,32.0
2017-07-23,60.0
2017-07-30,45.0
2017-08-27,39.0
2017-09-10,28.0
2017-09-24,24.0
2017-10-22,19.0
2017-10-29,25.0
2017-11-12,53.0
2017-11-19,42.0
2017-12-03,26.0
2017-12-17,23.0
2018-02-25,59.0
2018-03-18,20.0
2018-04-01,52.0
2018-04-15,55.0
2018-05-13,38.0
2018-05-27,27.0
2018-06-17,31.0
2018-06-24,25.0
2018-08-12,20.0
2018-08-19,29.0
2018-08-26,38.0
2018-09-02,26.0
2018-09-23,33.0
2018-10-28,45.0
2018-11-11,35.0
2018-12-02,24.0
2018-12-16,30.0
2018-12-30,36.0
2019-01-06,32.0
2019-01-27,31.0
2019-02-17,29.0
2019-03-17,39.0
2019-04-14,24.0
2019-04-21,26.0
2019-04-28,34.0
2019-05-05,19.0
2019-06-23,41.0
2019-07-21,22.0
2019-09-01,30.0
2019-10-20,41.0
2019-11-03,23.0
2019-11-10,18.0
2019-12-08,65.0
2020-01-12,15.0
2020-01-19,44.0
2020-01-26,41.0
2020-02-09,18.0
2020-02-23,19.0
2020-03-29,29.0
2020-04-12,24.0
2020-05-03,22.0
2020-05-17,58.0
2020-06-28,23.0
2020-07-26,27.0
2020-08-02,44.0
2020-09-13,17.0
2020-09-27,19.0
2020-10-04,17.0
2020-10-25,23.0
2020-11-01,23.0
2020-11-22,32.0
2020-12-20,19.0
2021-01-03,21.0
2021-01-17,33.0
2021-01-24,17.0
2021-01-31,33.0
2021-02-28,18.0
2021-03-21,57.0
2021-03-28,39.0
2021-04-04,29.0
2021-05-02,28.0
2021-05-23,50.0
2021-06-13,46.0
2021-06-20,100.0
2021-06-27,50.0
2021-07-04,45.0
2021-07-11,75.0
2021-07-18,24.0
2021-08-01,45.0
2021-08-29,20.0
2021-09-19,39.0
2021-10-10,45.0
2021-10-31,23.0
2021-11-14,27.0
2021-11-21,26.0
2021-12-12,62.0
2021-12-19,55.0
2021-12-26,43.0
2022-01-09,60.0
2022-02-06,30.0
2022-02-13,40.0
2022-02-27,53.0
2022-03-06,24.0
2022-03-20,38.0
2022-04-10,33.0
2022-04-17,38.0
2022-04-24,25.0
2022-05-01,21.0
2022-06-19,36.0
2022-06-26,24.0
2022-07-17,33.0
2022-08-07,26.0
2022-08-21,48.0
2022-08-28,29.0
2022-09-11,46.0
2022-09-18,32.0
2022-10-02,33.0
2022-10-16,34.0
2022-10-30,36.0
2022-11-13,31.0
2022-11-20,30.0
2022-11-27,38.0
2022-12-18,22.0
