,MVT_GT_Wichita-Hutchinson KS
2017-01-15,29.0
2017-01-22,29.0
2017-02-05,22.0
2017-02-12,47.0
2017-02-26,35.0
2017-03-19,28.0
2017-05-07,100.0
2017-05-14,32.0
2017-05-21,42.0
2017-06-04,29.0
2017-07-16,40.0
2017-09-10,47.0
2017-10-01,26.0
2017-11-12,41.0
2017-11-26,31.0
2017-12-03,46.0
2018-01-28,38.95847401249499
2018-02-04,22.18862255718462
2018-04-22,21.202160706872245
2018-05-13,27.120931808746494
2018-07-29,61.14709656967961
2018-08-19,28.107393659058868
2018-09-02,66.0794058212415
2018-09-09,26.134469958434117
2018-09-23,23.675084407496996
2018-09-30,39.94493586280737
2018-11-11,25.148008108121743
2018-11-25,55.72832546780536
2018-12-16,89.75449022873848
2018-12-30,34.02616476093311
2019-02-24,68.05232952186623
2019-03-31,26.134469958434117
2019-05-05,33.53970291062075
2019-05-19,31.066779209995993
2019-06-16,94.68679948030035
2019-06-30,24.16154625780937
2019-07-07,90.24095207905086
2019-11-10,33.03970291062075
2019-11-17,40.931397713119736
2020-01-12,20.715698856559868
2020-02-23,46.85016881499399
2020-03-01,46.85016881499399
2020-03-15,29.093855509371245
2020-03-29,35.012626611245494
2020-04-05,62.133558419991985
2020-05-03,18.74277515593512
2020-06-07,24.16154625780937
2020-06-14,90.74095207905086
2020-09-20,20.715698856559868
2020-10-18,21.702160706872245
2020-11-15,42.40432141374449
2020-11-22,57.20124916843011
2020-11-29,26.134469958434117
2020-12-06,19.229237006247494
2021-01-17,62.633558419991985
2021-02-28,31.066779209995993
2021-03-07,46.85016881499399
2021-03-14,97.14618503123748
2021-03-21,43.890783264056864
2021-04-18,23.175084407496996
2021-07-18,47.83663066530636
2021-08-08,61.14709656967961
2021-08-15,26.134469958434117
2021-08-22,45.86370696468161
2021-09-26,23.175084407496996
2021-10-24,43.890783264056864
2021-12-26,35.99908846155787
2022-02-06,37.94402432436523
2022-02-27,23.35016881499399
2022-03-06,22.377245114369238
2022-03-20,23.35016881499399
2022-06-05,24.32309251561874
2022-06-12,35.02525322249098
2022-06-19,71.02343014560671
2022-07-03,59.34834573810972
2022-07-10,54.48372723498598
2022-07-24,46.70033762998798
2022-07-31,61.29419313935922
2022-08-28,19.45847401249499
2022-10-02,23.35016881499399
2022-10-16,18.48555031187024
2022-11-27,43.78156652811373
2022-12-11,17.51262661124549
