,MVT_GT_El Paso TX
2017-01-01,47.0
2017-02-05,51.0
2017-02-26,47.0
2017-04-09,30.0
2017-04-30,41.0
2017-05-07,52.0
2017-05-21,54.0
2017-07-23,100.0
2017-09-24,27.0
2017-10-08,34.0
2017-11-05,52.0
2017-11-26,53.0
2017-12-17,100.0
2018-01-21,76.94347036042105
2018-02-11,23.328760110898784
2018-03-04,29.285950138623477
2018-03-25,52.62184524490148
2018-04-01,25.31449012014035
2018-04-29,40.20746518945209
2018-07-29,46.16465521717679
2018-08-19,35.74314016634818
2018-10-28,34.25027516172739
2018-11-11,23.328760110898784
2018-11-18,43.18606020331444
2018-11-25,46.16465521717679
2018-12-30,51.1289802402807
2019-02-24,30.778815143244262
2019-04-07,57.08617026800539
2019-04-21,25.31449012014035
2019-08-11,26.30735512476113
2019-09-08,20.350165097036438
2019-09-29,18.86443508779487
2019-10-13,20.850165097036438
2019-10-27,22.335895106278002
2019-11-03,20.850165097036438
2019-11-17,17.87157008317409
2019-11-24,46.16465521717679
2019-12-22,46.16465521717679
2020-01-05,39.714600184831305
2020-01-12,20.850165097036438
2020-01-19,49.64325023103913
2020-03-15,25.81449012014035
2020-04-12,18.86443508779487
2020-05-03,21.84303010165722
2020-05-17,33.257410157106605
2020-05-24,17.87157008317409
2020-06-07,32.76454515248582
2020-08-30,51.1289802402807
2020-10-11,24.821625115519566
2020-10-18,37.22887017558974
2020-11-15,17.87157008317409
2020-12-06,28.793085134002695
2021-01-10,21.84303010165722
2021-02-21,27.800220129381913
2021-03-07,51.1289802402807
2021-03-14,86.87212040662888
2021-03-28,22.835895106278002
2021-04-11,25.81449012014035
2021-05-16,50.136115235659915
2021-05-23,58.07903527262617
2021-06-06,19.857300092415652
2021-07-25,22.835895106278002
2021-08-22,35.24314016634818
2021-09-12,31.771680147865045
2021-12-05,29.285950138623477
2021-12-26,46.16465521717679
2022-02-20,36.47201034193792
2022-03-20,50.27223047131983
2022-04-17,13.800220129381914
2022-05-01,33.51482031421322
2022-05-22,23.65752022179757
2022-06-12,17.743140166348176
2022-06-26,44.35785041587044
2022-07-17,30.557630286488525
2022-08-21,17.743140166348176
2022-09-11,67.02964062842644
2022-09-18,16.75741015710661
2022-10-02,35.48628033269635
2022-10-16,45.343580425112
2022-10-30,20.700330194072873
2022-12-11,22.671790212556
2022-12-25,98.57300092415653
