,MVT_GT_Sacramento-Stockton-Modesto CA
2017-01-01,21.0
2017-01-08,66.0
2017-01-22,23.0
2017-01-29,18.0
2017-02-05,31.0
2017-02-19,37.0
2017-03-05,29.0
2017-03-12,73.0
2017-03-19,38.0
2017-03-26,34.0
2017-04-02,41.0
2017-04-09,21.0
2017-04-16,43.0
2017-05-07,23.0
2017-05-14,60.0
2017-05-21,32.0
2017-05-28,38.0
2017-07-09,60.0
2017-07-23,40.0
2017-07-30,52.0
2017-08-27,73.0
2017-09-03,47.0
2017-09-17,18.0
2017-09-24,32.0
2017-10-08,67.0
2017-10-15,100.0
2017-10-22,76.0
2017-10-29,57.0
2017-11-12,28.0
2017-11-19,44.0
2017-12-03,39.0
2017-12-10,34.0
2017-12-31,33.0
2018-01-14,44.75829178895327
2018-01-21,42.065883300259344
2018-01-28,46.950700277647194
2018-02-04,19.936737405782708
2018-02-11,22.629145894476636
2018-02-18,43.86082229272196
2018-02-25,22.129145894476636
2018-03-04,31.001310353021026
2018-03-11,13.256981435932243
2018-03-18,27.911432368095795
2018-03-25,21.231676398245327
2018-04-15,20.334206902014017
2018-04-29,51.83551725503504
2018-05-13,50.040578262572424
2018-05-20,38.078535819102804
2018-06-03,20.834206902014017
2018-06-17,32.796249345483645
2018-07-01,26.116493375633176
2018-07-08,36.283596826640185
2018-07-15,27.013962871864486
2018-07-29,64.19502919473598
2018-08-05,79.24694962313083
2018-08-12,29.70637136055841
2018-08-19,19.936737405782708
2018-08-26,62.00262070604205
2018-09-02,41.168413804028035
2018-09-09,31.898779849252335
2018-09-16,65.9899681871986
2018-09-30,21.731676398245327
2018-10-21,56.7203342324229
2018-10-28,46.950700277647194
2018-11-04,65.09249869096729
2018-11-25,48.24563927010981
2018-12-09,58.01527322488551
2018-12-16,51.83551725503504
2018-12-30,14.654450932163552
2019-01-06,27.911432368095795
2019-01-13,43.86082229272196
2019-01-20,39.373474811565416
2019-01-27,13.756981435932243
2019-02-10,25.719023879401867
2019-02-17,26.116493375633176
2019-02-24,28.808901864327105
2019-03-03,26.116493375633176
2019-03-10,38.078535819102804
2019-03-17,17.744328917088787
2019-03-24,27.911432368095795
2019-03-31,22.129145894476636
2019-04-14,18.141798413320092
2019-04-21,20.834206902014017
2019-05-12,14.154450932163552
2019-06-09,54.92539523996028
2019-06-16,30.103840856789716
2019-07-07,40.270944307796725
2019-07-14,43.86082229272196
2019-07-21,40.270944307796725
2019-07-28,23.026615390707946
2019-08-04,14.154450932163552
2019-08-11,25.719023879401867
2019-08-18,29.20637136055841
2019-09-01,15.949389924626168
2019-09-15,44.75829178895327
2019-09-22,15.949389924626168
2019-09-29,29.70637136055841
2019-10-06,16.846859420857477
2019-10-13,12.859511939700933
2019-10-27,49.14310876634112
2019-11-03,36.783596826640185
2019-11-10,39.873474811565416
2019-11-24,76.15707163820561
2019-12-01,15.949389924626168
2019-12-08,34.091188337946264
2019-12-15,32.296249345483645
2019-12-22,18.641798413320092
2019-12-29,31.001310353021026
2020-01-05,14.654450932163552
2020-01-26,73.96466314951168
2020-02-02,36.283596826640185
2020-02-16,20.834206902014017
2020-02-23,50.040578262572424
2020-03-01,16.846859420857477
2020-03-08,12.859511939700933
2020-03-15,29.20637136055841
2020-03-29,18.141798413320092
2020-04-05,29.20637136055841
2020-04-19,25.219023879401867
2020-04-26,19.936737405782708
2020-05-03,27.911432368095795
2020-05-10,35.88612733040888
2020-05-17,13.256981435932243
2020-05-31,47.8481697738785
2020-06-07,69.07984617212384
2020-06-14,28.308901864327105
2020-06-21,18.141798413320092
2020-06-28,16.346859420857477
2020-07-19,37.681066322871494
2020-07-26,25.219023879401867
2020-08-02,22.129145894476636
2020-08-09,34.091188337946264
2020-08-16,22.129145894476636
2020-08-23,34.98865783417757
2020-09-06,21.231676398245327
2020-09-13,19.936737405782708
2020-09-20,31.001310353021026
2020-09-27,27.013962871864486
2020-10-04,38.976005315334106
2020-10-11,31.898779849252335
2020-10-18,23.92408488693925
2020-10-25,14.154450932163552
2020-11-08,22.129145894476636
2020-11-15,27.911432368095795
2020-11-29,46.05323078141589
2020-12-13,35.88612733040888
2020-12-20,24.82155438317056
2020-12-27,29.70637136055841
2021-01-03,28.808901864327105
2021-01-10,27.013962871864486
2021-01-17,39.373474811565416
2021-01-24,19.039267909551402
2021-02-14,31.001310353021026
2021-02-21,15.949389924626168
2021-03-07,45.15576128518458
2021-03-14,54.92539523996028
2021-03-21,19.039267909551402
2021-03-28,22.129145894476636
2021-04-04,16.346859420857477
2021-04-11,15.949389924626168
2021-04-18,31.001310353021026
2021-04-25,21.231676398245327
2021-05-02,15.051920428394858
2021-05-16,67.78490717966122
2021-05-23,30.103840856789716
2021-06-13,34.98865783417757
2021-06-20,34.98865783417757
2021-07-25,17.744328917088787
2021-08-01,12.859511939700933
2021-08-08,32.296249345483645
2021-08-15,35.88612733040888
2021-08-22,32.296249345483645
2021-08-29,29.20637136055841
2021-09-19,30.603840856789716
2021-09-26,50.040578262572424
2021-10-10,35.88612733040888
2021-10-24,13.256981435932243
2021-11-07,27.911432368095795
2021-11-14,15.949389924626168
2021-11-21,23.92408488693925
2021-11-28,14.154450932163552
2021-12-19,28.308901864327105
2021-12-26,25.719023879401867
2022-01-02,31.002620706042055
2022-01-16,28.617803728654206
2022-02-06,19.87347481156542
2022-02-13,48.491278540219625
2022-03-06,23.848169773878503
2022-03-13,30.207681713579436
2022-03-20,37.36213264574299
2022-04-03,30.207681713579436
2022-04-10,31.002620706042055
2022-04-17,30.207681713579436
2022-05-01,19.078535819102804
2022-05-08,23.053230781415888
2022-05-15,15.103840856789718
2022-05-22,16.693718841714954
2022-05-29,21.463352796490653
2022-06-12,38.15707163820561
2022-06-26,16.693718841714954
2022-07-10,40.54188861559346
2022-07-17,18.283596826640185
2022-07-24,36.56719365328037
2022-07-31,22.25829178895327
2022-08-07,22.25829178895327
2022-08-14,63.59511939700934
2022-08-28,25.438047758803737
2022-09-04,15.103840856789718
2022-09-11,27.02792574372897
2022-09-25,47.696339547757006
2022-10-02,26.232986751266353
2022-10-09,11.129145894476634
2022-10-16,21.463352796490653
2022-10-23,38.95201063066822
2022-10-30,28.617803728654206
2022-11-06,51.67103451007009
2022-11-13,19.87347481156542
2022-11-20,14.308901864327103
2022-11-27,11.924084886939252
2022-12-04,23.848169773878503
2022-12-11,27.02792574372897
2022-12-25,23.848169773878503
