,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-01,28.0
2017-01-08,34.0
2017-01-15,23.0
2017-01-22,27.0
2017-01-29,50.0
2017-02-19,30.0
2017-02-26,38.0
2017-03-05,65.0
2017-03-12,47.0
2017-03-19,84.0
2017-03-26,30.0
2017-04-02,22.0
2017-04-09,44.0
2017-04-23,24.0
2017-04-30,47.0
2017-05-07,55.0
2017-05-14,82.0
2017-05-21,23.0
2017-05-28,27.0
2017-06-11,33.0
2017-06-18,35.0
2017-06-25,35.0
2017-07-02,42.0
2017-07-09,97.0
2017-07-23,50.0
2017-07-30,24.0
2017-08-06,33.0
2017-08-13,100.0
2017-08-20,29.0
2017-08-27,17.0
2017-09-03,26.0
2017-09-10,37.0
2017-09-17,42.0
2017-09-24,43.0
2017-10-15,73.0
2017-10-22,27.0
2017-10-29,35.0
2017-11-05,17.0
2017-11-12,59.0
2017-11-19,40.0
2017-11-26,25.0
2017-12-03,26.0
2017-12-10,43.0
2017-12-24,23.0
2018-01-07,20.86201076855297
2018-01-14,86.00234468949483
2018-01-28,68.69463553622481
2018-02-11,20.86201076855297
2018-02-18,29.006815075974156
2018-02-25,32.0611166912571
2018-03-04,31.043016152829452
2018-03-18,22.898211845408266
2018-04-01,69.21273607465244
2018-04-08,46.314524229244185
2018-04-15,56.99552961352067
2018-04-29,40.205920998678295
2018-05-06,26.97061399911886
2018-05-27,45.79642369081653
2018-06-03,56.99552961352067
2018-06-10,24.43441292226356
2018-06-24,35.11541830654005
2018-07-01,21.880111306980616
2018-07-15,32.0611166912571
2018-08-12,19.84391023012532
2018-08-19,23.916312383835916
2018-09-02,30.024915614401806
2018-09-09,16.789608614842376
2018-09-23,26.97061399911886
2018-10-07,72.26703768993539
2018-10-14,54.95932853666537
2018-11-11,23.916312383835916
2018-12-16,20.86201076855297
2018-12-30,41.72402153710594
2019-01-06,30.024915614401806
2019-01-13,51.90502692138242
2019-02-03,45.29642369081653
2019-02-10,52.923127459810075
2019-02-17,40.705920998678295
2019-02-24,49.86882584452712
2019-03-03,16.789608614842376
2019-03-10,24.93441292226356
2019-03-17,55.47742907509301
2019-04-07,27.988714537546507
2019-04-21,42.24212207553359
2019-04-28,47.83262476767183
2019-05-19,27.988714537546507
2019-06-09,25.95251346069121
2019-07-14,21.880111306980616
2019-07-21,18.82580969169767
2019-07-28,31.043016152829452
2019-08-11,45.79642369081653
2019-08-18,23.916312383835916
2019-08-25,35.11541830654005
2019-09-01,29.006815075974156
2019-09-08,14.753407537987078
2019-09-15,23.916312383835916
2019-10-06,50.886926382954776
2019-10-13,24.43441292226356
2019-10-20,15.771508076414726
2019-10-27,33.07921722968475
2019-11-03,16.289608614842376
2019-11-10,40.205920998678295
2019-11-24,55.97742907509301
2019-12-01,15.271508076414726
2019-12-08,43.76022261396123
2019-12-15,75.32133930521834
2019-12-29,35.11541830654005
2020-01-19,18.82580969169767
2020-01-26,51.90502692138242
2020-02-02,23.916312383835916
2020-02-09,19.84391023012532
2020-02-23,30.024915614401806
2020-03-01,51.90502692138242
2020-03-08,14.753407537987078
2020-03-29,27.988714537546507
2020-04-05,43.26022261396123
2020-04-12,23.416312383835916
2020-04-19,35.11541830654005
2020-05-03,31.043016152829452
2020-05-10,15.271508076414726
2020-05-17,54.95932853666537
2020-05-24,17.307709153270025
2020-06-07,35.11541830654005
