,MVT_GT_Denver CO
2017-01-29,22.0
2017-02-05,15.0
2017-02-19,17.0
2017-03-05,21.0
2017-04-09,27.0
2017-05-07,44.0
2017-05-21,24.0
2017-05-28,43.0
2017-06-11,37.0
2017-06-18,14.0
2017-06-25,31.0
2017-07-02,41.0
2017-07-30,38.0
2017-08-06,18.0
2017-08-27,31.0
2017-09-03,31.0
2017-09-10,63.0
2017-09-24,29.0
2017-10-22,34.0
2017-11-05,20.0
2017-11-12,37.0
2017-11-19,18.0
2017-12-03,21.0
2017-12-10,67.0
2017-12-17,30.0
2017-12-31,23.0
2018-01-07,21.642450365558098
2018-01-14,22.8519470565953
2018-01-21,75.10332462497195
2018-01-28,26.98043712970692
2018-02-04,15.804463601409271
2018-02-25,29.399430511781333
2018-03-04,14.094966910372063
2018-03-11,19.93295367452089
2018-03-18,15.304463601409271
2018-03-25,18.723456983483683
2018-04-01,19.43295367452089
2018-04-08,38.156410658004575
2018-04-15,13.594966910372063
2018-04-22,18.223456983483683
2018-04-29,22.8519470565953
2018-05-20,25.770940438669715
2018-06-10,31.608927202818542
2018-06-17,53.96087425941384
2018-07-08,15.304463601409271
2018-07-22,18.723456983483683
2018-08-12,22.8519470565953
2018-08-19,36.946913966967365
2018-08-26,48.62288749526502
2018-09-02,12.885470219334858
2018-09-16,62.217854405637084
2018-09-23,12.885470219334858
2018-10-07,34.027920584892954
2018-10-14,39.86590734904178
2018-10-21,36.946913966967365
2018-11-11,25.770940438669715
2018-11-18,18.723456983483683
2018-12-02,16.513960292446477
2018-12-23,31.108927202818542
2018-12-30,43.4943974221534
2019-01-06,34.527920584892954
2019-01-27,12.885470219334858
2019-02-03,21.142450365558098
2019-02-10,18.723456983483683
2019-02-17,22.8519470565953
2019-02-24,15.804463601409271
2019-03-03,39.36590734904178
2019-03-10,21.142450365558098
2019-03-17,69.26533786082311
2019-03-24,14.094966910372063
2019-03-31,43.9943974221534
2019-04-07,18.223456983483683
2019-04-28,28.689933820744127
2019-05-05,21.642450365558098
2019-05-12,19.93295367452089
2019-05-19,45.2038941131906
2019-06-02,24.06144374763251
2019-06-09,45.7038941131906
2019-06-16,59.798861023562665
2019-06-23,14.594966910372063
2019-06-30,28.189933820744127
2019-07-07,18.223456983483683
2019-07-14,46.91339080422781
2019-07-21,14.594966910372063
2019-07-28,32.81842389385575
2019-08-04,29.899430511781333
2019-08-11,14.594966910372063
2019-08-18,41.075404040078986
2019-09-08,31.608927202818542
2019-09-29,25.770940438669715
2019-10-06,39.36590734904178
2019-10-13,19.43295367452089
2019-10-20,35.237417275930156
2019-10-27,31.108927202818542
2019-11-10,21.142450365558098
2019-11-17,21.642450365558098
2019-11-24,69.76533786082311
2019-12-01,29.899430511781333
2019-12-22,15.304463601409271
2019-12-29,25.770940438669715
2020-01-12,15.304463601409271
2020-01-19,21.142450365558098
2020-01-26,41.075404040078986
2020-02-02,18.223456983483683
2020-02-09,15.304463601409271
2020-02-16,39.86590734904178
2020-02-23,45.2038941131906
2020-03-22,42.784900731116196
2020-03-29,46.91339080422781
2020-04-05,19.93295367452089
2020-04-19,15.304463601409271
2020-04-26,28.189933820744127
2020-05-03,46.41339080422781
2020-05-10,19.93295367452089
2020-05-31,15.804463601409271
2020-06-07,18.223456983483683
2020-06-14,42.784900731116196
2020-06-28,45.7038941131906
2020-07-05,35.737417275930156
2020-07-12,29.899430511781333
2020-07-19,25.270940438669715
2020-07-26,29.899430511781333
2020-08-09,28.689933820744127
2020-08-23,12.885470219334858
2020-08-30,24.06144374763251
2020-09-13,46.41339080422781
2020-09-20,29.399430511781333
2020-09-27,32.81842389385575
2020-10-04,38.156410658004575
2020-10-11,15.304463601409271
2020-11-01,39.86590734904178
2020-11-08,31.108927202818542
2020-11-15,42.784900731116196
2020-12-13,39.86590734904178
2020-12-20,29.899430511781333
2020-12-27,55.170370950451044
2021-01-03,46.91339080422781
2021-01-10,43.9943974221534
2021-01-17,32.31842389385575
2021-01-24,36.446913966967365
2021-01-31,24.56144374763251
2021-02-14,26.98043712970692
2021-02-28,17.013960292446477
2021-03-07,25.270940438669715
2021-03-14,58.08936433252546
2021-03-28,14.094966910372063
2021-04-04,35.237417275930156
2021-04-18,61.008357714599875
2021-04-25,35.237417275930156
2021-05-02,22.8519470565953
2021-05-09,34.527920584892954
2021-05-16,34.027920584892954
2021-05-23,55.170370950451044
2021-05-30,41.075404040078986
2021-06-06,34.027920584892954
2021-06-13,59.798861023562665
2021-06-20,21.642450365558098
2021-06-27,100.37426506364164
2021-07-04,17.013960292446477
2021-07-11,45.2038941131906
2021-07-18,55.670370950451044
2021-07-25,31.108927202818542
2021-08-01,43.4943974221534
2021-08-08,42.784900731116196
2021-08-15,27.48043712970692
2021-08-22,32.81842389385575
2021-08-29,26.48043712970692
2021-09-05,48.12288749526502
2021-09-12,42.784900731116196
2021-09-19,56.879867641488254
2021-09-26,19.93295367452089
2021-10-03,41.075404040078986
2021-10-10,24.06144374763251
2021-10-17,22.8519470565953
2021-10-24,17.013960292446477
2021-10-31,26.98043712970692
2021-11-21,26.98043712970692
2021-11-28,48.62288749526502
2021-12-05,26.48043712970692
2021-12-12,22.8519470565953
2021-12-19,49.33238418630222
2021-12-26,45.7038941131906
2022-01-02,36.89382793393473
2022-01-09,55.340741900902096
2022-01-16,141.89933820744128
2022-01-23,45.40778822638121
2022-01-30,28.379867641488254
2022-02-06,48.24577499053003
2022-02-13,34.05584116978591
2022-02-20,21.284900731116192
2022-02-27,80.88262277824153
2022-03-13,72.36866248579504
2022-03-20,31.21785440563708
2022-03-27,21.284900731116192
2022-04-03,11.351947056595302
2022-04-10,55.340741900902096
2022-04-17,42.569801462232384
2022-04-24,46.82678160845562
2022-05-01,43.988794844306796
2022-05-08,25.54188087733943
2022-05-15,65.27369557542299
