,MVT_GT_Louisville KY
2017-01-15,33.0
2017-02-05,19.0
2017-05-14,47.0
2017-05-21,31.0
2017-06-11,100.0
2017-07-23,16.0
2017-08-27,23.0
2017-09-10,17.0
2017-09-17,41.0
2017-10-08,26.0
2017-11-12,24.0
2017-12-31,37.0
2018-01-07,22.133158410394262
2018-01-21,12.861804805939578
2018-01-28,37.18780161744751
2018-02-04,13.759417606310802
2018-02-11,31.00689921447772
2018-03-25,14.657030406682026
2018-05-13,45.16392962115975
2018-05-27,29.711673613735275
2018-06-10,15.952256007424474
2018-06-24,14.157030406682026
2018-07-08,27.018835212621603
2018-07-29,15.952256007424474
2018-08-05,24.825996811507935
2018-09-02,25.723609611879155
2018-09-16,27.916448012992827
2018-09-30,23.928384011136707
2018-11-11,33.19973761559139
2018-12-16,19.94032000928059
2018-12-30,26.121222412250383
2019-01-13,43.8687040204173
2019-01-20,23.030771210765487
2019-01-27,18.145094408538142
2019-02-03,11.964192005568353
2019-03-03,12.361804805939578
2019-06-16,28.81406081336405
2019-07-07,26.121222412250383
2019-07-28,15.05464320705325
2019-08-11,25.223609611879155
2019-10-06,15.05464320705325
2019-11-17,15.952256007424474
2019-12-01,18.145094408538142
2019-12-15,13.259417606310802
2020-01-05,11.964192005568353
2020-01-19,12.861804805939578
2020-02-09,14.657030406682026
2020-02-23,7.078515203341013
2020-03-01,9.271353604454685
2020-03-15,14.157030406682026
2020-04-05,11.964192005568353
2020-04-12,19.04270720890937
2020-05-10,12.861804805939578
2020-05-17,10.668966404825907
2020-06-28,25.223609611879155
2020-09-27,16.849868807795694
2020-11-01,15.952256007424474
2020-11-15,40.2782528189324
2020-12-13,19.94032000928059
2021-01-17,19.94032000928059
2021-02-21,19.04270720890937
2021-03-21,23.030771210765487
2021-04-04,15.05464320705325
2021-04-11,24.825996811507935
2021-06-06,23.030771210765487
2021-07-25,14.157030406682026
2021-08-01,17.24748160816692
2021-09-12,16.849868807795694
2021-10-10,31.00689921447772
2021-10-24,79.26128003712236
2021-11-14,15.05464320705325
2021-11-28,15.952256007424474
2022-01-09,17.49496321633384
2022-01-30,48.50876164528928
2022-02-06,48.50876164528928
2022-02-13,14.314060813364051
2022-03-20,11.928384011136709
2022-03-27,12.723609611879157
2022-04-03,16.699737615591392
2022-04-17,14.314060813364051
2022-04-24,18.290188817076288
2022-05-22,36.580377634152576
2022-05-29,12.723609611879157
2022-06-05,62.822822458653334
2022-06-26,19.880640018561184
2022-07-31,26.24244482450076
2022-08-21,17.49496321633384
2022-09-04,21.471091220046077
2022-10-09,49.30398724603173
2022-12-25,22.266316820788525
