,MVT_GT_Albuquerque-Santa Fe NM
2017-01-29,61.0
2017-02-05,39.0
2017-02-12,40.0
2017-03-26,42.0
2017-04-09,28.0
2017-04-16,100.0
2017-05-21,100.0
2017-06-25,68.0
2017-07-02,58.0
2017-07-23,34.0
2017-07-30,36.0
2017-08-20,47.0
2017-10-01,77.0
2017-12-03,44.0
2017-12-31,51.0
2018-01-14,67.03193953630729
2018-02-04,24.853872460744793
2018-02-18,45.442905998526044
2018-03-25,41.08978743457465
2018-04-01,27.030431742720488
2018-04-08,38.91322815259896
2018-05-13,28.118711383708334
2018-05-20,32.97182994765972
2018-06-03,37.82494851161111
2018-06-10,35.14838922963541
2018-07-01,22.177313178769097
2018-07-22,22.677313178769097
2018-08-12,51.88430420346528
2018-09-02,25.94215210173264
2018-10-21,83.26785451013716
2018-11-04,23.265592819756947
2018-11-18,38.91322815259896
2019-02-10,22.177313178769097
2019-03-31,28.618711383708334
2019-04-21,30.29527066568403
2019-05-19,29.20699102469618
2019-06-09,31.883550306671875
2019-06-16,57.32570240840451
2019-08-11,24.353872460744793
2019-08-25,56.73742276741667
2019-09-01,49.707744921489585
2019-09-22,20.000753896793405
2019-11-10,52.972583844453126
2019-11-17,27.030431742720488
2019-12-08,34.06010958864757
2020-01-26,76.23817666421007
2020-02-23,72.97333774124652
2020-03-01,35.14838922963541
2020-04-19,16.73591497382986
2020-05-24,29.70699102469618
2020-06-14,22.677313178769097
2020-06-21,23.265592819756947
2020-07-05,16.73591497382986
2020-07-12,20.000753896793405
2020-08-02,20.500753896793405
2020-08-16,21.08903353778125
2020-09-06,23.765592819756947
2020-09-20,25.44215210173264
2020-09-27,43.766346716550345
2020-10-18,56.23742276741667
2020-11-08,25.94215210173264
2020-11-29,38.91322815259896
2020-12-06,24.853872460744793
2020-12-20,98.91548984297917
2021-01-03,48.119465280501736
2021-01-17,32.97182994765972
2021-01-24,72.97333774124652
2021-02-14,44.854626357538194
2021-02-21,20.000753896793405
2021-03-14,19.500753896793405
2021-05-02,21.58903353778125
2021-05-09,25.94215210173264
2021-05-30,84.356134151125
2021-07-04,37.32494851161111
2021-07-11,30.79527066568403
2021-08-01,22.177313178769097
2021-08-08,30.79527066568403
2021-08-15,31.883550306671875
2021-08-22,22.177313178769097
2021-08-29,30.29527066568403
2021-09-05,49.207744921489585
2021-09-12,84.856134151125
2021-09-26,22.177313178769097
2021-10-24,29.20699102469618
2021-10-31,34.56010958864757
2021-12-12,27.030431742720488
2021-12-19,58.41398204939236
2022-01-09,30.59054133136806
2022-02-20,16.47182994765972
2022-02-27,25.884304203465277
2022-03-20,28.237422767416668
2022-04-03,24.707744921489585
2022-04-24,16.47182994765972
2022-05-08,117.65592819756945
2022-05-22,62.35764194471181
2022-07-24,24.707744921489585
2022-07-31,22.354626357538194
2022-08-07,17.648389229635416
2022-10-09,49.41548984297917
2022-10-30,103.53721681386111
2022-11-13,44.70925271507639
