,MVT_GT_Atlanta GA
2022-10-16,39.0
2022-10-23,47.0
2022-10-30,12.0
2022-11-06,38.0
2022-11-13,86.0
2022-11-20,20.0
2022-11-27,29.0
2022-12-04,49.0
2022-12-11,47.0
2022-12-18,43.0
2022-12-25,42.0
