,MVT_GT_Norfolk-Portsmouth-Newport News VA
2017-01-29,32.0
2017-02-26,100.0
2017-05-07,56.0
2017-06-18,37.0
2017-07-16,47.0
2017-08-06,28.0
2017-09-03,87.0
2017-09-24,54.0
2017-11-12,28.0
2017-12-03,36.0
2017-12-17,81.0
2017-12-24,65.0
2018-02-11,28.89773163931338
2018-02-18,39.63327041724552
2018-04-08,49.86880919517766
2018-04-15,39.13327041724552
2018-04-29,56.14102093138524
2018-06-03,79.92098318173255
2018-06-10,35.169943375520965
2018-06-17,41.44215511172855
2018-06-24,77.11209848724951
2018-07-08,27.243289292071864
2018-07-22,39.63327041724552
2018-08-05,32.86105868103793
2018-08-19,32.86105868103793
2018-09-23,40.78771276448704
2018-11-25,32.86105868103793
2018-12-16,47.55992450069462
2018-12-23,53.83213623690221
2019-01-13,47.05992450069462
2019-01-20,53.33213623690221
2019-01-27,49.86880919517766
2019-03-17,40.78771276448704
2019-05-26,35.169943375520965
2019-06-02,49.36880919517766
2019-06-16,61.25879032035131
2019-07-07,28.89773163931338
2019-07-14,30.052173986554898
2019-08-04,31.206616333796415
2019-08-11,43.596597458970066
2019-08-18,70.83988675104193
2019-09-08,41.94215511172855
2019-10-13,40.78771276448704
2019-11-24,37.978828070004
2019-12-22,68.03100205655889
2020-01-05,58.94990562586828
2020-01-26,51.023251542419175
2020-02-16,39.13327041724552
2020-03-15,22.125519903105793
2020-04-12,31.206616333796415
2020-05-10,47.05992450069462
2020-05-31,53.83213623690221
2020-06-28,41.44215511172855
2020-07-12,47.05992450069462
2020-07-19,40.28771276448704
2020-07-26,31.206616333796415
2020-08-16,40.78771276448704
2020-08-23,73.64877144552497
2020-08-30,23.77996225034731
2020-09-13,49.86880919517766
2020-09-20,32.86105868103793
2020-10-04,28.39773163931338
2020-11-08,40.78771276448704
2020-12-06,83.8843102234571
2021-01-31,65.72211736207586
2021-02-07,24.93440459758883
2021-03-28,30.052173986554898
2021-04-18,62.91323266759283
2021-05-16,71.99432909828346
2021-07-04,75.957656140008
2021-07-11,44.25103980621159
2021-08-08,47.05992450069462
2021-08-22,32.36105868103793
2021-09-05,60.104347973109796
2021-09-12,37.978828070004
2021-10-10,47.55992450069462
2021-12-05,28.89773163931338
2021-12-12,52.17769388966069
2022-01-09,31.41323266759283
2022-01-30,30.104347973109796
2022-02-06,36.64877144552497
2022-02-20,24.868809195177658
2022-03-13,51.04650308483835
2022-04-10,26.17769388966069
2022-04-24,30.104347973109796
2022-05-08,130.88846944830345
2022-05-15,36.64877144552497
2022-05-22,69.37088880760083
2022-06-12,32.72211736207586
2022-06-19,56.282041862770484
2022-06-26,98.16635208622759
2022-07-10,39.26654083449104
2022-07-24,69.37088880760083
2022-07-31,28.795463278626762
2022-08-14,30.104347973109796
2022-08-21,52.35538777932138
2022-09-04,23.55992450069462
2022-09-25,75.91531228001601
2022-10-02,23.55992450069462
2022-10-09,41.884310223457106
2022-10-16,23.55992450069462
2022-10-23,36.64877144552497
2022-11-06,27.486578584143725
2022-11-13,39.26654083449104
2022-11-27,44.502079612423174
2022-12-11,35.33988675104193
2022-12-25,31.41323266759283
