,MVT_GT_Norfolk-Portsmouth-Newport News VA
2017-01-22,62.0
2017-03-19,44.0
2017-03-26,38.0
2017-04-09,42.0
2017-06-18,32.0
2017-07-16,40.0
2017-08-13,83.0
2017-08-20,35.0
2017-09-10,26.0
2017-10-08,31.0
2017-10-15,26.0
2017-10-22,100.0
2017-12-03,24.0
2017-12-24,34.0
2017-12-31,34.0
2018-01-07,73.21563466208585
2018-02-04,27.327966301305054
2018-02-11,48.81814763332958
2018-03-04,33.18892484640266
2018-03-18,36.11940411895145
2018-04-01,45.88766836078078
2018-04-08,32.212098422219725
2018-04-29,61.99371757189064
2018-06-03,34.16575127058559
2018-06-10,34.16575127058559
2018-06-24,24.89748702875626
2018-07-08,35.14257769476852
2018-07-29,24.89748702875626
2018-08-05,35.14257769476852
2018-08-12,21.967007756207458
2018-08-19,30.758445573853855
2018-09-30,20.01335490784159
2018-10-21,40.52670981568318
2018-11-04,47.34132120914665
2018-11-11,51.74862690587838
2018-12-16,58.086411875158916
2019-01-06,21.967007756207458
2019-01-20,27.327966301305054
2019-03-03,40.02670981568318
2019-03-17,61.01689114770771
2019-03-31,23.920660604573325
2019-04-14,95.6826424182933
2019-05-26,46.86449478496371
2019-08-18,35.14257769476852
2019-09-22,39.04988339150025
2019-12-01,95.1826424182933
2019-12-15,20.01335490784159
2020-01-05,19.03652848365866
2020-01-19,56.132759026793046
2020-02-09,20.990181332024527
2020-02-16,21.967007756207458
2020-03-01,21.967007756207458
2020-03-29,33.18892484640266
2020-05-03,41.98036266404905
2020-06-07,44.91084193659785
2020-06-21,19.03652848365866
2020-07-12,21.967007756207458
2020-08-09,20.01335490784159
2020-09-06,61.01689114770771
2020-10-18,21.967007756207458
2020-12-13,31.235271998036787
2021-01-31,73.71563466208585
2021-03-28,29.781619149670924
2021-04-18,30.758445573853855
2021-05-09,27.827966301305054
2021-05-16,44.91084193659785
2021-06-27,43.934015512414916
2021-07-04,52.72545333006131
2021-07-11,48.31814763332958
2021-07-25,20.01335490784159
2021-09-05,46.86449478496371
2021-09-12,20.990181332024527
2021-09-19,65.90102326862237
2021-10-24,50.27180048169545
2021-11-07,41.98036266404905
2021-11-21,40.02670981568318
2021-11-28,22.94383418039039
2021-12-05,23.920660604573325
2021-12-12,42.957189088231985
2021-12-26,76.64611393463464
2022-02-20,29.563238299341844
2022-03-27,15.258445573853855
2022-05-08,39.099766783000504
2022-05-15,18.119404118951454
2022-05-22,19.07305696731732
2022-05-29,37.19246108626877
2022-06-19,50.543600963390894
2022-06-26,43.86803102482983
2022-07-03,20.98036266404905
2022-07-24,20.026709815683184
2022-07-31,35.28515538953704
2022-08-21,58.172823750317825
2022-09-25,84.87510350456206
2022-10-09,68.66300508234235
2022-10-16,31.470543996073577
2022-10-30,46.72898956992743
2022-11-06,24.794974057512515
2022-11-13,58.172823750317825
2022-11-27,27.65593260261011
2022-12-11,29.563238299341844
2022-12-18,24.794974057512515
2022-12-25,30.51689114770771
