,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,37.0
2017-01-08,38.0
2017-01-15,40.0
2017-01-22,34.0
2017-01-29,32.0
2017-02-05,44.0
2017-02-12,35.0
2017-02-19,36.0
2017-03-05,43.0
2017-03-12,31.0
2017-03-19,15.0
2017-03-26,56.0
2017-04-09,25.0
2017-04-16,30.0
2017-04-23,40.0
2017-04-30,35.0
2017-05-07,18.0
2017-05-14,35.0
2017-05-21,27.0
2017-05-28,33.0
2017-06-04,59.0
2017-06-11,47.0
2017-06-18,26.0
2017-06-25,59.0
2017-07-02,64.0
2017-07-09,29.0
2017-07-16,50.0
2017-07-23,16.0
2017-07-30,100.0
2017-08-06,26.0
2017-08-13,26.0
2017-08-27,10.0
2017-09-03,32.0
2017-09-10,31.0
2017-09-17,23.0
2017-09-24,14.0
2017-10-01,61.0
2017-10-08,34.0
2017-10-15,45.0
2017-10-22,32.0
2017-10-29,84.0
2017-11-05,42.0
2017-11-12,41.0
2017-11-19,19.0
2017-11-26,30.0
2017-12-03,33.0
2017-12-10,38.0
2017-12-17,27.0
2017-12-24,19.0
2017-12-31,35.0
2018-01-07,23.991918928997407
2018-01-14,42.27416989856772
2018-01-21,46.165295383352884
2018-01-28,37.846752908710954
2018-02-04,26.364898661246755
2018-02-11,27.0
2018-02-18,16.63708494928386
2018-02-25,33.383044413782564
2018-03-04,30.34675290871095
2018-03-18,23.864898661246755
2018-03-25,36.14714963081707
2018-04-01,13.282250969570317
2018-04-08,49.701586888424494
2018-04-15,36.31046140363934
2018-04-22,41.59271237320965
2018-05-06,32.40119016631837
2018-05-13,43.64714963081707
2018-05-20,34.27416989856772
2018-05-27,30.79231565110353
2018-06-03,38.77416989856772
2018-06-10,15.118939196748054
2018-06-17,48.374963342779964
2018-07-01,44.001983610530615
2018-07-08,34.53827511560223
2018-07-15,33.57456662067385
2018-07-22,34.501983610530615
2018-07-29,43.77416989856772
2018-08-05,39.51006468153321
2018-08-12,39.564501939140634
2018-08-26,31.737878393496107
2018-09-02,43.383044413782564
2018-09-09,18.100793444212247
2018-09-16,54.58463130220706
2018-09-23,28.419335918854177
2018-09-30,32.364898661246755
2018-10-07,40.57456662067385
2018-10-14,9.0
2018-10-28,28.79231565110353
2018-11-04,26.437481671389982
2018-11-11,18.782250969570317
2018-11-18,19.13708494928386
2018-11-25,37.81046140363934
2018-12-09,12.209667959427088
2018-12-16,31.401190166318372
2018-12-23,38.0
2018-12-30,21.9737731764616
2019-01-06,15.100793444212247
2019-01-13,17.0
2019-01-20,33.846752908710954
2019-01-27,37.701586888424494
2019-02-03,38.846752908710954
2019-02-10,28.437481671389982
2019-02-17,41.883044413782564
2019-02-24,53.483837857994814
2019-03-03,19.4737731764616
2019-03-10,16.0
2019-03-17,39.61085812574546
2019-03-24,29.864898661246755
2019-03-31,37.90119016631837
2019-04-07,36.364898661246755
2019-04-14,30.919335918854177
2019-04-21,27.901190166318372
2019-04-28,40.42940060038739
2019-05-05,54.501983610530615
2019-05-12,16.564501939140634
2019-05-19,50.62092280727867
2019-05-26,22.937481671389982
2019-06-02,20.100793444212247
2019-06-09,37.364898661246755
2019-06-30,26.29231565110353
2019-07-07,39.81046140363934
2019-07-14,25.95562742392579
2019-07-21,24.582647691676442
2019-07-28,53.802380332636744
2019-08-04,43.201586888424494
2019-08-11,38.383044413782564
2019-08-18,27.028210434069017
2019-08-25,23.491918928997407
2019-09-01,51.53827511560223
2019-09-08,35.91933591885417
2019-09-15,21.491918928997407
2019-09-22,30.701586888424494
2019-10-06,41.09271237320965
2019-10-13,31.7197326409603
2019-10-20,41.874963342779964
2019-10-27,58.56648554967125
2019-11-03,32.49191892899741
2019-11-10,24.745959464498704
2019-11-17,23.29231565110353
2019-11-24,37.683441135888685
2019-12-08,33.91933591885417
2019-12-15,28.010064681533212
2019-12-22,43.165295383352884
2019-12-29,32.846752908710954
2020-01-05,26.673376454355477
2020-01-19,41.51006468153321
2020-01-26,23.173376454355477
2020-02-02,45.09271237320965
2020-02-09,25.510064681533212
2020-02-16,41.64714963081707
2020-02-23,56.62092280727867
2020-03-01,30.328607156175142
2020-03-08,23.582647691676442
2020-03-22,17.100793444212247
2020-03-29,29.11893919674805
2020-04-05,26.383044413782564
2020-04-12,32.683441135888685
2020-04-19,36.7378783934961
2020-04-26,34.91933591885417
2020-05-03,15.245959464498704
2020-05-10,21.9737731764616
2020-05-17,48.7116515699577
2020-05-31,79.4757567869922
2020-06-07,52.61085812574546
2020-06-14,28.383044413782564
2020-06-21,29.61893919674805
2020-06-28,66.31244501416995
2020-07-05,32.564501939140634
2020-07-12,26.9737731764616
2020-07-19,28.191522206891282
2020-07-26,30.65523070181967
2020-08-02,42.165295383352884
2020-08-09,24.727813711962895
2020-08-16,24.919335918854177
2020-08-23,29.937481671389982
2020-08-30,29.919335918854177
2020-09-06,19.0
2020-09-13,62.921319529384796
2020-09-20,33.201586888424494
2020-09-27,24.582647691676442
2020-10-11,16.11893919674805
2020-11-01,23.63708494928386
2020-11-08,41.564501939140634
2020-11-15,34.25602414603192
2020-11-22,41.0
2020-11-29,37.14714963081707
2020-12-06,32.883044413782564
2020-12-13,42.91933591885417
2020-12-20,52.338671837708354
2020-12-27,38.7378783934961
2021-01-10,24.383044413782564
2021-01-17,49.53827511560223
2021-01-24,49.556420868138034
2021-01-31,33.0
2021-02-07,84.6854247464193
