,MVT_GT_Albuquerque-Santa Fe NM
2017-01-01,70.0
2017-01-15,38.0
2017-01-22,31.0
2017-01-29,25.0
2017-02-05,100.0
2017-02-12,42.0
2017-03-12,58.0
2017-06-25,44.0
2017-07-02,69.0
2017-07-23,60.0
2017-08-06,50.0
2017-08-13,69.0
2017-09-03,24.0
2017-09-10,38.0
2017-09-17,52.0
2017-09-24,42.0
2017-10-01,80.0
2017-10-22,69.0
2017-11-19,65.0
2017-11-26,33.0
2017-12-24,50.0
2018-01-07,26.162894849102045
2018-01-21,43.93815808183675
2018-01-28,25.175380225061232
2018-02-11,39.00058496163266
2018-02-18,24.687865601020412
2018-03-18,89.85134541175512
2018-04-01,21.725321728897967
2018-04-22,30.112953345265314
2018-05-13,28.13792409718368
2018-05-27,23.7003509769796
2018-06-03,34.063011841428576
2018-06-10,97.25146240408165
2018-07-01,21.725321728897967
2018-07-08,33.07549721738776
2018-07-22,28.13792409718368
2018-07-29,35.050526465469396
2018-08-12,29.625438721224498
2018-09-02,68.12602368285715
2018-09-16,24.187865601020412
2018-09-23,21.725321728897967
2018-09-30,26.162894849102045
2018-11-04,32.58798259334695
2018-11-11,44.92567270587756
2018-11-18,31.60046796930613
2018-12-09,53.31330432224491
2018-12-16,35.050526465469396
2018-12-30,35.050526465469396
2019-01-06,38.01307033759184
2019-01-13,44.92567270587756
2019-01-27,39.98809958567348
2019-02-03,29.625438721224498
2019-02-10,28.13792409718368
2019-03-03,25.175380225061232
2019-03-10,55.78833357032654
2019-03-17,46.9007019539592
2019-04-28,54.80081894628573
2019-05-19,40.975614209714294
2019-05-26,26.162894849102045
2019-07-14,25.175380225061232
2019-07-21,48.875731202040825
2019-08-11,47.38821657800001
2019-08-25,21.225321728897967
2019-09-01,19.25029248081633
2019-10-13,23.2003509769796
2019-10-27,40.975614209714294
2019-11-03,18.262777856775514
2019-12-22,21.725321728897967
2019-12-29,32.08798259334695
2020-01-05,41.963128833755114
2020-01-26,25.175380225061232
2020-02-09,18.262777856775514
2020-02-16,51.83827507416328
2020-04-26,21.725321728897967
2020-05-10,24.687865601020412
2020-05-17,23.2003509769796
2020-05-24,18.262777856775514
2020-05-31,26.162894849102045
2020-06-14,21.725321728897967
2020-06-28,31.10046796930613
2020-07-19,27.650409473142865
2020-07-26,47.88821657800001
2020-08-02,41.963128833755114
2020-09-06,40.975614209714294
2020-10-11,45.91318732991838
2020-11-29,38.01307033759184
2020-12-06,22.21283635293878
2020-12-27,35.050526465469396
2021-01-17,22.21283635293878
2021-01-24,24.687865601020412
2021-02-14,52.82578969820409
2021-02-21,26.162894849102045
2021-04-11,45.91318732991838
2021-04-18,20.737807104857147
2021-04-25,54.30081894628573
2021-05-02,39.00058496163266
2021-05-09,21.225321728897967
2021-06-13,39.00058496163266
2021-07-18,30.112953345265314
2021-08-15,45.91318732991838
2021-08-29,36.038041089510216
2021-09-05,52.82578969820409
2021-09-12,27.150409473142865
2021-10-10,33.07549721738776
2021-11-14,27.150409473142865
2021-11-28,67.13850905881634
2021-12-12,22.71283635293878
2022-02-13,32.175965186693894
2022-02-20,37.05111142710206
2022-02-27,17.550526465469396
2022-04-03,18.52555571355103
2022-04-10,40.951228419428595
2022-04-24,16.575497217387763
2022-05-01,31.20093593861226
2022-05-22,52.65157939640819
2022-06-12,68.25204736571432
2022-06-26,49.72649165216329
2022-07-24,47.776433156000024
2022-07-31,19.50058496163266
2022-08-14,25.35076045012246
2022-09-04,18.52555571355103
2022-11-13,29.250877442448996
2022-11-27,19.50058496163266
2022-12-25,41.92625766751023
