,MVT_GT_New York NY
2017-01-01,47.0
2017-01-08,61.0
2017-01-15,67.0
2017-01-22,51.0
2017-01-29,38.0
2017-02-05,16.0
2017-02-12,13.0
2017-02-19,37.0
2017-02-26,42.0
2017-03-05,28.0
2017-03-12,51.0
2017-03-19,38.0
2017-03-26,37.0
2017-04-02,31.0
2017-04-16,34.0
2017-04-23,15.0
2017-04-30,53.0
2017-05-07,31.0
2017-05-14,31.0
2017-05-21,36.0
2017-05-28,34.0
2017-06-04,28.0
2017-06-11,43.0
2017-06-18,21.0
2017-06-25,30.0
2017-07-02,15.0
2017-07-09,38.0
2017-07-16,46.0
2017-07-23,35.0
2017-07-30,63.0
2017-08-06,56.0
2017-08-13,28.0
2017-08-20,36.0
2017-08-27,8.0
2017-09-03,49.0
2017-09-10,19.0
2017-09-17,25.0
2017-09-24,39.0
2017-10-01,22.0
2017-10-08,26.0
2017-10-15,31.0
2017-10-22,46.0
2017-10-29,47.0
2017-11-05,25.0
2017-11-12,90.0
2017-11-19,38.0
2017-11-26,31.0
2017-12-03,24.0
2017-12-10,26.0
2017-12-17,100.0
2017-12-24,46.0
2017-12-31,30.0
2018-01-07,37.82728508628325
2018-01-14,31.18940423856937
2018-01-21,38.21952019224748
2018-01-28,29.01269892067667
2018-02-04,27.228228708748198
2018-02-11,55.848692523460635
2018-02-18,50.99528188767523
2018-02-25,32.081639344533606
2018-03-04,40.00399040417595
2018-03-11,10.99129148349928
2018-03-18,29.01269892067667
2018-03-25,25.051523390855497
2018-04-01,54.06422231153216
2018-04-08,54.956457417496395
2018-04-15,61.98657337117451
2018-04-22,17.129172331213155
2018-04-29,10.99129148349928
2018-05-06,30.297169132605134
2018-05-13,29.904934026640902
2018-05-20,23.26705317892703
2018-05-27,60.702103159246036
2018-06-03,58.02539784135334
2018-06-10,74.76233506660225
2018-06-17,31.68940423856937
2018-06-24,29.904934026640902
2018-07-01,30.797169132605134
2018-07-08,30.797169132605134
2018-07-15,32.97387445049784
2018-07-22,57.13316273538911
2018-07-29,31.68940423856937
2018-08-05,50.99528188767523
2018-08-12,39.11175529821172
2018-08-19,29.904934026640902
2018-08-26,38.21952019224748
2018-09-02,41.788460616104416
2018-09-09,22.874818072962796
2018-09-16,49.710811675746754
2018-09-23,36.93504998031901
2018-09-30,27.228228708748198
2018-10-07,29.01269892067667
2018-10-14,36.042814874354775
2018-10-21,48.81857656978252
2018-10-28,40.896225510140184
2018-11-04,30.297169132605134
2018-11-11,47.03410635785406
2018-11-18,26.835993602783965
2018-11-25,38.21952019224748
2018-12-02,43.07293082803288
2018-12-09,25.051523390855497
2018-12-16,52.7797520996037
2018-12-23,32.081639344533606
2018-12-30,29.01269892067667
2019-01-06,47.42634146381829
2019-01-13,16.73693722524892
2019-01-20,42.18069572206865
