,MVT_GT_Tulsa OK
2017-01-08,39.0
2017-01-22,52.0
2017-02-19,15.0
2017-03-12,69.0
2017-03-19,19.0
2017-04-02,34.0
2017-04-09,20.0
2017-05-14,32.0
2017-05-28,31.0
2017-06-11,14.0
2017-08-13,17.0
2017-09-03,18.0
2017-09-10,25.0
2017-10-01,21.0
2017-10-22,40.0
2017-11-12,39.0
2018-01-07,42.0
2018-03-04,42.0
2018-03-11,31.0
2018-04-15,46.0
2018-06-10,24.0
2018-06-17,44.0
2018-06-24,24.0
2018-07-22,21.0
2018-08-12,37.0
2018-10-07,19.0
2018-10-14,22.0
2018-12-02,47.0
2018-12-09,46.0
2019-03-10,37.0
2019-03-17,21.0
2019-04-07,27.0
2019-06-09,27.0
2019-09-22,28.0
2019-10-13,18.0
2019-11-17,47.0
2019-12-01,21.0
2019-12-15,29.0
2020-01-12,21.0
2020-01-19,19.0
2020-03-01,22.0
2020-04-12,13.0
2020-06-21,56.0
2020-09-13,20.0
2020-10-18,34.0
2020-11-22,54.0
2020-11-29,21.0
2021-01-03,18.0
2021-01-10,73.0
2021-01-17,28.0
2021-02-07,27.0
2021-02-14,19.0
2021-03-28,26.0
2021-04-04,19.0
2021-04-11,38.0
2021-05-02,39.0
2021-07-04,31.0
2021-07-18,43.0
2021-08-22,32.0
2021-09-05,100.0
2021-09-19,53.0
2021-10-03,20.0
2021-10-10,20.0
2021-12-26,35.0
2022-01-02,26.0
2022-02-06,39.0
2022-03-06,56.0
2022-03-20,13.0
2022-04-17,11.0
2022-05-15,15.0
2022-05-22,54.0
2022-05-29,23.0
2022-07-03,32.0
2022-07-17,40.0
2022-07-31,18.0
2022-08-07,20.0
2022-08-14,24.0
2022-08-28,28.0
2022-09-04,24.0
2022-09-18,36.0
2022-09-25,30.0
2022-10-16,22.0
2022-11-06,21.0
2022-11-20,16.0
