,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,46.0
2017-01-08,49.0
2017-01-15,15.0
2017-01-22,40.0
2017-01-29,22.0
2017-02-05,20.0
2017-02-12,38.0
2017-02-19,16.0
2017-02-26,82.0
2017-03-05,47.0
2017-03-19,35.0
2017-04-02,20.0
2017-04-09,54.0
2017-04-23,32.0
2017-04-30,40.0
2017-05-07,35.0
2017-05-14,45.0
2017-05-21,54.0
2017-05-28,45.0
2017-06-04,35.0
2017-06-11,49.0
2017-06-18,48.0
2017-07-09,25.0
2017-07-16,37.0
2017-07-23,86.0
2017-07-30,97.0
2017-08-06,21.0
2017-08-13,26.0
2017-08-27,35.0
2017-09-03,14.0
2017-09-10,13.0
2017-09-17,22.0
2017-09-24,50.0
2017-10-01,70.0
2017-10-08,12.0
2017-10-15,49.0
2017-10-29,28.0
2017-11-12,54.0
2017-11-19,16.0
2017-11-26,26.0
2017-12-03,31.0
2017-12-10,55.0
2017-12-24,36.0
2017-12-31,21.0
2018-01-07,39.929552544996525
2018-01-14,32.758319181444534
2018-01-21,41.97847636315423
2018-01-28,55.79648118117936
2018-02-04,29.184933454207965
2018-02-11,44.02740018131195
2018-02-18,23.03816199973483
2018-02-25,18.940314363419404
2018-03-11,27.13600963605025
2018-03-18,41.97847636315423
2018-03-25,29.184933454207965
2018-04-01,17.91585245434055
2018-04-15,25.08708581789254
2018-05-06,58.36986690841593
2018-05-13,53.74755736302164
2018-05-20,39.929552544996525
2018-05-27,48.12524781762737
2018-06-03,39.929552544996525
2018-06-10,19.964776272498263
2018-06-17,40.95401445407538
2018-06-24,28.160471545129106
2018-07-01,22.013700090655973
2018-07-08,63.9921764538102
2018-07-15,37.88062872683881
2018-07-22,59.89432881749478
2018-07-29,19.964776272498263
2018-08-05,68.09002409012564
2018-08-19,46.57632399946966
2018-08-26,55.79648118117936
2018-09-02,99.8238813624913
2018-09-09,36.856166817759956
2018-09-16,33.782781090523386
2018-09-23,35.8317049086811
2018-09-30,53.24755736302164
2018-10-07,33.782781090523386
2018-10-14,20.989238181577115
2018-10-21,35.3317049086811
2018-10-28,30.209395363286816
2018-11-04,53.24755736302164
2018-11-11,54.7720192721005
2018-11-25,36.356166817759956
2018-12-09,36.856166817759956
2018-12-16,13.818004818025125
2018-12-30,70.63894790828334
2019-01-06,27.63600963605025
2019-01-13,37.38062872683881
2019-01-20,43.00293827223309
2019-01-27,25.58708581789254
2019-02-03,55.29648118117936
2019-02-10,49.14970972670622
