,MVT_GT_Colorado Springs-Pueblo CO
2017-01-15,21.0
2017-02-12,24.0
2017-03-05,35.0
2017-04-30,30.0
2017-06-04,29.0
2017-07-09,22.0
2017-09-17,28.0
2017-10-15,50.0
2017-10-22,22.0
2017-12-24,100.0
2017-12-31,37.0
2018-01-14,36.97794276602761
2018-02-18,20.313270381038667
2018-03-25,25.891587976298332
2018-04-01,35.61850356760772
2018-05-06,24.96186837708839
2018-05-13,21.24298998024861
2018-05-27,27.751027174718224
2018-06-03,18.953831182618778
2018-06-17,33.25906436918783
2018-08-19,45.775138758127056
2018-09-09,18.024111583408832
2018-09-23,21.24298998024861
2018-10-07,47.63457795654695
2018-10-14,18.953831182618778
2018-10-21,32.329344769977894
2018-11-25,19.883550781828724
2018-12-16,19.883550781828724
2019-01-06,70.23700713521544
2019-01-13,36.048223166817664
2019-01-20,22.172709579458555
2019-02-10,19.883550781828724
2019-03-03,18.953831182618778
2019-05-19,26.32130757550828
2019-06-09,25.891587976298332
2019-08-11,20.813270381038667
2019-08-25,50.85345635338672
2019-09-15,73.45588553205522
2019-10-20,30.469905571558
2019-12-01,17.59439198419889
2020-01-12,30.040185972348056
2020-01-26,24.96186837708839
2020-02-02,21.24298998024861
2020-02-23,30.040185972348056
2020-04-19,25.391587976298332
2020-05-10,20.313270381038667
2020-05-24,31.899625170767944
2020-07-19,31.899625170767944
2020-07-26,41.12654076207733
2020-08-02,15.734952785779
2020-08-30,36.97794276602761
2020-09-20,18.024111583408832
2020-10-18,36.048223166817664
2020-11-22,26.82130757550828
2020-11-29,42.98597996049722
2021-01-10,32.329344769977894
2021-01-17,18.953831182618778
2021-01-31,20.813270381038667
2021-04-04,17.09439198419889
2021-04-18,19.883550781828724
2021-05-16,18.953831182618778
2021-06-27,30.969905571558
2021-07-11,30.040185972348056
2021-09-05,22.672709579458555
2021-09-19,71.1667267344254
2021-09-26,18.953831182618778
2021-10-17,23.1024291786685
2021-12-05,18.953831182618778
2022-02-06,24.06429755575689
2022-02-13,85.94391984198889
2022-03-13,23.204858357337002
2022-03-20,24.92373675417678
2022-04-17,17.18878396839778
2022-05-01,14.610466373138111
2022-05-29,28.361493547856334
2022-06-12,24.06429755575689
2022-07-10,32.65868953995578
2022-08-21,21.48597996049722
2022-09-04,29.220932746276223
2022-09-11,18.048223166817667
2022-10-02,23.204858357337002
2022-10-09,15.469905571558
2022-10-16,20.626540762077333
2022-10-23,14.610466373138111
