,MVT_GT_Milwaukee WI
2017-01-22,29.0
2017-02-05,44.0
2017-04-16,39.0
2017-06-04,100.0
2017-06-18,57.0
2017-07-16,50.0
2017-08-06,60.0
2017-10-01,25.0
2017-10-08,28.0
2017-10-22,19.0
2017-11-05,18.0
2017-11-12,52.0
2017-11-19,14.0
2017-11-26,14.0
2017-12-03,18.0
2017-12-31,37.0
2018-01-07,21.565938019758967
2018-01-14,32.57860133441582
2018-01-21,25.362881067532655
2018-02-11,22.98471523886844
2018-03-18,21.065938019758967
2018-03-25,25.862881067532655
2018-04-15,35.91615577263477
2018-06-10,22.025326629313703
2018-06-24,22.025326629313703
2018-07-01,22.025326629313703
2018-07-08,15.80960636243054
2018-08-12,40.71309882040846
2018-08-19,22.025326629313703
2018-08-26,17.228383581540015
2018-09-02,45.01004186818214
2018-09-30,30.159824115306343
2018-11-04,12.931440533766327
2018-11-18,15.80960636243054
2018-12-16,25.862881067532655
2018-12-23,16.76899497198528
2019-02-03,46.92881908729162
2019-02-10,22.48471523886844
2019-03-10,28.741046896196867
2019-03-17,20.10654941020423
2019-03-31,29.200435505751607
2019-04-14,33.03798994397056
2019-05-12,15.30960636243054
2019-07-28,23.94410384842318
2019-08-25,14.850217752875803
2019-09-08,38.29432160129898
2019-09-22,36.3755443821895
2019-11-10,31.11921272486108
2019-11-17,12.931440533766327
2019-12-08,12.931440533766327
2019-12-15,14.850217752875803
2020-01-05,18.18777219109475
2020-02-23,30.159824115306343
2020-03-08,11.97205192421159
2020-03-29,15.80960636243054
2020-04-12,37.83493299174424
2020-04-26,22.025326629313703
2020-05-03,27.781658286642127
2020-05-17,11.97205192421159
2020-06-28,22.025326629313703
2020-07-12,14.350217752875803
2020-08-16,27.781658286642127
2020-08-23,20.10654941020423
2020-08-30,37.33493299174424
2020-09-20,27.281658286642127
2020-09-27,19.14716080064949
2020-10-04,13.890829143321064
2020-10-11,25.862881067532655
2020-11-01,16.76899497198528
2020-11-08,17.228383581540015
2020-12-27,29.200435505751607
2021-01-03,14.850217752875803
2021-01-31,17.728383581540015
2021-02-07,30.659824115306343
2021-02-14,22.025326629313703
2021-03-21,25.862881067532655
2021-05-02,20.10654941020423
2021-05-09,20.10654941020423
2021-06-06,23.94410384842318
2021-06-13,15.30960636243054
2021-06-20,30.159824115306343
2021-06-27,37.83493299174424
2021-07-11,28.741046896196867
2021-07-25,19.14716080064949
2021-08-01,14.850217752875803
2021-08-15,44.050653258627406
2021-08-22,60.819648230612685
2021-08-29,84.26375207903587
2021-09-05,35.91615577263477
2021-09-12,24.90349245797792
2021-09-26,26.32226967708739
2021-10-03,33.03798994397056
2021-10-10,34.95676716308003
2021-11-07,38.79432160129898
2021-11-14,14.350217752875803
2021-11-21,14.850217752875803
2021-12-19,34.45676716308003
2021-12-26,27.781658286642127
2022-01-23,30.319648230612685
2022-01-30,34.91353432616006
2022-02-06,49.61396983191167
2022-02-13,45.938860955473764
2022-02-27,42.26375207903586
2022-03-13,21.13187603951793
2022-03-20,21.13187603951793
2022-03-27,37.669865983488485
2022-04-03,35.83231154526953
2022-04-17,22.050653258627406
2022-04-24,12.862881067532655
2022-05-15,29.40087101150321
2022-06-05,24.806984915955834
2022-06-26,19.294321601298982
2022-07-24,16.537989943970555
2022-08-07,28.482093792393734
2022-09-18,12.862881067532655
2022-10-02,16.537989943970555
2022-10-09,12.862881067532655
2022-10-16,50.53274705102114
2022-10-30,91.87772191094753
2022-11-20,28.482093792393734
2022-12-04,22.969430477736882
2022-12-18,22.969430477736882
2022-12-25,27.563316573284258
