,MVT_GT_Memphis TN
2017-01-08,26.0
2017-01-22,57.0
2017-02-05,44.0
2017-02-26,17.0
2017-03-12,21.0
2017-03-26,23.0
2017-04-09,100.0
2017-04-30,21.0
2017-05-07,24.0
2017-06-04,33.0
2017-07-16,21.0
2017-07-23,35.0
2017-07-30,25.0
2017-10-15,18.0
2017-10-22,23.0
2017-10-29,41.0
2017-11-26,37.0
2018-01-21,23.00361349432552
2018-02-18,17.819437012316232
2018-02-25,19.969798361748783
2018-03-04,27.804336193190622
2018-03-11,20.35325214489297
2018-03-25,72.0446556155533
2018-04-22,25.15397484375807
2018-04-29,35.638874024632464
2018-05-06,19.0863445786046
2018-05-13,18.702890795460416
2018-05-20,20.85325214489297
2018-07-29,17.819437012316232
2018-08-05,19.0863445786046
2018-09-09,51.191403470660326
2018-09-16,20.35325214489297
2018-10-28,24.770521060613888
2018-12-09,31.721605108911543
2019-01-06,28.187789976334805
2019-01-27,36.02232780777665
2019-02-03,20.35325214489297
2019-02-10,21.736705928037154
2019-02-24,39.05614294035338
2019-05-12,47.27413455493941
2019-06-23,69.01084048297656
2019-07-21,24.270521060613888
2019-09-01,34.25542024148828
2019-09-08,18.202890795460416
2019-10-13,16.93598322917205
2019-10-20,23.00361349432552
2019-10-27,16.93598322917205
2019-12-29,38.1726891572092
2020-01-26,58.142487518957985
2020-02-23,25.15397484375807
2020-03-29,26.037428626902255
2020-05-10,19.969798361748783
2020-05-31,20.85325214489297
2020-06-21,22.120159711181337
2020-06-28,14.785621879739496
2020-07-19,16.05252944602786
2020-07-26,19.0863445786046
2020-08-09,19.969798361748783
2020-08-30,34.75542024148828
2020-09-06,29.071243759478993
2020-09-13,29.071243759478993
2020-09-27,20.85325214489297
2020-11-22,29.954697542623176
2020-12-13,24.770521060613888
2021-01-17,29.954697542623176
2021-01-31,29.954697542623176
2021-02-14,26.037428626902255
2021-02-21,59.90939508524635
2021-03-14,14.785621879739496
2021-05-02,28.187789976334805
2021-06-20,34.25542024148828
2021-06-27,40.82305050664175
2021-07-11,19.0863445786046
2021-12-12,28.187789976334805
2022-01-16,26.84176482009288
2022-02-06,22.24031942236267
2022-02-13,19.1726891572092
2022-02-27,20.706504289785936
2022-03-13,27.608672386381247
2022-04-10,15.33815132576736
2022-04-24,35.27774804926493
2022-06-26,62.88642043564617
2022-07-17,46.01445397730208
2022-07-31,62.88642043564617
2022-08-21,45.24754641101371
2022-09-18,13.804336193190624
2022-09-25,26.07485725380451
2022-10-02,23.77413455493941
2022-10-16,32.21011778411145
2022-11-20,27.608672386381247
2022-12-04,36.81156318184166
2022-12-11,76.6907566288368
2022-12-18,29.142487518957985
