,MVT_GT_Fresno-Visalia CA
2017-02-19,47.0
2017-03-19,33.0
2017-04-02,62.0
2017-04-16,38.0
2017-04-30,71.0
2017-05-14,50.0
2017-06-04,30.0
2017-06-18,24.0
2017-07-02,21.0
2017-07-09,49.0
2017-07-16,41.0
2017-09-03,22.0
2017-09-17,19.0
2017-10-01,22.0
2017-10-08,30.0
2017-10-15,28.0
2017-11-05,24.0
2017-12-17,41.0
2017-12-31,37.0
2018-01-21,28.0
2018-01-28,28.0
2018-02-04,24.0
2018-03-04,41.0
2018-04-15,19.0
2018-05-13,21.0
2018-06-03,19.0
2018-06-17,43.0
2018-06-24,73.0
2018-07-15,39.0
2018-08-05,18.0
2018-08-26,36.0
2018-09-02,48.0
2018-09-16,43.0
2018-09-23,29.0
2018-10-07,50.0
2018-11-04,22.0
2018-11-25,22.0
2018-12-02,22.0
2018-12-09,17.0
2019-02-03,22.0
2019-02-17,54.0
2019-02-24,31.0
2019-03-03,18.0
2019-04-21,42.0
2019-06-09,34.0
2019-06-16,73.0
2019-06-30,22.0
2019-07-14,24.0
2019-07-21,64.0
2019-07-28,21.0
2019-08-18,33.0
2019-09-15,36.0
2019-09-22,25.0
2019-09-29,22.0
2019-10-06,19.0
2019-10-27,17.0
2019-11-10,16.0
2019-11-17,46.0
2019-12-01,19.0
2020-01-05,15.0
2020-01-19,14.0
2020-02-02,21.0
2020-02-09,16.0
2020-03-01,43.0
2020-03-08,26.0
2020-03-15,25.0
2020-03-22,22.0
2020-04-12,18.0
2020-05-10,28.0
2020-06-14,19.0
2020-07-05,30.0
2020-07-19,19.0
2020-08-02,24.0
2020-08-16,12.0
2020-08-30,40.0
2020-09-13,48.0
2020-09-20,29.0
2020-10-11,32.0
2020-11-01,16.0
2020-11-22,30.0
2020-11-29,67.0
2020-12-06,42.0
2020-12-27,26.0
2021-01-17,46.0
2021-02-07,20.0
2021-02-28,100.0
2021-03-14,16.0
2021-04-11,25.0
2021-04-18,22.0
2021-04-25,27.0
2021-06-06,30.0
2021-06-20,19.0
2021-07-18,70.0
2021-08-01,15.0
2021-08-15,70.0
2021-09-12,26.0
2021-09-19,36.0
2021-10-03,26.0
2021-10-10,27.0
2021-11-21,34.0
2022-01-02,30.0
2022-01-09,40.0
2022-01-23,18.0
2022-02-06,30.0
2022-02-27,18.0
2022-03-06,75.0
2022-03-27,43.0
2022-04-03,17.0
2022-04-17,17.0
2022-04-24,22.0
2022-05-01,18.0
2022-05-15,27.0
2022-05-22,30.0
2022-05-29,13.0
2022-06-19,23.0
2022-06-26,15.0
2022-07-10,27.0
2022-07-17,33.0
2022-07-24,19.0
2022-07-31,30.0
2022-09-11,26.0
2022-09-25,24.0
2022-10-09,32.0
2022-10-30,14.0
2022-11-06,33.0
2022-11-13,51.0
