,MVT_GT_Milwaukee WI
2017-01-08,27.0
2017-01-15,24.0
2017-02-05,94.0
2017-02-19,88.0
2017-02-26,39.0
2017-03-19,27.0
2017-05-14,44.0
2017-05-21,24.0
2017-05-28,91.0
2017-06-25,49.0
2017-07-09,68.0
2017-07-16,39.0
2017-08-27,33.0
2017-10-08,25.0
2017-10-15,23.0
2017-10-22,31.0
2017-11-12,100.0
2017-11-19,28.0
2017-12-03,17.0
2017-12-17,31.0
2017-12-31,31.0
2018-01-14,37.91936184740066
2018-02-11,36.362910028359465
2018-03-04,22.129036380823916
2018-04-01,20.016132742741526
2018-04-08,24.241940018906305
2018-05-06,56.879042771100984
2018-05-13,18.95968092370033
2018-05-20,24.741940018906305
2018-06-03,20.016132742741526
2018-06-10,57.935494590142184
2018-07-29,35.306458209318265
2018-08-26,17.903229104659133
2018-09-02,17.903229104659133
2018-09-16,82.17743460904849
2018-10-07,22.129036380823916
2018-11-04,29.524199114112285
2018-12-16,25.298391837947502
2019-01-13,28.967747295071092
2019-01-20,18.95968092370033
2019-01-27,25.298391837947502
2019-02-10,16.846777285617936
2019-03-10,17.903229104659133
2019-03-17,17.903229104659133
2019-04-07,60.04839822822457
2019-04-14,20.016132742741526
2019-05-05,37.91936184740066
2019-08-04,18.95968092370033
2019-09-08,18.95968092370033
2019-09-22,21.07258456178272
2019-10-27,18.95968092370033
2019-11-17,37.41936184740066
2019-11-24,50.54033185685381
2019-12-15,27.911295476029895
2020-01-05,25.298391837947502
2020-01-19,17.903229104659133
2020-02-02,16.846777285617936
2020-03-08,16.846777285617936
2020-04-05,30.024199114112285
2020-04-12,63.71775368534816
2020-04-26,13.67742182849435
2020-05-03,15.790325466576741
2020-06-07,66.88710914247174
2020-06-28,17.403229104659133
2020-07-05,20.016132742741526
2020-07-26,23.685488199865112
2020-08-16,62.161301866306964
2020-09-13,22.129036380823916
2020-09-20,38.97581366644185
2020-11-22,30.024199114112285
2020-11-29,16.346777285617936
2020-12-13,35.806458209318265
2020-12-20,57.935494590142184
2020-12-27,30.024199114112285
2021-01-03,55.82259095205979
2021-01-10,20.016132742741526
2021-01-24,21.07258456178272
2021-01-31,37.91936184740066
2021-02-07,32.63710275219468
2021-02-14,72.16936823767773
2021-02-28,24.241940018906305
2021-03-07,18.95968092370033
2021-03-14,30.024199114112285
2021-05-02,51.096783675895004
2021-05-16,22.629036380823916
2021-05-23,17.903229104659133
2021-05-30,74.78227187576012
2021-06-13,20.016132742741526
2021-06-20,47.92742821877142
2021-07-25,16.846777285617936
2021-09-05,25.298391837947502
2021-09-19,17.903229104659133
2021-10-03,45.314524580689024
2021-10-10,62.661301866306964
2021-10-24,55.32259095205979
2021-11-07,41.088717304524245
2021-11-14,33.19355457123587
2021-12-05,59.54839822822457
2021-12-19,37.91936184740066
2022-01-02,60.09679645644914
2022-01-16,67.88712192302589
2022-01-30,111.29036380823916
2022-03-13,58.983892818366755
2022-03-20,30.04839822822457
2022-04-17,32.27420550438936
2022-04-24,22.25807276164783
2022-05-01,31.161301866306964
2022-06-12,34.50001278055414
2022-06-19,20.032265485483048
2022-06-26,33.38710914247174
2022-07-03,20.032265485483048
2022-07-10,58.983892818366755
2022-07-17,56.75808554220197
2022-08-07,27.82259095205979
2022-08-28,21.145169123565438
2022-09-11,41.17743460904849
2022-09-18,33.38710914247174
2022-10-02,23.370976399730225
2022-10-09,38.9516273328837
2022-10-30,101.27423106549763
2022-11-13,37.83872369480132
2022-12-04,25.596783675895004
2022-12-18,33.38710914247174
