,MVT_GT_Chicago IL
2017-01-01,23.0
2017-01-08,29.0
2017-01-15,60.0
2017-01-22,53.0
2017-01-29,25.0
2017-02-05,42.0
2017-02-12,27.0
2017-02-19,29.0
2017-03-05,37.0
2017-03-12,34.0
2017-03-19,11.0
2017-03-26,16.0
2017-04-02,32.0
2017-04-16,47.0
2017-04-23,55.0
2017-04-30,41.0
2017-05-07,43.0
2017-05-14,69.0
2017-05-21,53.0
2017-05-28,26.0
2017-06-04,35.0
2017-06-11,20.0
2017-06-18,15.0
2017-06-25,32.0
2017-07-02,84.0
2017-07-09,33.0
2017-07-16,50.0
2017-07-30,35.0
2017-08-06,37.0
2017-08-13,45.0
2017-08-20,21.0
2017-08-27,20.0
2017-09-03,10.0
2017-09-10,22.0
2017-09-24,71.0
2017-10-01,11.0
2017-10-08,25.0
2017-10-22,32.0
2017-10-29,46.0
2017-11-05,36.0
2017-11-12,70.0
2017-11-19,15.0
2017-11-26,19.0
2017-12-03,16.0
2017-12-10,64.0
2017-12-17,63.0
2017-12-24,18.0
2017-12-31,46.0
2018-01-14,29.928333771834808
2018-01-21,33.219733824454984
2018-02-04,37.51113387707516
2018-02-11,40.302533929695336
2018-02-18,54.96813414017605
2018-02-25,21.74840031572106
2018-03-04,26.136933719214632
2018-03-11,45.191067333188904
2018-03-18,82.70220121026406
2018-03-25,28.831200420961416
2018-04-01,41.89966728056873
2018-04-08,52.273867438429264
2018-04-15,44.09393398231551
2018-04-29,31.0254671227082
2018-05-06,25.03980036834124
2018-05-13,29.428333771834808
2018-05-20,16.859866912227492
2018-05-27,29.928333771834808
2018-06-03,23.942667017467844
2018-06-10,50.07960073668248
2018-06-17,29.928333771834808
2018-06-24,48.98246738580909
2018-07-22,26.636933719214632
2018-07-29,39.705400578821944
2018-08-05,44.09393398231551
2018-08-12,34.316867175328376
2018-08-19,54.96813414017605
2018-08-26,48.98246738580909
2018-09-02,29.928333771834808
2018-09-09,34.816867175328376
2018-09-16,19.054133613974276
2018-09-23,25.03980036834124
2018-09-30,26.136933719214632
2018-10-07,17.457000263100884
2018-10-21,35.91400052620177
2018-10-28,71.82800105240354
2018-11-04,11.971333508733922
2018-11-11,32.12260047358159
2018-11-25,13.568466859607316
2018-12-02,37.01113387707516
2018-12-09,47.38533403493569
2018-12-16,75.11940110502371
2018-12-23,16.859866912227492
2018-12-30,51.17673408755587
2019-01-06,42.99680063144212
2019-01-13,44.09393398231551
2019-01-20,25.03980036834124
2019-01-27,44.59393398231551
2019-02-03,35.91400052620177
2019-02-10,44.09393398231551
2019-02-24,53.871000789302656
2019-03-03,74.52226775415032
2019-03-24,16.859866912227492
2019-03-31,10.87420015786053
2019-04-07,46.788200684062296
2019-04-14,33.719733824454984
2019-04-21,57.66240084192283
2019-04-28,44.09393398231551
2019-05-05,21.74840031572106
2019-05-12,10.87420015786053
2019-05-19,41.89966728056873
2019-05-26,33.219733824454984
2019-06-02,40.802533929695336
2019-06-16,20.151266964847668
2019-06-23,33.219733824454984
2019-06-30,35.91400052620177
2019-07-14,35.91400052620177
2019-07-21,29.928333771834808
2019-07-28,40.302533929695336
2019-08-04,44.59393398231551
2019-08-11,19.054133613974276
2019-08-18,70.73086770153014
2019-08-25,32.12260047358159
2019-09-01,42.99680063144212
2019-09-08,16.859866912227492
2019-09-15,10.37420015786053
2019-09-22,32.12260047358159
2019-09-29,17.957000263100884
2019-10-06,29.928333771834808
2019-10-13,42.99680063144212
2019-10-20,52.773867438429264
2019-11-03,45.191067333188904
2019-11-10,14.165600210480708
2019-11-17,37.01113387707516
2019-11-24,25.03980036834124
2019-12-01,68.03660099978336
2019-12-08,34.316867175328376
2019-12-15,65.84233429803658
2019-12-22,28.331200420961416
2019-12-29,40.802533929695336
2020-01-05,84.89646791201085
2020-01-12,40.802533929695336
2020-01-19,52.273867438429264
2020-01-26,38.10826722794855
2020-02-02,11.971333508733922
2020-02-09,32.12260047358159
2020-02-16,19.054133613974276
2020-03-01,28.831200420961416
2020-03-08,22.845533666594452
2020-03-22,13.068466859607316
2020-04-05,34.816867175328376
2020-04-12,17.957000263100884
2020-04-19,9.277066806987138
2020-04-26,21.74840031572106
2020-05-03,11.971333508733922
2020-05-10,10.37420015786053
2020-05-17,35.91400052620177
2020-05-24,31.0254671227082
2020-05-31,40.802533929695336
2020-06-07,20.651266964847668
2020-06-14,27.234067070088024
2020-06-21,25.03980036834124
2020-06-28,13.068466859607316
2020-07-12,64.74520094716318
2020-07-19,57.16240084192283
2020-07-26,21.74840031572106
2020-08-02,35.91400052620177
2020-08-09,28.831200420961416
2020-08-16,25.03980036834124
2020-08-23,41.89966728056873
2020-08-30,23.942667017467844
2020-09-06,26.136933719214632
2020-09-13,34.816867175328376
2020-09-20,59.856667543669616
2020-09-27,39.205400578821944
2020-10-04,11.971333508733922
2020-10-11,58.759534192796224
2020-10-25,51.17673408755587
2020-11-01,38.60826722794855
2020-11-15,62.0509342454164
2020-11-22,47.88533403493569
2020-11-29,23.942667017467844
2020-12-06,48.98246738580909
2020-12-13,14.165600210480708
2020-12-20,70.73086770153014
2020-12-27,33.719733824454984
2021-01-03,57.66240084192283
2021-01-10,31.0254671227082
2021-01-17,63.14806759628979
2021-01-24,45.191067333188904
2021-01-31,100.15920147336496
2021-02-14,52.273867438429264
2021-02-21,23.942667017467844
2021-02-28,23.942667017467844
2021-03-14,33.719733824454984
2021-03-21,34.816867175328376
2021-03-28,54.96813414017605
2021-04-04,32.12260047358159
2021-04-11,41.39966728056873
2021-04-18,50.07960073668248
2021-04-25,58.759534192796224
2021-05-02,29.928333771834808
2021-05-09,51.17673408755587
2021-05-16,20.151266964847668
2021-05-23,57.66240084192283
2021-05-30,40.302533929695336
2021-06-06,29.928333771834808
2021-06-13,47.88533403493569
2021-06-20,31.0254671227082
2021-06-27,22.345533666594452
2021-07-04,51.67673408755587
2021-07-11,40.302533929695336
2021-07-18,63.14806759628979
2021-07-25,46.788200684062296
2021-08-01,14.165600210480708
