,MVT_GT_Tucson AZ
2017-02-12,59.0
2017-03-26,98.0
2017-04-02,45.0
2017-04-30,28.0
2017-05-07,27.0
2017-10-22,53.0
2017-10-29,39.0
2017-11-05,40.0
2017-11-12,100.0
2017-11-26,53.0
2018-01-21,22.992513020833336
2018-02-11,23.4921875
2018-02-18,56.9814453125
2018-02-25,27.990885416666668
2018-03-18,24.991861979166668
2018-04-08,55.981770833333336
2018-04-15,30.989908854166668
2018-05-13,23.9921875
2018-05-27,43.985677083333336
2018-06-10,34.988606770833336
2018-06-24,35.98828125
2018-07-08,44.9853515625
2018-07-29,46.984700520833336
2018-08-05,42.98600260416667
2018-09-16,25.991536458333336
2018-11-25,50.9833984375
2018-12-09,74.9755859375
2018-12-23,27.990885416666668
2019-01-20,21.992838541666668
2019-02-03,37.987630208333336
2019-03-03,32.9892578125
2019-03-24,31.989583333333336
2019-04-21,21.992838541666668
2019-05-05,48.98404947916667
2019-05-12,28.990559895833336
2019-06-16,28.990559895833336
2019-07-07,38.9873046875
2019-08-04,25.991536458333336
2019-08-11,43.985677083333336
2019-08-18,27.990885416666668
2019-09-22,34.988606770833336
2019-10-06,42.98600260416667
2019-11-24,57.98111979166667
2019-12-29,53.982421875
2020-01-12,20.9931640625
2020-02-23,19.993489583333336
2020-05-03,27.990885416666668
2020-05-10,35.98828125
2020-05-24,38.9873046875
2020-06-07,26.9912109375
2020-06-21,46.984700520833336
2020-07-05,25.991536458333336
2020-07-12,39.98697916666667
2020-08-09,17.994140625
2020-09-06,59.98046875
2020-09-27,20.9931640625
2020-11-08,22.992513020833336
2020-11-22,23.9921875
2020-11-29,41.986328125
2021-01-10,23.9921875
2021-02-07,48.98404947916667
2021-02-21,38.9873046875
2021-04-25,29.990234375
2021-05-02,46.984700520833336
2021-05-09,29.990234375
2021-06-27,23.9921875
2021-07-04,34.988606770833336
2021-07-25,54.98209635416667
2021-09-26,99.96744791666667
2021-10-03,45.98502604166667
2021-10-17,41.986328125
2021-10-24,76.97493489583334
2021-11-28,44.9853515625
2021-12-26,27.990885416666668
2022-01-02,99.93489583333334
2022-03-06,26.982421875
2022-03-20,46.96940104166667
2022-03-27,24.983723958333336
2022-04-17,18.987630208333336
2022-04-24,15.989583333333334
2022-05-22,18.987630208333336
2022-06-05,46.96940104166667
2022-07-31,36.975911458333336
2022-08-14,49.96744791666667
2022-08-21,36.975911458333336
2022-09-04,38.974609375
2022-10-09,21.985677083333336
2022-10-30,20.986328125
2022-12-18,54.964192708333336
