,MVT_GT_Albuquerque-Santa Fe NM
2017-01-01,100.0
2017-02-12,81.0
2017-03-12,24.0
2017-04-09,27.0
2017-06-04,29.0
2017-08-20,39.0
2017-09-17,58.0
2017-09-24,38.0
2017-10-01,51.0
2017-10-29,33.0
2017-11-12,29.0
2017-11-26,34.0
2018-01-28,34.87239447563549
2018-03-11,33.90287030061832
2018-04-01,27.116201075498086
2018-04-15,41.15906370075572
2018-05-06,27.116201075498086
2018-05-13,54.23240215099617
2018-05-27,31.963821950583963
2018-06-10,24.20762855044656
2018-07-01,22.76858020041221
2018-07-08,41.15906370075572
2018-08-05,25.677152725463735
2018-08-12,61.0190713761164
2018-08-26,21.799056025395032
2018-09-02,23.238104375429387
2018-09-30,20.82953185037786
2018-10-07,67.30574060123664
2018-10-21,53.762877975978995
2018-11-25,30.024773600549615
2018-12-30,22.76858020041221
2019-01-20,46.976208750858774
2019-02-10,61.98859555113358
2019-05-05,46.0066845758416
2019-05-19,21.799056025395032
2019-06-16,46.0066845758416
2019-07-14,75.06193400137403
2019-07-28,33.90287030061832
2019-08-04,26.146676900480912
2019-09-15,30.99429777556679
2019-10-13,31.963821950583963
2019-10-20,85.22669992656296
2019-11-03,46.0066845758416
2019-12-15,27.116201075498086
2020-01-12,23.738104375429387
2020-02-02,21.299056025395032
2020-03-15,36.81144282566984
2020-05-24,37.78096700068701
2020-06-07,47.945732925875944
2020-06-21,37.78096700068701
2020-07-05,20.32953185037786
2020-07-26,23.238104375429387
2020-08-09,25.177152725463735
2020-08-16,40.18953952573854
2020-08-23,15.981910975291981
2020-08-30,37.78096700068701
2020-09-06,46.976208750858774
2020-09-20,25.677152725463735
2020-10-11,47.945732925875944
2020-10-18,47.945732925875944
2020-10-25,32.43334612560114
2020-11-22,58.110498851064875
2021-01-10,71.68383730130533
2021-01-17,23.738104375429387
2021-01-31,38.25049117570419
2021-03-07,32.93334612560114
2021-03-21,33.90287030061832
2021-03-28,37.28096700068701
2021-04-18,30.99429777556679
2021-05-02,62.958119726150755
2021-05-09,22.26858020041221
2021-06-06,52.793353800961825
2021-06-13,45.03716040082442
2021-06-20,20.32953185037786
2021-06-27,21.299056025395032
2021-07-11,34.87239447563549
2021-07-25,19.860007675360684
2021-09-19,77.00098235140838
2021-09-26,21.799056025395032
2021-11-14,33.90287030061832
2021-11-28,65.86669225120228
2021-12-12,67.80574060123664
2022-01-09,34.74478895127098
2022-01-23,54.464804301992345
2022-01-30,67.61148120247326
2022-02-06,93.90483500343508
2022-02-13,39.44003070144274
2022-02-20,56.34290100206105
2022-03-13,41.31812740151144
2022-04-10,21.598112050790068
2022-05-08,17.841918650652666
2022-05-15,39.44003070144274
2022-05-22,37.561934001374034
2022-05-29,54.464804301992345
2022-06-19,22.53716040082442
2022-06-26,20.65906370075572
2022-07-03,49.76956255182059
2022-08-14,38.50098235140838
2022-08-28,38.50098235140838
2022-09-11,17.841918650652666
2022-10-02,25.354305450927473
2022-10-09,17.841918650652666
2022-10-30,21.598112050790068
2022-11-13,23.47620875085877
2022-11-20,50.70861090185495
