,MVT_GT_Memphis TN
2017-01-01,58.0
2017-01-08,45.0
2017-02-05,75.0
2017-02-19,36.0
2017-04-16,27.0
2017-07-16,29.0
2017-08-06,56.0
2017-09-17,94.0
2017-10-15,46.0
2017-10-22,42.0
2017-10-29,79.0
2017-12-03,39.0
2017-12-10,65.0
2017-12-17,33.0
2018-01-07,34.9704570441194
2018-01-28,53.28803413431642
2018-02-04,62.94682267941492
2018-04-08,38.717502748531345
2018-04-22,72.60561122451344
2018-05-20,25.811668499020897
2018-07-08,45.71159415735522
2018-08-05,54.870382702453725
2018-08-19,38.217502748531345
2018-08-26,38.217502748531345
2018-09-30,41.46454845294328
2018-11-25,37.135154180394025
2018-12-02,79.0997026333373
2018-12-09,45.21159415735522
2019-01-20,32.305759907844774
2019-01-27,65.11151981568955
2019-02-17,38.717502748531345
2019-03-17,72.10561122451344
2019-05-12,100.08197685980895
2019-06-09,67.77621695196419
2019-06-23,26.89401706715821
2019-07-21,45.21159415735522
2019-08-18,40.38219988480597
2019-08-25,32.805759907844774
2019-09-08,25.811668499020897
2019-09-22,38.217502748531345
2019-10-20,43.046897021080596
2019-10-27,41.96454845294328
2019-11-10,29.058714203432835
2019-12-29,79.0997026333373
2020-01-19,18.817577090197013
2020-01-26,49.54098842990447
2020-03-08,32.805759907844774
2020-06-07,20.48227422647164
2020-06-21,40.38219988480597
2020-07-12,23.646971362746267
2020-08-02,36.05280561225672
2020-09-20,47.87629129362985
2020-10-25,26.89401706715821
2020-11-08,45.71159415735522
2020-12-06,58.11742840686567
2020-12-13,34.9704570441194
2021-01-03,43.046897021080596
2021-01-24,32.305759907844774
2021-01-31,46.793942725492535
2021-02-28,51.12333699804179
2021-03-28,45.21159415735522
2021-04-18,51.12333699804179
2021-06-20,27.976365635295522
2021-06-27,31.72341133970746
2021-07-25,64.02917124755223
2021-08-29,39.79985131666865
2021-10-10,29.058714203432835
2021-10-24,31.72341133970746
2021-11-21,24.729319930883584
2021-12-12,41.96454845294328
2022-01-09,39.59970263333731
2022-02-20,24.458639861767164
2022-02-27,45.423188314710444
2022-03-13,23.293942725492535
2022-03-20,27.952731270591045
2022-04-24,19.799851316668654
2022-05-01,24.458639861767164
2022-05-08,17.470457044119403
2022-06-12,92.01107376569551
2022-06-19,48.91727972353433
2022-06-26,51.24667399608358
2022-07-03,23.293942725492535
2022-07-10,25.62333699804179
2022-07-17,45.423188314710444
2022-08-07,44.25849117843582
2022-08-14,34.940914088238806
2022-08-21,37.27030836078806
2022-09-04,71.04652531275224
2022-09-18,44.25849117843582
2022-10-09,116.46971362746268
2022-10-16,24.458639861767164
2022-10-30,43.09379404216119
2022-11-06,37.27030836078806
2022-11-27,38.43500549706268
2022-12-11,41.92909690588657
2022-12-18,24.458639861767164
