,MVT_GT_Tulsa OK
2017-01-08,39.0
2017-02-05,25.0
2017-02-19,29.0
2017-03-12,18.0
2017-06-04,21.0
2017-06-25,21.0
2017-07-23,43.0
2017-10-15,14.0
2017-10-22,18.0
2017-12-10,30.0
2017-12-17,100.0
2018-01-07,40.94484785372893
2018-02-04,40.051677702695685
2018-03-04,69.99214344195914
2018-04-08,78.81701510332488
2018-04-29,34.79948664546294
2018-05-13,39.15850755166244
2018-05-20,68.70580313989264
2018-05-27,31.726806041329947
2018-08-19,25.08144483306396
2018-08-26,20.222423926864465
2018-09-02,42.73118815579543
2018-09-16,29.940465739263452
2018-10-07,39.65850755166244
2018-10-21,23.795104530997463
2018-11-18,53.23557027026091
2018-11-25,14.970232869631726
2018-12-09,40.94484785372893
2018-12-16,40.051677702695685
2018-12-30,29.047295588230202
2019-01-06,31.226806041329947
2019-03-31,38.765337400629186
2019-05-19,15.363403020664974
2019-06-09,29.940465739263452
2019-07-14,18.93608362479797
2019-07-28,24.68827468203071
2019-08-11,29.940465739263452
2019-08-18,24.68827468203071
2019-09-01,55.91508072336066
2019-10-06,15.363403020664974
2019-10-20,15.863403020664974
2019-11-24,41.838018004762176
2019-12-01,19.32925377583122
2019-12-15,14.970232869631726
2019-12-22,26.367785135130454
2020-01-05,14.970232869631726
2020-01-12,51.949229968194416
2020-01-19,31.226806041329947
2020-02-02,25.974614984097208
2020-03-01,16.25657317169822
2020-03-08,22.008764228930964
2020-04-05,33.906316494429696
2020-05-03,22.008764228930964
2020-07-05,18.04291347376472
2020-07-12,17.64974332273147
2020-07-26,18.93608362479797
2020-08-16,42.23118815579543
2020-09-06,16.75657317169822
2020-09-20,33.906316494429696
2020-09-27,50.16288966612792
2020-10-11,18.04291347376472
2020-10-25,43.12435830682868
2020-12-06,31.226806041329947
2021-01-03,22.90193437996421
2021-01-24,21.615594077897715
2021-01-31,22.90193437996421
2021-02-28,24.18827468203071
2021-03-07,17.14974332273147
2021-03-14,25.08144483306396
2021-04-04,30.833635890296698
2021-04-11,73.06482404609213
2021-05-30,44.910698608895174
2021-06-06,22.008764228930964
2021-07-04,16.25657317169822
2021-07-25,21.115594077897715
2021-08-15,47.98337921302817
2021-09-05,18.93608362479797
2021-09-19,57.70142102542715
2021-09-26,33.906316494429696
2021-10-24,22.008764228930964
2021-10-31,22.008764228930964
2022-01-16,27.52191057232741
2022-01-30,14.94046573926345
2022-02-06,20.444847853728934
2022-02-13,37.74433449919188
2022-03-20,11.795104530997461
2022-03-27,25.162889666127917
2022-04-03,18.87216724959594
2022-05-08,33.02629268679289
2022-05-22,20.444847853728934
2022-06-05,27.52191057232741
2022-06-12,33.02629268679289
2022-06-19,33.02629268679289
2022-06-26,22.01752845786193
2022-08-14,21.23118815579543
2022-09-04,16.513146343396446
2022-09-25,33.81263298885939
2022-10-09,29.094591176460405
2022-10-16,17.29948664546294
2022-12-18,14.154125437196953
