,MVT_GT_Bakersfield CA
2017-02-19,16.0
2017-03-05,17.0
2017-04-02,18.0
2017-04-16,20.0
2017-04-30,18.0
2017-05-07,16.0
2017-05-14,15.0
2017-05-28,25.0
2017-06-04,52.0
2017-07-02,25.0
2017-08-13,46.0
2017-08-27,100.0
2017-09-17,49.0
2017-10-01,30.0
2017-11-19,42.0
2018-01-28,17.734348408470908
2018-02-18,23.74619268725398
2018-04-01,21.84263940361906
2018-04-15,13.927241841201065
2018-05-13,18.035532836349216
2018-07-08,18.035532836349216
2018-07-29,60.118442787830716
2018-08-12,24.848561543010597
2018-09-30,33.065143533306895
2018-10-07,39.07698781208997
2018-10-21,29.758036966037054
2018-11-11,31.161590249671974
2018-12-23,25.95093039876721
2019-03-17,24.848561543010597
2019-04-14,23.24619268725398
2019-05-05,16.63197955271429
2019-07-14,37.97461895633335
2019-08-18,47.793569802386266
2019-11-10,18.035532836349216
2019-11-24,48.09475423026457
2019-12-29,23.24619268725398
2020-01-12,25.95093039876721
2020-01-19,14.228426269079373
2020-01-26,11.722504129687836
2020-03-01,14.228426269079373
2020-05-17,35.76988124482013
2020-05-31,23.24619268725398
2020-07-12,31.161590249671974
2020-11-08,19.137901692105828
2020-11-15,16.13197955271429
2020-12-27,18.035532836349216
2021-04-18,24.047377115132285
2021-08-08,15.830795124835987
2021-08-15,21.041454975740752
2021-09-05,42.88409437935981
2021-10-03,15.330795124835987
2021-10-17,23.24619268725398
2021-11-21,13.927241841201065
2022-01-09,14.456852538158746
2022-01-16,34.93739363388363
2022-01-23,16.866327961185203
2022-01-30,15.661590249671974
2022-02-20,37.34686905691009
2022-03-06,30.720811643587332
2022-04-03,16.866327961185203
2022-04-17,19.27580338421166
2022-05-08,18.673434528455044
2022-06-19,20.480541095724888
2022-08-21,15.661590249671974
2022-09-18,34.93739363388363
2022-10-02,13.252114826645515
2022-10-09,20.480541095724888
2022-10-23,18.07106567269843
2022-11-13,11.445008259375673
2022-12-25,18.07106567269843
