,MVT_GT_Bakersfield CA
2017-02-12,20.0
2017-02-19,16.0
2017-03-05,17.0
2017-04-02,30.0
2017-04-16,20.0
2017-05-07,16.0
2017-05-28,25.0
2017-06-04,52.0
2017-07-02,25.0
2017-08-13,46.0
2017-08-27,100.0
2017-09-17,49.0
2017-10-01,30.0
2017-11-19,16.0
2018-01-28,17.747962082152064
2018-02-18,23.764500731170017
2018-04-01,21.859539136464633
2018-04-15,13.938038892741293
2018-05-13,18.04961594705386
2018-07-08,18.04961594705386
2018-07-29,60.16538649017953
2018-08-26,22.962846866268222
2018-09-30,33.89261643450054
2018-10-07,39.10750121861669
2018-10-21,29.78103938018797
2018-10-28,46.72734759743824
2018-11-04,34.99592416430413
2018-11-11,31.186000974893354
2018-12-23,25.971116190777195
2019-03-17,24.867808460973606
2019-03-31,22.962846866268222
2019-04-14,23.264500731170017
2019-05-05,16.644654352348475
2019-06-30,21.057885271562835
2019-07-14,38.0041934888131
2019-07-21,35.79757802920592
2019-08-18,47.83065532724183
2019-10-06,25.971116190777195
2019-11-10,18.04961594705386
2019-12-29,23.264500731170017
2020-01-19,14.239692757643088
2020-01-26,11.731423433134111
2020-03-01,14.239692757643088
2020-03-29,29.28103938018797
2020-04-05,18.04961594705386
2020-04-12,26.772770055678993
2020-05-17,35.79757802920592
2020-05-31,23.264500731170017
2020-07-12,31.186000974893354
2020-11-01,23.264500731170017
2020-11-08,19.152923676857448
2020-11-15,16.144654352348475
2020-12-20,24.867808460973606
2020-12-27,18.04961594705386
2021-04-18,16.144654352348475
2021-06-06,22.661193001366428
2021-08-08,15.843000487446677
2021-08-15,20.75623140666104
2021-09-05,42.917424408027465
2021-10-03,15.343000487446677
2021-10-17,23.264500731170017
2021-11-21,13.938038892741293
2022-01-09,14.479385515286175
2022-01-16,34.991848328608256
2022-01-23,16.892616434500535
2022-01-30,15.686000974893355
2022-02-20,37.40507924782262
2022-03-06,30.76869421998312
2022-04-03,16.892616434500535
2022-04-17,19.3058473537149
2022-05-08,18.70253962391131
2022-06-19,20.51246281332208
2022-08-21,15.686000974893355
2022-10-02,13.272770055678993
2022-10-09,20.51246281332208
2022-10-23,18.099231894107717
2022-11-13,11.46284686626822
2022-12-25,18.099231894107717
