,MVT_GT_Colorado Springs-Pueblo CO
2017-01-01,51.0
2017-01-15,35.0
2017-01-22,34.0
2017-01-29,21.0
2017-05-07,25.0
2017-06-11,37.0
2017-07-16,53.0
2017-10-01,65.0
2017-10-22,30.0
2017-11-19,18.0
2017-12-17,100.0
2017-12-31,59.0
2018-02-11,18.986989400857816
2018-02-18,22.004907704995066
2018-03-04,42.25085625792151
2018-04-22,39.23293795378426
2018-05-06,22.004907704995066
2018-05-27,35.33554007361269
2018-06-03,18.986989400857816
2018-06-10,29.799703465338194
2018-06-24,30.179183041372504
2018-07-01,22.004907704995066
2018-07-29,30.179183041372504
2018-09-09,27.661264737235257
2018-09-23,34.076580921544064
2018-09-30,22.38438728102938
2018-12-09,40.11241752981857
2018-12-16,25.022826009132316
2018-12-30,75.94795760343126
2019-01-06,18.986989400857816
2019-01-13,25.90230558516663
2019-01-27,18.986989400857816
2019-03-10,17.22803024878919
2019-04-28,15.089591520686252
2019-05-12,21.125428128960756
2019-06-23,29.799703465338194
2019-06-30,29.299703465338194
2019-07-21,21.125428128960756
2019-08-25,30.179183041372504
2019-10-13,20.745948552926443
2019-10-20,18.986989400857816
2019-11-24,51.80461117033326
2019-12-08,63.37628438688226
2020-01-05,18.986989400857816
2020-01-26,19.86646897689213
2020-02-23,20.745948552926443
2020-03-01,24.143346433098003
2020-03-15,32.817621769475444
2020-05-17,18.107509824823502
2020-06-07,25.90230558516663
2020-07-19,50.925131594298946
2020-08-23,40.11241752981857
2020-09-20,22.38438728102938
2020-09-27,33.19710134550976
2020-10-04,15.969071096720565
2020-11-22,44.00981540999013
2020-12-13,22.004907704995066
2020-12-20,27.161264737235257
2021-01-03,30.179183041372504
2021-01-10,13.830632368617628
2021-02-07,19.86646897689213
2021-02-14,41.8713766818872
2021-02-21,18.607509824823502
2021-02-28,50.04565201826463
2021-07-25,18.986989400857816
2021-08-08,20.745948552926443
2021-10-03,19.86646897689213
2021-10-31,24.143346433098003
2021-11-28,38.853458377749945
2021-12-12,17.72803024878919
2022-01-09,31.87628438688226
2022-01-16,16.697101345509758
2022-02-06,50.85026318859789
2022-02-13,18.215019649647008
2022-02-27,15.93814219344113
2022-03-13,56.921936405146894
2022-03-20,12.143346433098005
2022-04-10,28.84044777860776
2022-04-24,14.42022388930388
2022-05-01,14.42022388930388
2022-05-22,59.198813861352775
2022-06-05,17.45606049757838
2022-06-19,25.045652018264636
2022-07-17,20.491897105852882
2022-07-24,31.87628438688226
2022-08-07,22.009815409990132
2022-08-21,16.697101345509758
2022-09-04,31.117325234813638
2022-10-23,32.63524353895089
2022-10-30,32.63524353895089
2022-12-25,13.661264737235255
