,MVT_GT_Columbus OH
2017-01-29,25.0
2017-04-16,77.0
2017-04-30,27.0
2017-05-14,26.0
2017-05-21,37.0
2017-05-28,29.0
2017-07-09,28.0
2017-07-23,28.0
2017-08-06,33.0
2017-08-13,45.0
2017-08-20,26.0
2017-09-17,78.0
2017-09-24,50.0
2017-10-29,30.0
2017-11-05,27.0
2018-01-14,61.22298505342442
2018-02-25,20.458888528825334
2018-03-04,27.727291194083254
2018-03-18,56.108262921218085
2018-03-25,24.919930127980088
2018-07-08,22.11256906187692
2018-08-12,53.80090185511492
2018-08-19,66.83770718563076
2018-10-07,50.99354078901176
2018-10-14,22.11256906187692
2018-11-04,30.53465226018642
2018-11-18,40.76409652459908
2018-12-02,18.151527462722168
2018-12-16,58.915623987321254
2018-12-23,94.06499837971401
2019-01-06,69.14506825173393
2019-01-13,23.766249594928503
2019-02-10,19.305207995773753
2019-02-17,56.608262921218085
2019-04-07,100.33340104497194
2019-04-14,48.68617972290859
2019-05-12,19.805207995773753
2019-06-23,39.110415991547505
2019-07-07,26.07361066103167
2019-07-21,49.839860255960176
2019-07-28,24.919930127980088
2019-08-25,74.75979038394026
2019-09-01,64.0303461195276
2019-09-08,67.99138771868235
2019-09-15,36.803054925444336
2019-10-20,19.805207995773753
2019-12-08,58.915623987321254
2019-12-22,30.03465226018642
2020-01-19,26.07361066103167
2020-02-09,28.380971727134835
2020-02-16,33.99569385934117
2020-04-05,31.188332793238004
2020-04-12,20.958888528825334
2020-05-03,54.95458238816651
2020-06-14,31.688332793238004
2020-06-28,56.108262921218085
2020-07-05,52.14722132206334
2020-07-26,33.99569385934117
2020-08-16,57.26194345426967
2020-08-30,47.032499189857006
2020-09-06,36.803054925444336
2020-09-27,35.14937439239276
2020-10-25,31.188332793238004
2020-11-15,26.07361066103167
2020-11-22,31.188332793238004
2020-12-13,33.99569385934117
2020-12-27,19.305207995773753
2021-01-03,35.14937439239276
2021-01-10,19.805207995773753
2021-01-17,18.651527462722168
2021-02-07,71.9524293178371
2021-02-28,44.22513812375384
2021-04-11,73.60610985088867
2021-06-13,62.37666558647601
2021-06-27,27.227291194083254
2021-07-04,53.80090185511492
2021-07-11,86.6429151814045
2021-07-18,49.839860255960176
2021-08-01,20.958888528825334
2021-08-08,40.76409652459908
2021-08-15,32.34201332628959
2021-08-29,32.84201332628959
2021-09-05,22.11256906187692
2021-10-03,57.26194345426967
2021-11-07,41.91777705765067
2021-11-21,19.805207995773753
2021-11-28,24.919930127980088
2021-12-12,33.99569385934117
2021-12-19,91.25763731361084
2021-12-26,40.26409652459908
2022-01-02,24.839860255960172
2022-01-09,75.82694183398368
2022-01-16,31.37666558647601
2022-01-23,35.29874878478551
2022-01-30,39.22083198309501
2022-02-06,36.60610985088867
2022-02-20,52.294442644126676
2022-03-06,28.761943454269673
2022-03-20,28.761943454269673
2022-03-27,56.21652584243618
2022-04-03,37.91347091699184
2022-04-24,18.303054925444336
2022-05-01,30.06930452037284
2022-05-08,28.761943454269673
2022-06-05,23.532499189857006
2022-06-12,69.29013650346785
2022-06-19,58.831247974642515
2022-07-03,62.75333117295202
2022-07-10,20.91777705765067
2022-07-17,36.60610985088867
2022-07-24,98.05207995773752
2022-07-31,61.44597010684885
2022-08-14,36.60610985088867
2022-09-04,43.14291518140451
2022-09-11,40.52819304919817
2022-09-18,23.532499189857006
2022-10-02,31.37666558647601
2022-10-09,19.610415991547505
2022-10-16,27.454582388166507
2022-10-30,44.450276247507674
2022-11-06,15.688332793238004
2022-11-13,79.74902503229319
2022-11-20,22.225138123753837
2022-11-27,31.37666558647601
2022-12-11,33.99138771868234
2022-12-18,130.73610661031668
2022-12-25,20.91777705765067
