,MVT_GT_Atlanta GA
2017-01-08,33.0
2017-01-15,19.0
2017-01-22,35.0
2017-01-29,11.0
2017-02-05,15.0
2017-02-19,23.0
2017-03-05,19.0
2017-03-12,21.0
2017-03-19,29.0
2017-03-26,11.0
2017-04-02,39.0
2017-04-09,16.0
2017-04-16,43.0
2017-04-30,25.0
2017-05-07,46.0
2017-05-14,36.0
2017-05-21,44.0
2017-05-28,13.0
2017-06-11,40.0
2017-06-18,29.0
2017-06-25,16.0
2017-07-02,27.0
2017-07-09,25.0
2017-07-16,17.0
2017-07-30,18.0
2017-08-13,23.0
2017-08-20,31.0
2017-08-27,65.0
2017-09-10,25.0
2017-09-17,14.0
2017-09-24,32.0
2017-10-01,19.0
2017-10-08,19.0
2017-10-15,17.0
2017-10-22,23.0
2017-10-29,16.0
2017-11-05,47.0
2017-11-12,55.0
2017-11-19,16.0
2017-11-26,9.0
2017-12-03,11.0
2017-12-10,19.0
2017-12-17,21.0
2017-12-24,26.0
2018-01-07,20.0
2018-01-14,41.0
2018-01-21,41.0
2018-01-28,27.0
2018-02-04,8.0
2018-02-11,17.0
2018-02-18,28.0
2018-02-25,12.0
2018-03-04,41.0
2018-03-11,10.0
2018-03-18,30.0
2018-03-25,14.0
2018-04-08,27.0
2018-04-15,33.0
2018-04-22,52.0
2018-04-29,22.0
2018-05-06,40.0
2018-05-13,33.0
2018-05-20,18.0
2018-05-27,11.0
2018-06-10,19.0
2018-06-17,17.0
2018-06-24,25.0
2018-07-01,24.0
2018-07-08,17.0
2018-07-15,52.0
2018-07-22,15.0
2018-07-29,35.0
2018-08-05,29.0
2018-08-12,28.0
2018-08-19,53.0
2018-09-02,27.0
2018-09-16,34.0
2018-09-23,26.0
2018-09-30,28.0
2018-10-07,22.0
2018-10-14,30.0
2018-10-21,36.0
2018-11-04,23.0
2018-11-11,11.0
2018-11-18,19.0
2018-11-25,23.0
2018-12-02,27.0
2018-12-09,10.0
2018-12-16,49.0
2018-12-23,22.0
2018-12-30,39.0
2019-01-06,39.0
2019-01-20,37.0
2019-01-27,11.0
2019-02-03,43.0
2019-02-10,41.0
2019-02-17,69.0
2019-02-24,16.0
2019-03-03,43.0
2019-03-17,16.0
2019-03-24,27.0
2019-04-14,21.0
2019-04-21,12.0
2019-04-28,12.0
2019-05-05,51.0
2019-05-12,10.0
2019-05-19,24.0
2019-05-26,32.0
2019-06-02,17.0
2019-06-16,17.0
2019-06-23,13.0
2019-06-30,36.0
2019-07-07,15.0
2019-07-14,18.0
2019-07-21,29.0
2019-08-11,13.0
2019-08-18,13.0
2019-08-25,15.0
2019-09-01,23.0
