,MVT_GT_Bakersfield CA
2017-01-01,72.0
2017-03-12,54.0
2017-05-07,32.0
2017-05-14,30.0
2017-05-21,60.0
2017-06-04,98.0
2017-08-06,32.0
2017-09-03,75.0
2017-09-17,76.0
2017-10-22,66.0
2017-11-26,58.0
2018-01-28,38.0
2018-03-25,49.0
2018-04-01,37.0
2018-04-15,26.0
2018-05-27,36.0
2018-06-10,42.0
2018-06-17,67.0
2018-07-01,36.0
2018-11-11,35.0
2018-11-25,100.0
2018-12-30,64.0
2019-01-20,39.0
2019-03-03,51.0
2019-06-02,52.0
2019-06-23,69.0
2019-07-07,36.0
2019-07-21,26.0
2019-08-18,32.0
2019-09-01,29.0
2019-10-20,25.0
2020-01-12,26.0
2020-02-16,55.0
2020-05-03,31.0
2020-05-10,30.0
2020-06-28,28.0
2020-08-02,25.0
2020-08-16,22.0
2020-08-23,51.0
2020-10-11,33.0
2020-11-15,22.0
2020-11-29,22.0
2021-01-17,32.0
2021-02-07,37.0
2021-02-14,26.0
2021-02-21,69.0
2021-03-28,26.0
2021-06-06,69.0
2021-06-13,79.0
2021-07-04,32.0
2021-07-18,75.0
2021-09-05,38.0
2021-11-21,41.0
2021-12-26,29.0
2022-02-06,24.0
2022-03-13,22.0
2022-04-03,21.0
2022-04-10,19.0
2022-05-01,21.0
2022-05-15,21.0
2022-05-22,25.0
2022-06-19,41.0
2022-07-24,40.0
2022-07-31,30.0
2022-08-21,32.0
2022-09-25,70.0
2022-10-09,27.0
2022-11-27,56.0
2022-12-11,21.0
