,MVT_GT_Baltimore MD
2017-01-08,26.0
2017-01-22,31.0
2017-01-29,48.0
2017-02-05,58.0
2017-03-05,29.0
2017-03-12,37.0
2017-03-19,36.0
2017-04-30,76.0
2017-05-14,37.0
2017-06-18,37.0
2017-07-16,43.0
2017-07-30,49.0
2017-08-06,39.0
2017-08-20,100.0
2017-08-27,39.0
2017-09-03,35.0
2017-09-17,24.0
2017-10-01,64.0
2017-10-22,83.0
2017-10-29,22.0
2017-11-05,26.0
2017-11-19,30.0
2017-12-03,44.0
2017-12-24,41.0
2017-12-31,34.0
2018-01-14,39.59488110305135
2018-02-18,61.72833627523963
2018-03-11,34.3681900686137
2018-03-25,36.25886648238876
2018-04-22,32.97751365483864
2018-05-13,32.032175447951104
2018-05-27,24.469469792850862
2018-06-03,22.63345517218827
2018-06-24,31.086837241063577
2018-07-01,24.02413158596333
2018-07-22,23.0787933790758
2018-08-12,27.805484413513454
2018-09-09,81.02577682676531
2018-09-16,89.03382068875308
2018-09-30,20.74277875841321
2018-10-28,41.930895723713945
2018-12-02,33.42285186172617
2018-12-09,67.84570372345235
2018-12-30,22.63345517218827
2019-01-20,26.860146206625924
2019-03-10,40.040219309938884
2019-04-07,20.24277875841321
2019-05-19,40.040219309938884
2019-06-09,34.3681900686137
2019-06-23,46.1575867581516
2019-09-01,40.98555751682642
2019-09-08,24.969469792850862
2019-09-15,23.5787933790758
2019-09-22,59.83765986146456
2019-09-29,39.09488110305135
2019-10-20,49.938939585701725
2019-11-03,30.641499034176046
2019-11-17,25.914807999738393
2019-12-01,53.22029241325185
2019-12-22,28.750822620400985
2020-01-05,37.204204689276295
2020-01-12,24.969469792850862
2020-01-19,44.76691034437654
2020-02-09,21.18811696530074
2020-02-23,36.75886648238876
2020-03-15,20.74277875841321
2020-04-26,48.99360137881419
2020-05-03,52.27495420636431
2020-05-17,26.860146206625924
2020-05-31,52.77495420636431
2020-06-07,22.13345517218827
2020-06-14,22.13345517218827
2020-06-28,30.141499034176046
2020-07-05,48.99360137881419
2020-07-12,31.086837241063577
2020-08-09,22.13345517218827
2020-09-06,24.969469792850862
2020-09-27,18.852102344638148
2020-10-04,88.08848248186555
2020-10-18,32.97751365483864
2020-11-01,21.18811696530074
2020-12-13,17.906764137750613
2020-12-27,24.02413158596333
2021-01-17,38.14954289616382
2021-01-24,16.016087723975552
2021-02-14,47.102924965039136
2021-02-21,31.086837241063577
2021-03-14,36.25886648238876
2021-03-21,40.040219309938884
2021-03-28,18.852102344638148
2021-04-18,26.860146206625924
2021-05-09,25.914807999738393
2021-05-23,31.086837241063577
2021-05-30,27.305484413513454
2021-06-06,32.97751365483864
2021-06-13,34.8681900686137
2021-07-11,33.42285186172617
2021-07-18,42.87623393060148
2021-08-01,18.852102344638148
2021-09-05,28.250822620400985
2021-09-12,18.852102344638148
2021-09-26,35.31352827550123
2021-11-07,27.805484413513454
2021-12-12,51.829615999476786
2021-12-26,19.297440551525675
2022-01-02,40.97111503365283
2022-01-16,57.00329048160394
2022-01-23,47.205849930078266
2022-02-13,20.485557516826415
2022-02-20,35.62705655100246
2022-02-27,17.81352827550123
2022-03-13,37.408409378552584
2022-04-10,49.87787917140345
2022-04-17,24.938939585701725
2022-04-24,36.51773296477752
2022-05-01,62.34734896425431
2022-05-08,29.39232165457703
2022-05-15,21.37623393060148
2022-06-19,58.78464330915406
2022-06-26,38.299085792327645
2022-07-03,24.048263171926664
2022-07-17,16.92285186172617
2022-07-31,24.938939585701725
2022-08-07,54.33126124027876
2022-08-21,23.157586758151602
2022-08-28,21.37623393060148
2022-09-11,46.315173516303204
2022-09-25,19.594881103051353
2022-10-09,32.064350895902216
2022-10-23,36.51773296477752
2022-11-06,22.26691034437654
2022-11-13,24.938939585701725
2022-12-11,66.80073103312962
2022-12-18,33.84570372345234
