,MVT_GT_El Paso TX
2017-01-22,73.0
2017-02-19,53.0
2017-02-26,28.0
2017-06-25,34.0
2017-07-16,28.0
2017-07-30,65.0
2017-08-06,43.0
2017-09-10,38.0
2017-10-29,100.0
2017-11-05,46.0
2017-11-12,54.0
2017-11-26,27.0
2017-12-31,28.0
2018-02-04,28.12755574907323
2018-02-18,33.063341223051374
2018-03-25,34.050498317847
2018-04-08,33.063341223051374
2018-04-29,32.57618412825575
2018-05-20,97.71570947956286
2018-06-10,31.089027033460116
2018-07-01,36.024812507438256
2018-07-08,53.29364021375957
2018-07-15,24.678927369890715
2018-07-29,70.07531082528527
2018-11-04,22.70461318029946
2018-11-11,64.1523682565115
2018-12-30,47.3706976449858
2019-02-10,25.666084464686342
2019-02-17,24.178927369890715
2019-02-24,30.101869938664485
2019-03-10,22.20461318029946
2019-03-17,44.90922636059892
2019-03-24,35.037655412642636
2019-03-31,33.063341223051374
2019-04-21,45.39638345539454
2019-05-26,32.07618412825575
2019-06-30,27.640398654277604
2019-07-07,55.26795440335083
2019-08-11,28.12755574907323
2019-08-18,31.089027033460116
2019-09-08,24.678927369890715
2019-09-29,48.35785473978143
2019-11-17,75.01109629926341
2019-12-15,28.12755574907323
2019-12-29,33.063341223051374
2020-01-26,28.12755574907323
2020-02-09,17.768827706321318
2020-03-01,47.3706976449858
2020-03-08,25.166084464686342
2020-03-22,37.01196960223389
2020-04-12,20.2302989907082
2020-04-26,30.101869938664485
2020-05-17,26.153241559481973
2020-05-24,20.7302989907082
2020-05-31,18.755984801116945
2020-06-07,15.294513516730058
2020-06-14,34.050498317847
2020-06-21,19.243141895912572
2020-07-05,19.743141895912572
2020-07-12,21.71745608550383
2020-08-02,31.089027033460116
2020-08-16,58.22942568773772
2020-09-13,24.678927369890715
2020-10-11,38.986283791825144
2020-11-08,32.07618412825575
2020-12-06,22.70461318029946
2021-04-04,19.243141895912572
2021-05-30,37.99912669702952
2021-06-27,26.153241559481973
2021-07-25,24.178927369890715
2021-08-08,30.601869938664485
2021-08-15,18.755984801116945
2021-09-05,31.089027033460116
2021-10-31,45.89638345539454
2021-11-28,39.97344088662078
2021-12-05,26.153241559481973
2022-01-30,33.12668244610275
2022-02-06,32.15236825651149
2022-03-20,17.537655412642632
2022-03-27,17.537655412642632
2022-04-03,22.409226360598918
2022-04-17,32.15236825651149
2022-05-01,22.409226360598918
2022-05-08,75.99650678811807
2022-06-12,17.537655412642632
2022-07-03,32.15236825651149
2022-07-17,28.255111498146462
2022-07-24,29.229425687737717
2022-07-31,23.383540550190176
2022-08-07,16.563341223051374
2022-08-14,36.04962501487652
2022-08-21,19.486283791825144
2022-08-28,26.306483118963946
2022-10-02,60.40747975465795
2022-11-06,20.460597981416402
2022-11-20,28.255111498146462
2022-11-27,28.255111498146462
