,MVT_GT_Detroit MI
2017-01-08,36.0
2017-01-15,36.0
2017-01-22,57.0
2017-01-29,69.0
2017-02-05,63.0
2017-02-12,34.0
2017-02-19,74.0
2017-03-05,55.0
2017-03-12,34.0
2017-03-26,26.0
2017-04-09,38.0
2017-04-23,73.0
2017-05-14,66.0
2017-06-11,22.0
2017-06-18,27.0
2017-06-25,21.0
2017-07-02,68.0
2017-07-23,28.0
2017-07-30,52.0
2017-08-06,48.0
2017-08-13,44.0
2017-08-20,99.0
2017-08-27,57.0
2017-10-08,56.0
2017-10-29,50.0
2017-11-05,47.0
2017-11-26,41.0
2017-12-03,37.0
2017-12-17,43.0
2018-01-07,29.02160085937856
2018-01-14,27.41653415690445
2018-01-21,22.996267347008022
2018-01-28,34.441867669274984
2018-03-25,29.02160085937856
2018-04-08,26.811467454430343
2018-04-15,54.22800161133479
2018-04-22,66.77866863607585
2018-04-29,32.83680096680088
2018-05-13,24.60133404948213
2018-05-20,30.126667561852663
2018-06-10,30.626667561852663
2018-06-24,60.25333512370533
2018-07-01,50.912801503912476
2018-07-15,43.282401289067835
2018-08-12,25.206400751956238
2018-08-19,38.86213447917141
2018-09-09,67.38373533854997
2018-09-16,25.206400751956238
2018-09-30,26.811467454430343
2018-10-07,31.731734264326768
2018-12-30,30.126667561852663
2019-01-20,58.04320171875712
2019-02-03,37.2570677766973
2019-02-24,36.65200107422319
2019-03-10,22.996267347008022
2019-03-31,87.06480257813567
2019-04-21,43.782401289067835
2019-04-28,50.412801503912476
2019-05-05,31.731734264326768
2019-05-12,45.992534694016044
2019-05-26,48.20266809896426
2019-06-09,47.097601396490155
2019-06-16,41.072267884119626
2019-06-30,68.98880204102407
2019-07-07,25.206400751956238
2019-07-21,29.52160085937856
2019-07-28,25.206400751956238
2019-08-04,64.06853523112764
2019-08-11,84.85466917318746
2019-08-18,49.80773480143837
2019-08-25,64.06853523112764
2019-09-01,29.02160085937856
2019-09-15,20.786133942059813
2019-10-20,55.3330683138089
2019-10-27,42.67733458659373
2019-11-10,41.072267884119626
2019-11-17,43.782401289067835
2019-11-24,62.963468528653536
2019-12-01,25.706400751956238
2019-12-08,31.231734264326768
2019-12-29,27.91653415690445
2020-01-05,48.70266809896426
2020-01-12,67.88373533854997
2020-01-19,39.46720118164552
2020-02-09,33.941867669274984
2020-02-16,33.441867669274984
2020-02-23,67.38373533854997
2020-03-08,22.996267347008022
2020-03-15,22.996267347008022
2020-03-22,27.91653415690445
2020-03-29,37.2570677766973
2020-04-19,36.15200107422319
2020-05-10,39.96720118164552
2020-05-24,32.33680096680088
2020-05-31,39.96720118164552
2020-06-07,25.706400751956238
2020-06-28,36.65200107422319
2020-07-05,18.076000537111597
2020-07-12,18.076000537111597
2020-07-19,45.992534694016044
2020-07-26,25.206400751956238
2020-08-16,30.126667561852663
2020-08-23,43.782401289067835
2020-08-30,20.786133942059813
2020-09-06,33.941867669274984
2020-09-13,22.996267347008022
2020-09-20,37.2570677766973
2020-10-04,27.91653415690445
2020-10-11,70.09386874349818
2020-10-25,47.597601396490155
2020-11-01,80.43440236329104
2020-11-08,36.15200107422319
2020-11-22,100.22053630535083
2020-11-29,33.441867669274984
2020-12-13,24.10133404948213
2020-12-27,21.891200644533917
2021-01-10,37.2570677766973
2021-02-28,70.09386874349818
2021-03-14,54.72800161133479
2021-04-04,22.996267347008022
2021-04-11,21.891200644533917
2021-04-18,37.2570677766973
2021-04-25,54.22800161133479
2021-05-02,66.27866863607585
2021-05-09,47.097601396490155
2021-05-23,31.731734264326768
2021-05-30,41.072267884119626
2021-06-06,27.91653415690445
2021-06-13,54.22800161133479
2021-06-20,30.126667561852663
2021-06-27,22.996267347008022
2021-07-04,31.231734264326768
2021-07-11,44.38746799154194
2021-07-18,41.072267884119626
2021-08-01,52.01786820638658
2021-08-15,24.10133404948213
2021-08-22,56.938135016283006
2021-09-05,22.996267347008022
2021-09-12,26.811467454430343
2021-09-19,38.86213447917141
2021-10-03,58.04320171875712
2021-10-10,43.782401289067835
2021-10-31,35.04693437174909
2021-11-14,85.95973587566156
2021-11-28,33.941867669274984
2021-12-05,59.14826842123122
2021-12-26,49.80773480143837
2022-01-16,72.60800429689279
2022-01-23,43.56480257813567
2022-01-30,32.67360193360175
2022-02-06,53.24586981772138
2022-02-20,42.35466917318746
2022-03-06,24.20266809896426
2022-03-13,30.253335123705327
2022-03-20,36.30400214844639
2022-03-27,42.35466917318746
2022-04-03,41.144535768239244
2022-04-10,73.818137701841
2022-05-01,50.82560300782495
2022-05-08,52.03573641277316
2022-05-15,38.72426895834282
2022-05-29,43.56480257813567
2022-06-05,31.46346852865354
2022-06-12,105.28160623049453
2022-06-19,59.296536842462444
2022-07-03,24.20266809896426
2022-07-17,32.67360193360175
2022-08-07,75.0282711067892
2022-08-14,48.40533619792852
2022-08-21,39.934402363291035
2022-08-28,121.0133404948213
2022-09-04,44.774935983083886
2022-09-11,113.75254006513202
2022-10-02,110.1221398502874
2022-10-09,66.55733727215171
2022-10-16,48.40533619792852
2022-10-23,30.253335123705327
2022-11-06,26.62293490886069
2022-11-13,90.76000537111598
2022-12-04,36.30400214844639
2022-12-11,66.55733727215171
2022-12-18,45.985069388032095
2022-12-25,45.985069388032095
