,MVT_GT_Ontario
2017-01-01,14.0
2017-01-08,26.0
2017-01-22,8.0
2017-01-29,19.0
2017-02-05,17.0
2017-03-05,100.0
2017-03-12,59.0
2017-03-19,11.0
2017-03-26,29.0
2017-04-02,13.0
2017-04-09,23.0
2017-04-16,16.0
2017-04-30,11.0
2017-05-07,33.0
2017-05-14,8.0
2017-05-21,17.0
2017-06-04,13.0
2017-06-11,21.0
2017-06-18,9.0
2017-07-02,33.0
2017-07-09,10.0
2017-07-16,25.0
2017-07-23,28.0
2017-08-06,14.0
2017-08-13,13.0
2017-08-20,10.0
2017-09-03,12.0
2017-09-10,14.0
2017-09-24,26.0
2017-10-01,7.0
2017-10-08,15.0
2017-10-15,27.0
2017-10-22,48.0
2017-10-29,9.0
2017-11-05,14.0
2017-11-12,17.0
2017-11-19,35.0
2017-11-26,12.0
2017-12-03,22.0
2017-12-10,9.0
2017-12-17,10.0
2017-12-31,10.0
2018-01-07,13.97365375185731
2018-01-14,16.94179138382727
2018-01-21,10.13848171189486
2018-01-28,11.00551611988735
2018-02-04,6.80330967193241
2018-02-11,19.409929015797232
2018-02-18,25.34620427973715
2018-02-25,38.95282362360197
2018-03-04,32.14951395166956
2018-03-11,16.07475697583478
2018-03-18,11.00551611988735
2018-04-01,16.07475697583478
2018-04-08,22.87806664776719
2018-04-22,13.97365375185731
2018-04-29,27.94730750371462
2018-05-06,22.0110322397747
2018-05-13,8.90441289590988
2018-05-20,11.87255052787984
2018-05-27,24.112135463752168
2018-06-10,25.84620427973715
2018-06-17,20.27696342378972
2018-06-24,22.0110322397747
2018-07-01,9.77144730390237
2018-07-08,21.143997831782208
2018-07-15,27.94730750371462
2018-07-22,39.819858031594464
2018-07-29,24.97916987174466
2018-08-05,30.91544513568458
2018-08-12,10.63848171189486
2018-08-19,15.20772256784229
2018-08-26,22.37806664776719
2018-09-02,13.97365375185731
2018-09-09,19.909929015797232
2018-09-16,73.203440799249
2018-09-23,22.37806664776719
2018-09-30,7.6703440799249
2018-10-07,22.87806664776719
2018-10-14,7.1703440799249
2018-10-21,19.909929015797232
2018-10-28,24.112135463752168
2018-11-04,31.78247954367707
2018-11-18,16.07475697583478
2018-11-25,21.143997831782208
2018-12-02,21.143997831782208
2018-12-09,46.99020211151936
2018-12-16,14.8406881598498
2018-12-30,18.17586019981225
2019-01-06,29.1813763196996
2019-01-13,52.92647737545928
2019-01-20,7.6703440799249
2019-01-27,9.27144730390237
2019-02-03,30.04841072769209
2019-02-10,22.37806664776719
2019-02-17,41.920961255571925
2019-03-03,24.112135463752168
2019-03-10,41.05392684757944
2019-03-17,25.84620427973715
2019-03-31,21.143997831782208
2019-04-07,24.112135463752168
2019-04-14,57.62868382341422
2019-04-21,10.13848171189486
2019-05-05,35.984685991632006
2019-05-12,20.27696342378972
2019-05-19,34.75061717564703
2019-05-26,21.143997831782208
2019-06-02,20.77696342378972
2019-06-09,16.94179138382727
