,MVT_GT_Fresno-Visalia CA
2017-01-01,53.0
2017-01-08,100.0
2017-01-29,32.0
2017-02-19,56.0
2017-03-05,69.0
2017-03-19,46.0
2017-03-26,28.0
2017-04-30,27.0
2017-05-07,29.0
2017-06-18,46.0
2017-07-09,55.0
2017-07-16,20.0
2017-08-20,31.0
2017-09-17,26.0
2017-09-24,37.0
2017-10-15,21.0
2017-11-26,51.0
2017-12-03,37.0
2017-12-17,21.0
2018-02-25,16.74569929534354
2018-03-04,25.780833907782487
2018-03-11,26.19311887254966
2018-04-15,18.070269224877894
2018-04-29,64.1582272518398
2018-05-13,38.37739334405732
2018-05-27,18.98255418964507
2018-06-03,55.62309263940085
2018-06-24,23.95626397824813
2018-07-29,46.087958026961914
2018-08-12,17.157984260110716
2018-09-09,20.807124119179424
2018-10-14,18.070269224877894
2018-10-28,43.351103132660384
2018-11-11,18.98255418964507
2018-12-02,63.74594228707262
2018-12-09,27.105403837316842
2018-12-23,79.07935661764898
2018-12-30,39.28967830882449
2019-01-06,18.98255418964507
2019-01-13,32.5791136259199
2019-03-03,18.070269224877894
2019-03-17,28.017688802084017
2019-04-28,24.86854894301531
2019-05-26,34.31596852022143
2019-06-02,82.2284964767177
2019-06-09,38.87739334405732
2019-06-16,41.11424823835885
2019-06-30,27.105403837316842
2019-07-21,43.351103132660384
2019-09-08,22.131694048713776
2019-09-15,28.017688802084017
2019-09-29,17.157984260110716
2019-10-06,25.780833907782487
2019-10-13,25.780833907782487
2019-11-03,23.043979013480957
2019-11-17,28.929973766851194
2019-11-24,30.754543696385547
2019-12-08,35.22825348498861
2019-12-15,28.017688802084017
2019-12-22,18.98255418964507
2019-12-29,36.14053844975579
2020-01-05,36.14053844975579
2020-01-19,28.017688802084017
2020-01-26,20.807124119179424
2020-02-02,56.947662568935215
2020-03-01,28.017688802084017
2020-03-08,21.2194090839466
2020-03-15,27.105403837316842
2020-03-22,14.008844401042008
2020-04-05,34.31596852022143
2020-05-24,38.87739334405732
2020-06-07,40.20196327359167
2020-06-14,22.631694048713776
2020-07-05,24.86854894301531
2020-07-19,15.833414330576362
2020-08-16,19.394839154412246
2020-08-30,37.96510837929014
2020-09-13,12.184274471507655
2020-09-20,17.657984260110716
2020-10-11,17.657984260110716
2020-11-01,23.043979013480957
2020-11-08,22.131694048713776
2020-11-22,28.929973766851194
2021-02-14,26.19311887254966
2021-02-28,28.929973766851194
2021-04-04,27.605403837316842
2021-04-18,28.929973766851194
2021-06-13,23.95626397824813
2021-07-04,23.95626397824813
2021-07-11,32.0791136259199
2021-07-25,18.070269224877894
2021-08-15,33.90368355545425
2021-09-12,28.017688802084017
2021-09-19,33.40368355545425
2021-10-17,22.131694048713776
2021-10-24,44.76338809742755
2021-10-31,27.105403837316842
2021-11-21,23.95626397824813
2021-12-05,66.89508214614133
2021-12-12,25.780833907782487
2022-01-02,22.263388097427555
2022-01-09,69.26387408088573
2022-01-23,32.158227251839804
2022-03-06,17.315968520221432
2022-03-20,23.912527956496263
2022-03-27,47.00048598345818
2022-04-03,14.017688802084017
2022-04-10,19.789678308824495
2022-05-15,16.49139859068708
2022-06-12,17.315968520221432
2022-06-19,18.96510837929014
2022-07-03,25.56166781556497
2022-09-11,36.281076899511575
2022-09-25,34.631937040442864
2022-10-23,17.315968520221432
2022-11-20,35.45650696997722
2022-12-18,30.509087392771097
