,MVT_GT_Los Angeles CA
2017-01-01,40.0
2017-01-08,56.0
2017-01-15,67.0
2017-01-22,33.0
2017-01-29,48.0
2017-02-05,40.0
2017-02-12,21.0
2017-02-19,49.0
2017-02-26,39.0
2017-03-05,47.0
2017-03-12,38.0
2017-03-19,61.0
2017-03-26,40.0
2017-04-02,49.0
2017-04-09,50.0
2017-04-16,44.0
2017-04-23,14.0
2017-04-30,46.0
2017-05-07,51.0
2017-05-14,40.0
2017-05-21,40.0
2017-05-28,67.0
2017-06-04,44.0
2017-06-11,55.0
2017-06-18,40.0
2017-06-25,53.0
2017-07-02,68.0
2017-07-09,54.0
2017-07-16,39.0
2017-07-23,64.0
2017-07-30,43.0
2017-08-06,73.0
2017-08-13,100.0
2017-08-20,36.0
2017-08-27,33.0
2017-09-03,47.0
2017-09-10,44.0
2017-09-17,36.0
2017-09-24,26.0
2017-10-01,48.0
2017-10-08,36.0
2017-10-15,55.0
2017-10-22,43.0
2017-10-29,74.0
2017-11-05,34.0
2017-11-12,66.0
2017-11-19,49.0
2017-11-26,96.0
2017-12-03,37.0
2017-12-10,25.0
2017-12-17,34.0
2017-12-24,50.0
2017-12-31,38.0
2018-01-07,33.9474972181525
2018-01-14,27.86613408757932
2018-01-21,56.74582869692083
2018-01-28,45.596662957536665
2018-02-04,59.78651026220742
2018-02-11,21.784770957006135
2018-02-18,61.31363130573182
2018-02-25,50.164465566347644
2018-03-04,46.61022347929886
2018-03-11,44.083102435774464
2018-03-18,39.015299826963485
2018-03-25,38.50173930520128
2018-04-01,47.123784001061054
2018-04-08,45.596662957536665
2018-04-15,40.02886034872568
2018-04-22,24.325452522292725
2018-04-29,24.325452522292725
2018-05-06,68.90855495806719
2018-05-13,49.15090504458545
2018-05-20,81.57128121921355
2018-05-27,40.52886034872568
2018-06-03,59.78651026220742
2018-06-10,43.06954191401227
2018-06-17,36.98817878343909
2018-06-24,62.32719182749401
2018-07-01,29.89325513110371
2018-07-08,13.176286782908559
2018-07-15,81.07128121921355
2018-07-22,52.19158660987205
2018-07-29,38.00173930520128
2018-08-05,48.137344522823255
2018-08-12,55.23226817515864
2018-08-19,25.839013044054923
2018-08-26,50.164465566347644
2018-09-02,38.00173930520128
2018-09-09,27.86613408757932
2018-09-16,32.933936696390305
2018-09-23,72.96279704511599
2018-09-30,41.542420870487874
2018-10-07,39.015299826963485
2018-10-14,19.257649913481742
2018-10-21,48.637344522823255
2018-10-28,40.02886034872568
2018-11-04,40.02886034872568
2018-11-11,40.02886034872568
2018-11-18,52.69158660987205
2018-11-25,50.164465566347644
2018-12-02,44.083102435774464
2018-12-09,48.137344522823255
2018-12-16,38.00173930520128
2018-12-23,63.840752349256206
2018-12-30,64.85431287101841
2019-01-06,31.920376174628103
2019-01-13,32.933936696390305
2019-01-20,35.974618261676895
2019-01-27,51.178026088109846
2019-02-03,67.894994436305
2019-02-10,35.974618261676895
2019-02-17,44.083102435774464
2019-02-24,45.096662957536665
2019-03-03,56.24582869692083
2019-03-10,28.379694609341513
2019-03-17,55.23226817515864
2019-03-24,38.00173930520128
2019-03-31,29.89325513110371
2019-04-07,38.00173930520128
2019-04-14,44.083102435774464
2019-04-21,30.90681565286591
2019-04-28,43.56954191401227
2019-05-05,53.705147131634234
2019-05-12,53.205147131634234
2019-05-19,67.394994436305
2019-05-26,44.083102435774464
2019-06-02,38.00173930520128
2019-06-09,45.596662957536665
2019-06-16,33.9474972181525
2019-06-23,38.00173930520128
2019-06-30,34.96105773991469
