,MVT_GT_Colorado Springs-Pueblo CO
2017-01-01,32.0
2017-01-08,40.0
2017-01-15,21.0
2017-02-12,24.0
2017-07-16,26.0
2017-08-06,28.0
2017-09-17,56.0
2017-10-15,50.0
2017-10-29,30.0
2017-11-12,20.0
2017-12-24,100.0
2018-01-07,61.17409310445208
2018-01-21,33.19031536565775
2018-02-18,19.923971298499204
2018-03-11,18.972881694021964
2018-03-25,26.08159852983986
2018-04-15,28.43486734327157
2018-05-06,25.130508925362623
2018-05-13,33.69031536565775
2018-06-03,76.8426163805651
2018-06-10,67.83172033579274
2018-06-17,21.326150507453676
2018-07-22,31.288136156703278
2018-08-12,32.23922576118051
2018-09-09,18.021792089544732
2018-09-23,21.326150507453676
2018-11-18,39.34794259699841
2018-11-25,19.923971298499204
2018-12-09,27.98377773879433
2018-12-16,19.923971298499204
2018-12-23,36.043584179089464
2019-01-06,37.94576338804393
2019-01-13,36.043584179089464
2019-01-20,22.277240111930915
2019-01-27,44.603390619384584
2019-02-10,23.728329716408147
2019-02-17,22.777240111930915
2019-04-07,35.092494574612225
2019-07-14,43.15230101490735
2019-07-21,27.032688134317095
2019-08-25,50.761017850725246
2019-09-15,73.03825796265616
2019-10-20,90.10896044772366
2019-12-01,18.021792089544732
2020-02-23,44.103390619384584
2020-05-10,19.923971298499204
2020-06-14,26.58159852983986
2020-07-26,46.956659432816295
2020-08-02,15.66852327611302
2020-10-18,35.592494574612225
2020-11-08,36.9946737835667
2020-12-20,27.032688134317095
2021-01-17,18.972881694021964
2021-01-31,46.956659432816295
2021-02-21,18.021792089544732
2021-03-07,20.87506090297644
2021-04-04,61.67409310445208
2021-04-18,19.923971298499204
2021-04-25,36.9946737835667
2021-05-02,36.043584179089464
2021-06-27,30.83704655222604
2021-07-18,26.08159852983986
2021-07-25,20.37506090297644
2021-08-15,20.37506090297644
2021-09-05,41.75012180595288
2021-09-12,49.809928246248006
2021-10-24,59.771913895497605
2021-11-07,19.923971298499204
2021-11-28,54.06537626863419
2021-12-05,18.972881694021964
2022-03-13,23.4566594328163
2022-03-20,20.75012180595288
2022-04-17,17.14140497013499
2022-05-01,53.22857332831391
2022-06-12,24.35883864177077
2022-07-17,15.337046552226042
2022-07-24,19.847942596998408
2022-09-04,36.98934756713339
2022-09-11,18.04358417908946
2022-10-02,23.4566594328163
