,MVT_GT_Washington DC (Hagerstown MD)
2017-01-01,56.0
2017-01-22,26.0
2017-02-19,28.0
2017-03-05,11.0
2017-03-19,22.0
2017-03-26,47.0
2017-04-23,19.0
2017-04-30,39.0
2017-05-07,23.0
2017-05-14,36.0
2017-05-21,26.0
2017-06-04,23.0
2017-06-11,24.0
2017-06-18,62.0
2017-06-25,37.0
2017-07-02,24.0
2017-07-09,33.0
2017-07-30,11.0
2017-08-20,26.0
2017-08-27,21.0
2017-09-03,22.0
2017-09-10,46.0
2017-09-17,21.0
2017-10-01,19.0
2017-10-15,20.0
2017-10-22,18.0
2017-10-29,22.0
2017-11-05,16.0
2017-11-12,28.0
2017-11-26,32.0
2017-12-10,25.0
2017-12-17,23.0
2018-01-07,38.55140175690505
2018-01-14,17.748513142541196
2018-01-21,35.99702628508239
2018-02-04,26.939677098342116
2018-02-25,27.57349186740276
2018-03-11,22.844095120441654
2018-03-18,45.84112140552405
2018-03-25,15.0
2018-04-08,32.59260826298285
2018-04-15,32.245539427623584
2018-04-22,21.420560702762025
2018-04-29,46.0
2018-05-06,22.882327911601838
2018-05-13,61.0
2018-05-20,23.035259076242575
2018-05-27,16.267629538121287
2018-06-17,16.0
2018-06-24,35.745539427623584
2018-07-08,40.63084105414303
2018-07-22,21.0
2018-08-05,26.49702628508239
2018-08-12,23.630841054143033
2018-08-19,17.30586232928147
2018-08-26,71.9116395580092
2018-09-09,42.127867339225425
2018-09-16,28.7073066364634
2018-09-23,21.920560702762025
2018-09-30,30.420560702762025
2018-10-07,17.344095120441654
2018-10-21,30.87935419668423
2018-11-04,46.22642303204349
2018-11-11,25.382327911601838
2018-11-18,23.939677098342116
2018-11-25,19.401444307181933
2018-12-02,24.554375471822667
2018-12-30,29.09260826298285
2019-01-06,46.4367033834245
2019-01-13,15.248513142541196
2019-01-20,17.344095120441654
2019-01-27,35.420560702762025
2019-02-03,19.0
2019-02-17,13.0
2019-03-10,23.61172465856294
2019-03-17,43.6852165259657
2019-03-24,28.07349186740276
2019-03-31,37.28377221878377
2019-04-14,20.30586232928147
2019-04-21,12.0
2019-05-05,23.016142680662483
2019-05-19,26.68819024088331
2019-06-09,21.439677098342116
